statename,rank,countryd,val2015,val2016,val2017,val2018,share15,share16,share17,share18,change
Florida,16,Switzerland,1454.93,1243.95,1362.98,1111.63,2.6992,2.3908,2.482,1.942,-18.44
Florida,17,Bahamas,975.56,937.38,1037.72,1067.15,1.8098,1.8016,1.8897,1.8643,2.84
Florida,18,France,751.52,901.85,1087.83,1048.83,1.3942,1.7333,1.981,1.8323,-3.58
Florida,19,Japan,905.06,1208.92,937.94,1011.52,1.6791,2.3234,1.708,1.7671,7.84
Florida,20,Ecuador,944.76,693.93,913.35,985.7,1.7527,1.3337,1.6632,1.722,7.92
Florida,21,Hong Kong,713.98,903.33,737.92,957.04,1.3246,1.7361,1.3438,1.6719,29.69
Florida,22,United Arab Emirates,1534.4,1487.54,1244.69,949.4,2.8466,2.8589,2.2666,1.6586,-23.72
Florida,23,Italy,549.85,545.48,649.74,923.25,1.0201,1.0484,1.1832,1.6129,42.1
Florida,24,Guatemala,922.08,850.02,926.58,881.16,1.7106,1.6337,1.6873,1.5394,-4.9
Florida,25,"Korea, South",728.44,767.86,721.66,782.24,1.3514,1.4758,1.3142,1.3666,8.4
Georgia,0,World,38596.03,35672.84,37223.84,40551.36,2.5674,2.4585,2.4073,2.4369,8.94
Georgia,0,Top 25,30153.13,27854.45,29361.23,31743.39,78.125,78.0831,78.8775,78.2795,8.11
Georgia,1,Canada,6499.23,5848.7,6248.35,6229.83,16.8391,16.3954,16.7859,15.3628,-0.3
Georgia,2,Mexico,3473.29,3527.07,3623.25,3909.03,8.9991,9.8873,9.7337,9.6397,7.89
Georgia,3,China,2652.87,2580.84,2836.66,2981.11,6.8734,7.2348,7.6205,7.3514,5.09
Georgia,4,Germany,1482.04,1584.77,1852.14,2296.01,3.8399,4.4425,4.9757,5.662,23.97
Georgia,5,Singapore,1225.76,1294.77,1409.4,1634.49,3.1759,3.6296,3.7863,4.0307,15.97
Georgia,6,United Kingdom,1808.19,1345.58,1277.85,1590.86,4.6849,3.772,3.4329,3.9231,24.5
Georgia,7,Japan,1366.62,1410.82,1360.43,1480.73,3.5408,3.9549,3.6547,3.6515,8.84
Georgia,8,Netherlands,810.66,760.96,1037.03,1315.66,2.1004,2.1332,2.7859,3.2444,26.87
Georgia,9,"Korea, South",846.56,980.56,869.57,1038.33,2.1934,2.7487,2.3361,2.5605,19.41
Georgia,10,Brazil,1216.89,914.79,859.05,841.53,3.1529,2.5644,2.3078,2.0752,-2.04
Georgia,11,United Arab Emirates,743.17,727.88,815.56,812.49,1.9255,2.0404,2.191,2.0036,-0.38
Georgia,12,Belgium,744.25,746.49,684.21,765.51,1.9283,2.0926,1.8381,1.8878,11.88
Georgia,13,Australia,948.34,733.44,595.06,752.63,2.4571,2.056,1.5986,1.856,26.48
Georgia,14,India,392.12,396.11,1057.85,716.67,1.0159,1.1104,2.8419,1.7673,-32.25
Georgia,15,Hong Kong,913.54,714.61,717.22,620.68,2.3669,2.0032,1.9268,1.5306,-13.46
Georgia,16,Italy,658.59,532.16,606.52,609.21,1.7064,1.4918,1.6294,1.5023,0.44
Georgia,17,France,548.02,568.11,591.46,607.98,1.4199,1.5926,1.5889,1.4993,2.79
Georgia,18,Turkey,515.98,525.1,533.64,581.57,1.3369,1.472,1.4336,1.4342,8.98
Georgia,19,Taiwan,499.78,413.8,438.48,544,1.2949,1.16,1.178,1.3415,24.07
Georgia,20,Chile,415,339.01,388.5,473.45,1.0752,0.9503,1.0437,1.1675,21.86
Georgia,21,Spain,305.34,283.88,308.51,433.98,0.7911,0.7958,0.8288,1.0702,40.67
Georgia,22,Dominican Republic,287.91,343.7,343.9,386.99,0.7459,0.9635,0.9239,0.9543,12.53
Georgia,23,Vietnam,405.31,359.14,276.74,380.32,1.0501,1.0067,0.7434,0.9379,37.43
Georgia,24,Indonesia,289.43,251.09,294.83,373.13,0.7499,0.7039,0.792,0.9201,26.56
Georgia,25,Saudi Arabia,1104.24,671.1,335.04,367.21,2.861,1.8813,0.9001,0.9055,9.6
Hawaii,0,World,1896.39,795.46,952.42,646.94,0.1261,0.0548,0.0616,0.0389,-32.07
Hawaii,0,Top 25,1794.67,772.47,929.54,633.82,94.6357,97.11,97.5975,97.9732,-31.81
Hawaii,1,"Korea, South",45.69,49.79,118.61,222.17,2.4095,6.2597,12.4538,34.3413,87.3
Hawaii,2,Singapore,91.72,55.87,136.21,105.99,4.8364,7.0233,14.3018,16.3833,-22.19
Hawaii,3,Japan,79.65,70.67,78.47,71.77,4.2,8.8839,8.2391,11.0932,-8.54
Hawaii,4,China,77.95,83.04,124.59,35.62,4.1106,10.4388,13.0812,5.5062,-71.41
Hawaii,5,Taiwan,13.05,9.54,12.94,21.39,0.6883,1.1996,1.3582,3.3063,65.35
Hawaii,6,Vietnam,101.71,7.37,16.9,19.89,5.3631,0.9268,1.774,3.0746,17.72
Hawaii,7,Malaysia,6.25,11.16,1.26,19.12,0.3297,1.4035,0.132,2.9557,1421.32
Hawaii,8,Netherlands,2.14,2.06,1.18,18.8,0.1127,0.2587,0.1237,2.9054,1494.83
Hawaii,9,Canada,29.79,66.21,24.31,18.54,1.571,8.323,2.552,2.8654,-23.74
Hawaii,10,Hong Kong,21.36,18.05,13.87,16.15,1.1264,2.2694,1.4558,2.4959,16.45
Hawaii,11,Australia,1278.26,313.06,340.13,13.04,67.4049,39.3557,35.7126,2.0157,-96.17
Hawaii,12,India,9.77,15.31,11,11.55,0.515,1.9244,1.1548,1.7848,4.98
Hawaii,13,Bangladesh,0,4.11,13.37,10.64,0,0.5162,1.4035,1.6453,-20.37
Hawaii,14,New Zealand,8.95,32.45,7.04,10.42,0.472,4.0795,0.7389,1.6109,48.1
Hawaii,15,United Kingdom,5.35,4.05,5.77,8.94,0.2821,0.5097,0.6063,1.3814,54.75
Hawaii,16,Philippines,6.71,4.79,5.57,5,0.354,0.6019,0.5849,0.7722,-10.32
Hawaii,17,Thailand,2.64,1.94,2.83,4.56,0.1394,0.2436,0.297,0.7046,61.16
Hawaii,18,France,2.11,6.31,2.93,3.33,0.1113,0.7935,0.308,0.5142,13.4
Hawaii,19,Indonesia,3.72,4.84,4.47,3.31,0.196,0.6084,0.4697,0.5109,-26.12
Hawaii,20,Micronesia,0.53,0.3,0.34,2.85,0.0279,0.0375,0.0359,0.4407,734.63
Hawaii,21,Sweden,1.27,1.58,1.85,2.73,0.0672,0.1983,0.1942,0.422,47.65
Hawaii,22,Germany,2.33,3.63,2.31,2.45,0.123,0.4567,0.2421,0.3793,6.44
Hawaii,23,Italy,1.27,0.54,1.38,2.1,0.0671,0.0678,0.1452,0.3253,52.14
Hawaii,24,Marshall Islands,1.36,4.82,1.74,2.04,0.0716,0.6057,0.1829,0.3154,17.1
Hawaii,25,Switzerland,1.07,0.99,0.47,1.44,0.0566,0.1244,0.0499,0.2231,203.99
Idaho,0,World,4302.09,4876.94,3864.1,4021.59,0.2862,0.3361,0.2499,0.2417,4.08
Idaho,0,Top 25,4068.72,4668.58,3638.07,3837.69,94.5754,95.7277,94.1504,95.4271,5.49
Idaho,1,Canada,978.54,939.38,845.47,926,22.7458,19.2617,21.8801,23.0257,9.52
Idaho,2,Taiwan,528.56,637.27,573.59,675.15,12.2861,13.0671,14.8441,16.7881,17.71
Idaho,3,China,560.7,620.52,353.26,417.26,13.0331,12.7236,9.1421,10.3755,18.12
Idaho,4,Singapore,421.46,902.53,459.01,345.04,9.7966,18.5061,11.8788,8.5797,-24.83
Idaho,5,Mexico,264.09,235.89,231.48,230.11,6.1387,4.8368,5.9906,5.7217,-0.59
Idaho,6,Japan,289.91,196.92,182.97,215.16,6.7388,4.0377,4.7352,5.3502,17.59
Idaho,7,United Kingdom,121.28,114.77,141.86,188.82,2.819,2.3533,3.6712,4.695,33.1
Idaho,8,Malaysia,122.95,344.85,120.11,111.04,2.8579,7.0711,3.1083,2.7612,-7.55
Idaho,9,Hong Kong,85.95,82.72,111.36,109.06,1.998,1.6962,2.8819,2.7118,-2.07
Idaho,10,"Korea, South",220.15,154.7,170.69,107.62,5.1172,3.1721,4.4172,2.6762,-36.95
Idaho,11,Netherlands,71.79,71.38,75.27,93.74,1.6688,1.4637,1.948,2.331,24.53
Idaho,12,Australia,64.3,55.71,64.42,72.28,1.4947,1.1423,1.6672,1.7974,12.21
Idaho,13,Philippines,65.17,57.58,60.55,68.23,1.5148,1.1806,1.567,1.6966,12.68
Idaho,14,Germany,42.85,26.65,25.95,57.87,0.9961,0.5465,0.6716,1.4389,122.98
Idaho,15,France,45.41,34.89,25.45,33.4,1.0556,0.7154,0.6587,0.8305,31.23
Idaho,16,Brazil,61.2,65.23,49.19,32.2,1.4226,1.3375,1.273,0.8006,-34.55
Idaho,17,Spain,21.82,26.47,30.22,29.99,0.5073,0.5427,0.7821,0.7456,-0.77
Idaho,18,New Zealand,11.81,11.6,10.87,21.7,0.2746,0.2378,0.2813,0.5395,99.59
Idaho,19,Chile,20.09,17.6,19.25,19.84,0.4669,0.361,0.4983,0.4934,3.06
Idaho,20,Thailand,24.7,19.63,15.22,18.13,0.5741,0.4024,0.3938,0.4509,19.19
Idaho,21,Italy,8.38,12.29,14.19,15,0.1948,0.252,0.3673,0.373,5.69
Idaho,22,Ireland,7.98,7.52,5.25,14.1,0.1856,0.1542,0.1358,0.3506,168.61
Idaho,23,Denmark,9.84,11.82,10.93,12.35,0.2288,0.2424,0.2829,0.3072,13.01
Idaho,24,Peru,12.47,9.29,16.01,12.09,0.2898,0.1905,0.4144,0.3007,-24.47
Idaho,25,Vietnam,7.3,11.35,25.49,11.51,0.1697,0.2328,0.6597,0.2861,-54.87
Illinois,0,World,63368.69,59680.98,65186.97,65415.15,4.2152,4.113,4.2157,3.931,0.35
Illinois,0,Top 25,55865.3,52681.59,58142.9,58559.8,88.1592,88.272,89.1941,89.5202,0.72
Illinois,1,Canada,17459.7,15922.5,17695,17635.77,27.5526,26.6794,27.145,26.9598,-0.33
Illinois,2,Mexico,9111,9488.86,9875.64,10188,14.3778,15.8993,15.1497,15.5744,3.16
Illinois,3,China,4851.26,5094.73,5271.09,3438.33,7.6556,8.5366,8.0861,5.2562,-34.77
Illinois,4,Germany,3129.08,2780.96,3439.06,3307.43,4.9379,4.6597,5.2757,5.0561,-3.83
Illinois,5,Australia,2640.97,2147.98,2613.72,3181.35,4.1676,3.5991,4.0096,4.8633,21.72
Illinois,6,Japan,2037.84,1973.2,2026.45,1980.34,3.2158,3.3062,3.1087,3.0273,-2.28
Illinois,7,United Kingdom,1746.34,1679.67,1739.57,1900.51,2.7558,2.8144,2.6686,2.9053,9.25
Illinois,8,Brazil,1731.68,1288.83,1598.75,1806.14,2.7327,2.1595,2.4526,2.761,12.97
Illinois,9,Netherlands,1919.28,1378.74,1711.24,1785.29,3.0288,2.3102,2.6251,2.7292,4.33
Illinois,10,Hong Kong,1158.6,1199.91,1416.24,1593.65,1.8284,2.0105,2.1726,2.4362,12.53
Illinois,11,Belgium,1610.39,1501.03,1665.15,1539.05,2.5413,2.5151,2.5544,2.3527,-7.57
Illinois,12,Singapore,1174.57,1023.71,1168.13,1237.39,1.8535,1.7153,1.792,1.8916,5.93
Illinois,13,"Korea, South",1100.41,1219.02,1120.42,1199.33,1.7365,2.0426,1.7188,1.8334,7.04
Illinois,14,France,797.03,838.89,836.01,978.3,1.2578,1.4056,1.2825,1.4955,17.02
Illinois,15,Taiwan,624.15,690.64,669.25,834.01,0.9849,1.1572,1.0267,1.2749,24.62
Illinois,16,Chile,693.37,502.4,712.15,821.53,1.0942,0.8418,1.0925,1.2559,15.36
Illinois,17,India,701.61,724.61,855.16,816.05,1.1072,1.2141,1.3119,1.2475,-4.57
Illinois,18,South Africa,672.62,430.57,577.98,708.02,1.0614,0.7214,0.8867,1.0824,22.5
Illinois,19,Indonesia,354.88,460.84,541.83,567.29,0.56,0.7722,0.8312,0.8672,4.7
Illinois,20,Russia,340.89,318.88,611.9,554.2,0.538,0.5343,0.9387,0.8472,-9.43
Illinois,21,Thailand,294.81,326.21,371.22,554.18,0.4652,0.5466,0.5695,0.8472,49.28
Illinois,22,Colombia,442.61,425.89,468.74,530.55,0.6985,0.7136,0.7191,0.811,13.19
Illinois,23,United Arab Emirates,634.54,622.47,503.52,500.55,1.0013,1.043,0.7724,0.7652,-0.59
Illinois,24,Malaysia,304.97,298.86,292.68,459.23,0.4813,0.5008,0.449,0.702,56.9
Illinois,25,Italy,332.71,342.18,362.01,443.32,0.525,0.5733,0.5553,0.6777,22.46
Indiana,0,World,33819.14,34650.96,37737.14,39338.64,2.2496,2.388,2.4405,2.364,4.24
Indiana,0,Top 25,31012.37,31967.25,34829.75,36450.26,91.7006,92.255,92.2957,92.6576,4.65
Indiana,1,Canada,10988.27,11511.94,13163.84,13337.75,32.4913,33.2226,34.883,33.905,1.32
Indiana,2,Mexico,4916.77,4889.01,5064.42,5416.44,14.5384,14.1093,13.4203,13.7688,6.95
Indiana,3,Japan,1697.23,1656.38,1693.08,2066.35,5.0186,4.7802,4.4865,5.2527,22.05
Indiana,4,China,1265.29,1752.96,2067.56,2002.28,3.7414,5.0589,5.4788,5.0899,-3.16
Indiana,5,Germany,1435.64,1781.01,1546.16,1532.13,4.245,5.1399,4.0972,3.8947,-0.91
Indiana,6,France,1478.16,1217.99,1557.44,1429.12,4.3708,3.515,4.1271,3.6329,-8.24
Indiana,7,Italy,1124.06,1191.98,1357.09,1380.59,3.3237,3.44,3.5962,3.5095,1.73
Indiana,8,United Kingdom,1237.57,1418.75,1158.36,1199.84,3.6594,4.0944,3.0696,3.05,3.58
Indiana,9,Netherlands,958.41,923.85,1045.29,1008.78,2.8339,2.6662,2.7699,2.5643,-3.49
Indiana,10,Australia,512.41,767.46,951.27,988.75,1.5152,2.2148,2.5208,2.5134,3.94
Indiana,11,Belgium,728.67,573.82,584.15,986.53,2.1546,1.656,1.5479,2.5078,68.88
Indiana,12,Brazil,574.4,454.21,624.95,801.64,1.6984,1.3108,1.6561,2.0378,28.27
Indiana,13,"Korea, South",693.14,566.47,518.91,696.85,2.0496,1.6348,1.3751,1.7714,34.29
Indiana,14,Ireland,915.82,444.49,970.65,634.23,2.708,1.2828,2.5721,1.6122,-34.66
Indiana,15,Afghanistan,67.9,326.23,326.8,474.92,0.2008,0.9415,0.866,1.2073,45.32
Indiana,16,India,283.37,267.42,302.23,399.27,0.8379,0.7718,0.8009,1.0149,32.11
Indiana,17,Spain,526.26,464.77,363.24,378.29,1.5561,1.3413,0.9626,0.9616,4.14
Indiana,18,Singapore,214.2,244.11,278.2,337.72,0.6334,0.7045,0.7372,0.8585,21.4
Indiana,19,Hong Kong,233.03,225.35,194.88,242.76,0.6891,0.6503,0.5164,0.6171,24.57
Indiana,20,United Arab Emirates,182.53,257.23,227.17,219.85,0.5397,0.7423,0.602,0.5589,-3.22
Indiana,21,Argentina,159.89,197.68,194.04,209.1,0.4728,0.5705,0.5142,0.5316,7.77
Indiana,22,Colombia,212.74,172.51,163.49,193.39,0.6291,0.4978,0.4332,0.4916,18.28
Indiana,23,Taiwan,172.55,181.02,195.07,176.37,0.5102,0.5224,0.5169,0.4483,-9.59
Indiana,24,Saudi Arabia,306.84,345.31,160.25,170.22,0.9073,0.9965,0.4247,0.4327,6.22
Indiana,25,Chile,127.21,135.31,121.21,167.06,0.3761,0.3905,0.3212,0.4247,37.83
Iowa,0,World,13238.36,12122.36,13399,14323.74,0.8806,0.8354,0.8665,0.8608,6.9
Iowa,0,Top 25,11853.84,10757.38,11842.76,12843.48,89.5416,88.74,88.3854,89.6657,8.45
Iowa,1,Canada,3873.38,3369.67,4079.84,4238.2,29.2587,27.7971,30.4489,29.5887,3.88
Iowa,2,Mexico,2096.58,2273.56,2263.11,2336.38,15.8372,18.7551,16.8901,16.3112,3.24
Iowa,3,Japan,1130.7,1102.59,1007.69,964.46,8.5411,9.0955,7.5206,6.7333,-4.29
Iowa,4,China,1204.07,499.48,587.48,625.6,9.0953,4.1204,4.3845,4.3676,6.49
Iowa,5,Germany,493.65,431.75,470.81,456.19,3.7289,3.5616,3.5137,3.1848,-3.11
Iowa,6,Australia,338.63,294.45,379.76,412.16,2.558,2.429,2.8342,2.8775,8.53
Iowa,7,Brazil,257.31,252.03,271.37,411.87,1.9437,2.0791,2.0253,2.8755,51.78
Iowa,8,"Korea, South",347.51,267.94,298.27,388.57,2.625,2.2103,2.226,2.7127,30.27
Iowa,9,Egypt,42.31,93.57,47.31,381.51,0.3196,0.7719,0.3531,2.6635,706.44
Iowa,10,United Kingdom,288.56,237.68,330.65,335.38,2.1797,1.9607,2.4677,2.3414,1.43
Iowa,11,France,330,275.81,320.19,313.97,2.4927,2.2752,2.3897,2.192,-1.94
Iowa,12,Hong Kong,196.22,225.65,270.12,236.01,1.4822,1.8615,2.016,1.6477,-12.63
Iowa,13,Taiwan,135.4,154.93,170.78,207.93,1.0228,1.278,1.2746,1.4516,21.75
Iowa,14,Netherlands,202.69,168.37,148.24,186.31,1.5311,1.3889,1.1063,1.3007,25.68
Iowa,15,Spain,90.49,94.15,127.23,181.14,0.6835,0.7767,0.9496,1.2646,42.37
Iowa,16,Ireland,120.37,189.87,189.62,164.79,0.9092,1.5662,1.4152,1.1505,-13.09
Iowa,17,Colombia,147.96,146.83,80.84,160.15,1.1177,1.2112,0.6034,1.1181,98.1
Iowa,18,Russia,38.93,95.54,115.95,128.25,0.294,0.7881,0.8653,0.8954,10.61
Iowa,19,Belgium,56.46,67.13,95.63,123.72,0.4265,0.5537,0.7137,0.8638,29.37
Iowa,20,Turkey,52.94,100,147.34,107.93,0.3999,0.8249,1.0996,0.7535,-26.75
Iowa,21,India,74.75,80.68,87.5,107.86,0.5646,0.6656,0.6531,0.753,23.26
Iowa,22,New Zealand,64.45,58.21,62.1,97.47,0.4869,0.4802,0.4635,0.6805,56.95
Iowa,23,Italy,102.42,98.88,97.74,96.17,0.7737,0.8157,0.7294,0.6714,-1.6
Iowa,24,Singapore,106.05,111.87,119.39,93.77,0.8011,0.9228,0.891,0.6547,-21.45
Iowa,25,Argentina,62.02,66.75,73.81,87.69,0.4685,0.5506,0.5508,0.6122,18.81
Kansas,0,World,10689.48,10154.44,11243.47,11603.59,0.7111,0.6998,0.7271,0.6973,3.2
Kansas,0,Top 25,9191.24,8597.97,9595.5,9811.93,85.9839,84.672,85.3429,84.5595,2.26
Kansas,1,Mexico,1797.77,1864.92,1882.15,2118.54,16.8181,18.3655,16.7399,18.2576,12.56
Kansas,2,Canada,2368.15,1786.89,2511.82,1921.63,22.154,17.5971,22.3403,16.5606,-23.5
Kansas,3,Japan,709.96,805.77,980.32,1008.08,6.6417,7.9351,8.7191,8.6876,2.83
Kansas,4,China,986.26,745.03,705.77,657.14,9.2264,7.337,6.2772,5.6632,-6.89
Kansas,5,United Kingdom,433.46,431.28,418.76,528.29,4.055,4.2472,3.7245,4.5528,26.15
Kansas,6,Germany,308.22,367.78,430.27,480.7,2.8834,3.6218,3.8268,4.1427,11.72
Kansas,7,"Korea, South",213.28,222.15,281.85,413.02,1.9952,2.1877,2.5068,3.5594,46.54
Kansas,8,Singapore,192.45,236.03,256.34,336.46,1.8004,2.3244,2.2799,2.8996,31.25
Kansas,9,France,248.67,293.54,269.67,298.02,2.3263,2.8907,2.3984,2.5683,10.51
Kansas,10,Australia,203.16,252.31,195.14,239.68,1.9006,2.4848,1.7356,2.0655,22.82
Kansas,11,Taiwan,164.7,167.58,196.24,230.25,1.5407,1.6503,1.7453,1.9843,17.33
Kansas,12,Brazil,245.05,344.17,207.2,187.42,2.2924,3.3893,1.8429,1.6152,-9.55
Kansas,13,Hong Kong,176.89,144.64,161.37,179.39,1.6548,1.4244,1.4352,1.546,11.17
Kansas,14,Guatemala,9.23,37.65,46.36,148.32,0.0864,0.3707,0.4124,1.2782,219.91
Kansas,15,Spain,41.93,53.59,81.41,126.1,0.3923,0.5277,0.724,1.0867,54.9
Kansas,16,Netherlands,129.39,101.64,90.05,120.79,1.2105,1.001,0.8009,1.041,34.13
Kansas,17,Italy,122.06,90.52,89,115.03,1.1419,0.8915,0.7915,0.9913,29.25
Kansas,18,Vietnam,84.73,75.53,67.01,114.69,0.7926,0.7438,0.596,0.9884,71.14
Kansas,19,Belgium,88.6,92,103.63,93.64,0.8288,0.906,0.9217,0.807,-9.64
Kansas,20,Philippines,112.23,56.23,84.94,87.08,1.0499,0.5537,0.7555,0.7504,2.52
Kansas,21,Malaysia,45.65,53.87,51.07,86.09,0.427,0.5306,0.4543,0.7419,68.56
Kansas,22,Nigeria,304.63,160.16,218.28,83.79,2.8498,1.5772,1.9414,0.7221,-61.61
Kansas,23,Thailand,65.81,72.36,90.21,83.26,0.6157,0.7126,0.8023,0.7176,-7.7
Kansas,24,Switzerland,88.45,80.73,97.67,78.86,0.8275,0.795,0.8687,0.6796,-19.26
Kansas,25,Indonesia,50.52,61.62,78.96,75.69,0.4726,0.6068,0.7023,0.6523,-4.14
Kentucky,0,World,27636.6,29201.01,30857.27,31757.17,1.8384,2.0124,1.9956,1.9084,2.92
Kentucky,0,Top 25,25831.22,27716.32,29439.58,30231.37,93.4674,94.9156,95.4056,95.1954,2.69
Kentucky,1,Canada,7259.5,7476.95,7709.77,7751.97,26.2677,25.6051,24.9852,24.4101,0.55
Kentucky,2,France,1773.76,2832.83,2937.47,3315.32,6.4182,9.7011,9.5196,10.4396,12.86
Kentucky,3,United Kingdom,2557.66,2837.75,3186.31,2959.76,9.2546,9.718,10.326,9.32,-7.11
Kentucky,4,Brazil,1738.99,2044.75,2436.52,2487.5,6.2923,7.0023,7.8961,7.8329,2.09
Kentucky,5,Mexico,2303.76,2226.95,2123.22,2272.66,8.3359,7.6263,6.8808,7.1564,7.04
Kentucky,6,China,1921.71,1760.38,2815.16,2181.19,6.9535,6.0285,9.1232,6.8683,-22.52
Kentucky,7,Netherlands,942.41,971.48,1055.71,1310.77,3.41,3.3269,3.4213,4.1275,24.16
Kentucky,8,Germany,945.31,999.16,1068.49,1163.72,3.4205,3.4217,3.4627,3.6644,8.91
Kentucky,9,Japan,1163.71,1066.67,1068.34,1079.59,4.2108,3.6528,3.4622,3.3995,1.05
Kentucky,10,Singapore,869.2,772.27,854.8,866.42,3.1451,2.6447,2.7702,2.7283,1.36
Kentucky,11,Austria,576.6,568.37,428.97,791.83,2.0864,1.9464,1.3902,2.4934,84.59
Kentucky,12,Malaysia,296.19,390.44,511.93,595.39,1.0717,1.3371,1.659,1.8748,16.3
Kentucky,13,"Korea, South",417.52,538.55,559.98,517.8,1.5107,1.8443,1.8147,1.6305,-7.53
Kentucky,14,Hong Kong,683.9,852.65,533.91,480.73,2.4746,2.9199,1.7303,1.5138,-9.96
Kentucky,15,Australia,368.36,342.57,367.63,350.16,1.3329,1.1731,1.1914,1.1026,-4.75
Kentucky,16,Italy,209.3,211.51,278.89,344.48,0.7573,0.7243,0.9038,1.0847,23.52
Kentucky,17,Belgium,483.86,446.48,384.12,316.68,1.7508,1.529,1.2448,0.9972,-17.56
Kentucky,18,Sweden,59.19,76.36,108.22,288.04,0.2142,0.2615,0.3507,0.907,166.16
Kentucky,19,United Arab Emirates,214.35,168.24,172.81,242.99,0.7756,0.5762,0.56,0.7651,40.61
Kentucky,20,Spain,144.56,174.25,179.75,193.63,0.5231,0.5967,0.5825,0.6097,7.72
Kentucky,21,Taiwan,147.17,174.48,166.3,177.56,0.5325,0.5975,0.5389,0.5591,6.77
Kentucky,22,India,159.38,165.04,127.74,158.25,0.5767,0.5652,0.414,0.4983,23.88
Kentucky,23,Ireland,90.41,103.1,111.33,140.78,0.3271,0.3531,0.3608,0.4433,26.45
Kentucky,24,Saudi Arabia,433.86,426.69,167.79,135.23,1.5699,1.4612,0.5437,0.4258,-19.4
Kentucky,25,Israel,70.58,88.39,84.4,108.94,0.2554,0.3027,0.2735,0.343,29.08
Louisiana,0,World,48678.64,48334.63,57005.31,66236.86,3.2381,3.3311,3.6866,3.9804,16.19
Louisiana,0,Top 25,37803.8,37456.51,44505.23,52412.53,77.6599,77.4942,78.0721,79.1289,17.77
Louisiana,1,Mexico,5882.22,5414.48,7270.21,8848.66,12.0838,11.2021,12.7536,13.3591,21.71
Louisiana,2,"Korea, South",780.92,1008.02,1878.54,3841.66,1.6042,2.0855,3.2954,5.7999,104.5
Louisiana,3,Netherlands,2191.44,2311.4,2506.92,3609.93,4.5019,4.7821,4.3977,5.45,44
Louisiana,4,Brazil,1462.34,1739.92,2773.45,3592.84,3.0041,3.5997,4.8653,5.4242,29.54
Louisiana,5,Canada,2871.19,2708.46,2688.4,3547.34,5.8983,5.6036,4.716,5.3555,31.95
Louisiana,6,China,6549.6,7948.33,7761.28,3053.6,13.4548,16.4444,13.615,4.6101,-60.66
Louisiana,7,India,507.75,683.53,881.79,2671.46,1.0431,1.4142,1.5469,4.0332,202.96
Louisiana,8,Colombia,2064.06,1965.94,2224.63,2647.39,4.2402,4.0674,3.9025,3.9968,19
Louisiana,9,Japan,2371.94,2001.3,2683.2,2449.08,4.8727,4.1405,4.7069,3.6975,-8.73
Louisiana,10,United Kingdom,1323.06,904.91,1014.64,1687.06,2.718,1.8722,1.7799,2.547,66.27
Louisiana,11,Singapore,964.61,937.4,1388.05,1648.48,1.9816,1.9394,2.435,2.4888,18.76
Louisiana,12,Egypt,714.47,637.54,841.24,1485.45,1.4677,1.319,1.4757,2.2426,76.58
Louisiana,13,Belgium,1339.05,1118.22,1234.89,1351.36,2.7508,2.3135,2.1663,2.0402,9.43
Louisiana,14,Chile,914.16,947.14,1307.11,1332.7,1.8779,1.9596,2.293,2.012,1.96
Louisiana,15,Spain,859.67,655.52,737.28,1329.3,1.766,1.3562,1.2934,2.0069,80.3
Louisiana,16,France,1469.32,1016.54,975.68,1206.23,3.0184,2.1031,1.7116,1.8211,23.63
Louisiana,17,Peru,649.96,1042.2,1149.92,1180.32,1.3352,2.1562,2.0172,1.782,2.64
Louisiana,18,Argentina,957.92,675.62,761.04,1126.04,1.9679,1.3978,1.335,1.7,47.96
Louisiana,19,Venezuela,739.39,841.18,661.93,949.24,1.5189,1.7403,1.1612,1.4331,43.4
Louisiana,20,Dominican Republic,746.7,667.21,635.76,919.17,1.5339,1.3804,1.1153,1.3877,44.58
Louisiana,21,Guatemala,730.09,615.3,878.85,898.01,1.4998,1.273,1.5417,1.3558,2.18
Louisiana,22,Bahamas,252.47,225.79,612.1,842.38,0.5186,0.4671,1.0738,1.2718,37.62
Louisiana,23,Honduras,495.5,428.75,513.63,816.81,1.0179,0.887,0.901,1.2332,59.03
Louisiana,24,Jamaica,397.95,308.59,515.8,715.48,0.8175,0.6384,0.9048,1.0802,38.71
Louisiana,25,Saudi Arabia,568.02,653.21,608.89,662.53,1.1669,1.3514,1.0681,1.0003,8.81
Massachusetts,0,World,25289.29,25893.68,27565.8,27139.83,1.6822,1.7845,1.7827,1.6309,-1.55
Massachusetts,0,Top 25,22875.72,23356.05,24891.65,24509.21,90.4561,90.1998,90.299,90.3071,-1.54
Massachusetts,1,Canada,3165.51,3105.14,3012.26,2964.18,12.5172,11.9919,10.9275,10.9219,-1.6
Massachusetts,2,China,2054.89,2167.45,2303.55,2640.22,8.1255,8.3706,8.3566,9.7282,14.62
Massachusetts,3,Mexico,2622.24,2471.48,2562.04,2510.61,10.369,9.5447,9.2943,9.2506,-2.01
Massachusetts,4,Germany,1910.73,1634.48,1820.25,1951.73,7.5555,6.3123,6.6033,7.1914,7.22
Massachusetts,5,Japan,1475.68,1399.74,1279.26,1486.94,5.8352,5.4057,4.6407,5.4788,16.23
Massachusetts,6,Netherlands,1399.44,1370.21,1255.19,1349.12,5.5337,5.2917,4.5534,4.971,7.48
Massachusetts,7,Hong Kong,928.45,899.34,1320.51,1305.99,3.6713,3.4732,4.7904,4.8121,-1.1
