statename,rank,countryd,val2015,val2016,val2017,val2018,share15,share16,share17,share18,change
Massachusetts,8,"Korea, South",1005.14,978.49,1218.71,1240.17,3.9746,3.7789,4.4211,4.5696,1.76
Massachusetts,9,Switzerland,1024.85,1768.53,1118.82,1212.37,4.0525,6.83,4.0587,4.4671,8.36
Massachusetts,10,United Kingdom,1178.83,1585.26,2115.82,1101.77,4.6614,6.1222,7.6755,4.0596,-47.93
Massachusetts,11,Ireland,842.97,948.64,913.79,819.58,3.3333,3.6636,3.3149,3.0199,-10.31
Massachusetts,12,Singapore,564.43,610.8,681.2,748.96,2.2319,2.3589,2.4712,2.7596,9.95
Massachusetts,13,France,575.11,635.53,686.17,707.79,2.2741,2.4544,2.4892,2.6079,3.15
Massachusetts,14,Taiwan,686.83,656.72,619.82,670.27,2.7159,2.5362,2.2485,2.4697,8.14
Massachusetts,15,Italy,454.67,407.31,579.58,548.78,1.7979,1.573,2.1025,2.0221,-5.31
Massachusetts,16,United Arab Emirates,149.99,161.84,285.07,493.06,0.5931,0.625,1.0342,1.8167,72.96
Massachusetts,17,Australia,348.38,335.78,328.2,425.98,1.3776,1.2968,1.1906,1.5696,29.79
Massachusetts,18,Saudi Arabia,264.57,212.95,714.96,405.89,1.0462,0.8224,2.5936,1.4955,-43.23
Massachusetts,19,Belgium,602,511.18,606.59,396.02,2.3805,1.9742,2.2005,1.4592,-34.71
Massachusetts,20,Philippines,216.04,277.98,275.02,288.15,0.8543,1.0735,0.9977,1.0617,4.77
Massachusetts,21,India,288.51,306.38,326.4,281.23,1.1408,1.1832,1.1841,1.0362,-13.84
Massachusetts,22,Malaysia,249.71,257.2,252.53,274.53,0.9874,0.9933,0.9161,1.0115,8.71
Massachusetts,23,Turkey,187.52,204.22,229.71,255.63,0.7415,0.7887,0.8333,0.9419,11.29
Massachusetts,24,Brazil,285.71,230.86,245.87,235.5,1.1298,0.8916,0.8919,0.8677,-4.22
Massachusetts,25,Sweden,393.48,218.56,140.32,194.74,1.5559,0.8441,0.509,0.7175,38.78
Maryland,0,World,10052.1,9652.84,9317.49,12075.75,0.6687,0.6652,0.6026,0.7257,29.6
Maryland,0,Top 25,7879.1,7815.04,7565.02,10190.56,78.3826,80.961,81.1917,84.3886,34.71
Maryland,1,Canada,1547.26,1457.88,1506.32,1640.8,15.3924,15.1031,16.1666,13.5876,8.93
Maryland,2,Japan,398.54,352.28,372.68,1121.46,3.9647,3.6495,3.9998,9.2869,200.92
Maryland,3,France,227.23,324.84,427.84,1118.05,2.2605,3.3652,4.5918,9.2587,161.33
Maryland,4,Saudi Arabia,787.86,557.11,304.54,606.7,7.8377,5.7714,3.2685,5.0241,99.22
Maryland,5,Germany,377.96,416.14,619.37,590.75,3.7601,4.3111,6.6473,4.892,-4.62
Maryland,6,Netherlands,436.41,465.25,435.72,587.15,4.3414,4.8198,4.6764,4.8623,34.75
Maryland,7,China,487.5,485.06,599.72,577.59,4.8498,5.0251,6.4365,4.7831,-3.69
Maryland,8,United Kingdom,566.87,529.42,461.8,504.35,5.6393,5.4846,4.9563,4.1765,9.21
Maryland,9,Mexico,445.14,423.8,376.63,416.69,4.4284,4.3904,4.0422,3.4506,10.64
Maryland,10,Belgium,340.66,410.68,432.95,409.3,3.389,4.2545,4.6466,3.3894,-5.46
Maryland,11,India,234.59,230.25,226.5,398.24,2.3337,2.3853,2.431,3.2979,75.82
Maryland,12,Singapore,155.91,170.82,219,215.71,1.551,1.7697,2.3505,1.7863,-1.5
Maryland,13,Italy,136.44,115.05,72.48,213.47,1.3573,1.1919,0.7779,1.7678,194.52
Maryland,14,"Korea, South",201.16,233.68,199.06,198.88,2.0012,2.4208,2.1364,1.6469,-0.09
Maryland,15,Egypt,380.4,147.62,243.37,187.86,3.7843,1.5293,2.612,1.5557,-22.81
Maryland,16,Morocco,10.24,11.23,64.35,181.94,0.1019,0.1164,0.6906,1.5067,182.74
Maryland,17,Chile,116.92,127.51,112.96,159.14,1.1631,1.321,1.2123,1.3178,40.88
Maryland,18,Brazil,190.58,144.81,181.08,156.08,1.8959,1.5002,1.9435,1.2925,-13.81
Maryland,19,Argentina,77.76,49.03,122.23,148.38,0.7735,0.5079,1.3119,1.2288,21.4
Maryland,20,Taiwan,118.12,114.36,99.8,144.04,1.1751,1.1847,1.0711,1.1928,44.32
Maryland,21,Turkey,62.26,81.97,66.19,141.28,0.6193,0.8491,0.7104,1.17,113.44
Maryland,22,Australia,255.94,619.12,121.42,131.04,2.5461,6.4139,1.3032,1.0851,7.92
Maryland,23,Israel,145.14,221.18,142.93,118.24,1.4439,2.2914,1.534,0.9792,-17.27
Maryland,24,Hong Kong,113.59,85.25,98.14,115.98,1.13,0.8832,1.0533,0.9604,18.18
Maryland,25,Nigeria,64.64,40.7,57.92,107.44,0.643,0.4217,0.6217,0.8897,85.49
Maine,0,World,2761.77,2863.23,2711.93,2825.34,0.1837,0.1973,0.1754,0.1698,4.18
Maine,0,Top 25,2512.5,2657.57,2525.56,2628.16,90.9744,92.8173,93.1279,93.0212,4.06
Maine,1,Canada,1304.5,1365.5,1301.62,1414.17,47.2341,47.6911,47.9961,50.0531,8.65
Maine,2,China,212.08,206.54,238.33,204.28,7.6791,7.2134,8.7884,7.2304,-14.29
Maine,3,Malaysia,207.68,160.79,156.12,121.88,7.5197,5.6158,5.7568,4.314,-21.93
Maine,4,Italy,68.95,38.71,58.12,87.48,2.4967,1.3518,2.1431,3.0963,50.52
Maine,5,Japan,81.86,93.43,82.28,87.2,2.9639,3.2632,3.0339,3.0862,5.98
Maine,6,"Korea, South",79,73.71,59.03,66.41,2.8605,2.5742,2.1767,2.3504,12.5
Maine,7,Germany,103.61,216.48,149.81,66.02,3.7515,7.5608,5.5242,2.3367,-55.93
Maine,8,Singapore,32.63,25.94,29.37,60.28,1.1815,0.9058,1.0831,2.1335,105.23
Maine,9,Netherlands,51.8,50.52,53.52,59.54,1.8756,1.7643,1.9737,2.1072,11.23
Maine,10,Mexico,59.56,46.12,47.46,52.84,2.1567,1.6109,1.7501,1.8703,11.34
Maine,11,Hong Kong,29.27,36.15,37.48,51.94,1.0597,1.2626,1.3821,1.8384,38.58
Maine,12,Taiwan,47.19,61.54,36.22,49.71,1.7086,2.1493,1.3356,1.7594,37.24
Maine,13,United Kingdom,54.86,56.92,47.5,49.52,1.9864,1.9878,1.7515,1.7528,4.26
Maine,14,Philippines,23.42,29.21,59.65,44.02,0.848,1.0202,2.1997,1.558,-26.21
Maine,15,Belgium,46.76,60.16,27.41,30.7,1.6933,2.1012,1.0106,1.0867,12.03
Maine,16,Turkey,15.57,25.89,21.71,24.74,0.5636,0.9041,0.8006,0.8756,13.95
Maine,17,Australia,29.87,40.94,40.13,22.88,1.0814,1.4298,1.4799,0.8098,-42.99
Maine,18,Thailand,8.94,10.76,14.77,19.98,0.3237,0.3757,0.5448,0.7073,35.27
Maine,19,Brazil,18.29,20.77,16.98,19.46,0.6621,0.7253,0.6262,0.6889,14.61
Maine,20,Russia,1.19,0.32,0.38,18.35,0.0432,0.0112,0.0142,0.6494,4671.62
Maine,21,New Zealand,7.69,13.84,13.67,17.92,0.2786,0.4834,0.5041,0.6344,31.12
Maine,22,Macau,5.22,7.06,12.75,16.83,0.1891,0.2467,0.4702,0.5957,32
Maine,23,South Africa,5.05,2.65,3.79,14.58,0.183,0.0924,0.1397,0.5159,284.65
Maine,24,Spain,5.41,4.88,8.31,13.88,0.1959,0.1706,0.3065,0.4911,66.96
Maine,25,Israel,12.11,8.75,9.12,13.54,0.4385,0.3058,0.3363,0.4793,48.46
Michigan,0,World,53944.93,54752.2,59870.4,57940.09,3.5884,3.7734,3.8719,3.4818,-3.22
Michigan,0,Top 25,51116.54,51810.46,56860.12,54526.91,94.7569,94.6272,94.972,94.1091,-4.1
Michigan,1,Canada,23515.55,23711.19,24895.45,23794.25,43.5918,43.3064,41.5822,41.067,-4.42
Michigan,2,Mexico,11791.92,12044.65,12507.42,12298.22,21.8592,21.9985,20.8908,21.2257,-1.67
Michigan,3,China,3201.97,3268.74,3675.19,3563.26,5.9356,5.9701,6.1386,6.1499,-3.05
Michigan,4,Germany,1919.14,1998.81,1985.56,1969.41,3.5576,3.6507,3.3164,3.399,-0.81
Michigan,5,Japan,1218.14,1502.69,1579.15,1433.15,2.2581,2.7445,2.6376,2.4735,-9.25
Michigan,6,"Korea, South",1066.08,975.61,1276.1,1387.4,1.9762,1.7819,2.1314,2.3945,8.72
Michigan,7,Italy,1056.1,906.44,1155.32,1257.97,1.9577,1.6555,1.9297,2.1712,8.89
Michigan,8,Brazil,819.3,1014.94,2257.03,1040.94,1.5188,1.8537,3.7699,1.7966,-53.88
Michigan,9,United Kingdom,778.17,877.86,944.99,908.1,1.4425,1.6033,1.5784,1.5673,-3.9
Michigan,10,Belgium,686.96,725.17,743.99,758.38,1.2734,1.3245,1.2427,1.3089,1.93
Michigan,11,Australia,888.58,577.59,848.65,613.78,1.6472,1.0549,1.4175,1.0593,-27.68
Michigan,12,India,318.87,308.83,479.53,537.3,0.5911,0.5641,0.8009,0.9273,12.05
Michigan,13,France,455.75,533.89,517.53,515.76,0.8448,0.9751,0.8644,0.8902,-0.34
Michigan,14,Thailand,389.46,473.77,495.8,515.25,0.722,0.8653,0.8281,0.8893,3.92
Michigan,15,Spain,329.59,305.14,306.77,492.18,0.611,0.5573,0.5124,0.8495,60.44
Michigan,16,Saudi Arabia,380.31,304.97,323.71,456.3,0.705,0.557,0.5407,0.7875,40.96
Michigan,17,United Arab Emirates,458.71,402.78,480.23,447.45,0.8503,0.7356,0.8021,0.7723,-6.82
Michigan,18,Chile,247.37,189.53,314.5,435.78,0.4586,0.3462,0.5253,0.7521,38.56
Michigan,19,Hong Kong,200.17,264.42,386.02,400.3,0.3711,0.4829,0.6448,0.6909,3.7
Michigan,20,Netherlands,335.05,335.8,363.94,361.59,0.6211,0.6133,0.6079,0.6241,-0.65
Michigan,21,Taiwan,249.06,298.59,330.83,316.24,0.4617,0.5454,0.5526,0.5458,-4.41
Michigan,22,Switzerland,201.02,219.71,244.91,274.27,0.3726,0.4013,0.4091,0.4734,11.99
Michigan,23,Turkey,175.69,179.59,227.95,259.52,0.3257,0.328,0.3807,0.4479,13.85
Michigan,24,South Africa,250.99,225.99,258.59,253.26,0.4653,0.4128,0.4319,0.4371,-2.06
Michigan,25,Singapore,182.6,163.76,260.95,236.86,0.3385,0.2991,0.4359,0.4088,-9.23
Minnesota,0,World,20013.27,19200.34,20691.9,22684.57,1.3313,1.3232,1.3382,1.3632,9.63
Minnesota,0,Top 25,17765.82,17164.67,18432.87,20360.46,88.7702,89.3978,89.0826,89.7547,10.46
Minnesota,1,Canada,4454.38,4059.77,4304.22,4801.82,22.2571,21.1443,20.8015,21.1678,11.56
Minnesota,2,Mexico,2382.22,2338.77,2434,2361.76,11.9032,12.1809,11.7631,10.4113,-2.97
Minnesota,3,China,1806.43,1829.45,1987.48,2259.88,9.0262,9.5282,9.6051,9.9622,13.71
Minnesota,4,Japan,1114.96,1033.45,1357.29,1517.73,5.5711,5.3825,6.5595,6.6906,11.82
Minnesota,5,Germany,835.22,763,886.43,1072.94,4.1733,3.9739,4.2839,4.7298,21.04
Minnesota,6,"Korea, South",771,821.69,857.2,1042.52,3.8524,4.2796,4.1427,4.5957,21.62
Minnesota,7,Singapore,512.07,572.94,561.88,656.51,2.5587,2.984,2.7155,2.8941,16.84
Minnesota,8,United Kingdom,532.98,564.42,589.81,620.91,2.6631,2.9396,2.8505,2.7372,5.27
Minnesota,9,Belgium,825.69,732.83,660.58,603.32,4.1257,3.8167,3.1925,2.6596,-8.67
Minnesota,10,Hong Kong,398.11,377.84,426.8,528.36,1.9892,1.9679,2.0626,2.3292,23.8
Minnesota,11,Philippines,471.68,436.39,432.55,495.51,2.3568,2.2728,2.0904,2.1844,14.56
Minnesota,12,Ireland,390.47,398.38,397,471.57,1.951,2.0749,1.9186,2.0788,18.78
Minnesota,13,Netherlands,339.1,370.11,501.97,468.76,1.6944,1.9276,2.4259,2.0664,-6.62
Minnesota,14,Australia,455.67,380.68,426.58,461.84,2.2769,1.9827,2.0616,2.0359,8.27
Minnesota,15,France,336.86,332.41,352.84,434.19,1.6832,1.7313,1.7052,1.914,23.05
Minnesota,16,Taiwan,418.37,457.39,477.41,412.9,2.0905,2.3822,2.3073,1.8202,-13.51
Minnesota,17,Thailand,256.95,226.37,236.13,377.96,1.2839,1.179,1.1412,1.6662,60.07
Minnesota,18,India,213.71,194,211.23,295.77,1.0678,1.0104,1.0208,1.3038,40.03
Minnesota,19,Brazil,280.53,210.64,229.47,295.3,1.4017,1.097,1.109,1.3017,28.68
Minnesota,20,Italy,207.96,218.77,240.08,245.02,1.0391,1.1394,1.1603,1.0801,2.06
Minnesota,21,Indonesia,168.63,186.87,186.41,204.88,0.8426,0.9733,0.9009,0.9032,9.91
Minnesota,22,Malaysia,156.62,165.53,179.23,197.94,0.7826,0.8621,0.8662,0.8726,10.44
Minnesota,23,Switzerland,209.62,187.75,172.59,181.3,1.0474,0.9779,0.8341,0.7992,5.05
Minnesota,24,Costa Rica,112.66,186.33,172.15,178.97,0.5629,0.9704,0.832,0.789,3.97
Minnesota,25,Poland,113.95,118.9,151.53,172.8,0.5694,0.6192,0.7323,0.7618,14.04
Missouri,0,World,13646.63,13934.57,14206.2,14499.77,0.9078,0.9603,0.9187,0.8713,2.07
Missouri,0,Top 25,12322.27,12751.53,13086.95,13368.82,90.2953,91.5101,92.1214,92.2002,2.15
Missouri,1,Canada,4518.74,5234.1,5179.94,5545.79,33.1125,37.562,36.4626,38.2474,7.06
Missouri,2,Mexico,2490.26,2534.71,2564.51,2610.98,18.2482,18.1901,18.0521,18.007,1.81
Missouri,3,China,876.43,864.11,929.36,782.83,6.4223,6.2012,6.5419,5.3989,-15.77
Missouri,4,Japan,498.47,514.2,554.51,533.04,3.6527,3.6901,3.9033,3.6762,-3.87
Missouri,5,Belgium,479.54,491.53,576.41,494.93,3.514,3.5274,4.0575,3.4134,-14.14
Missouri,6,Germany,485.36,459.17,459.3,437.23,3.5567,3.2952,3.2331,3.0154,-4.8
Missouri,7,"Korea, South",441.36,326.26,267.57,335.86,3.2342,2.3414,1.8835,2.3163,25.52
Missouri,8,United Kingdom,363.89,301.88,334.69,322.79,2.6665,2.1664,2.356,2.2262,-3.56
Missouri,9,Australia,219.39,261.31,300.1,313.59,1.6076,1.8753,2.1124,2.1628,4.5
Missouri,10,France,141.74,207.42,280.15,245.25,1.0386,1.4885,1.972,1.6914,-12.46
Missouri,11,Brazil,294.81,176.72,221.05,232.6,2.1603,1.2682,1.556,1.6041,5.22
Missouri,12,Netherlands,137.31,120.68,142.51,196.43,1.0062,0.866,1.0032,1.3547,37.83
Missouri,13,Singapore,187.19,200.77,224.24,179.84,1.3717,1.4408,1.5785,1.2403,-19.8
Missouri,14,Italy,123.91,86.79,162.09,176.56,0.908,0.6228,1.141,1.2177,8.93
Missouri,15,India,122.43,128.14,124.84,129.22,0.8971,0.9196,0.8788,0.8912,3.51
Missouri,16,Saudi Arabia,156.64,112.63,198.5,103.44,1.1479,0.8083,1.3973,0.7134,-47.89
Missouri,17,Vietnam,62.85,85.19,81.96,100.77,0.4605,0.6114,0.577,0.695,22.94
Missouri,18,Chile,62.61,51.76,51.58,90.95,0.4588,0.3715,0.3631,0.6273,76.35
Missouri,19,Thailand,113.55,110.25,87.9,88.02,0.8321,0.7912,0.6188,0.607,0.13
Missouri,20,Ireland,203.14,84.55,71.51,85.26,1.4885,0.6067,0.5034,0.588,19.23
Missouri,21,Hong Kong,80.47,77.85,75.57,77.65,0.5897,0.5587,0.532,0.5355,2.75
Missouri,22,Switzerland,83.5,151.28,39.66,76.45,0.6118,1.0857,0.2791,0.5273,92.79
Missouri,23,Taiwan,90.51,77.53,71.16,75.7,0.6632,0.5564,0.5009,0.522,6.37
Missouri,24,Malaysia,44.7,35.76,40.11,74.23,0.3275,0.2566,0.2824,0.5119,85.06
Missouri,25,Indonesia,43.47,56.94,47.7,59.41,0.3186,0.4086,0.3358,0.4098,24.56
Mississippi,0,World,10848.57,10504.7,10994.56,11808.27,0.7216,0.724,0.711,0.7096,7.4
Mississippi,0,Top 25,9140.43,8813.4,9273.27,10109.17,84.2547,83.8995,84.3441,85.6109,9.01
Mississippi,1,Canada,2049.05,2198.81,2248.32,2220.98,18.8878,20.9317,20.4494,18.8087,-1.22
Mississippi,2,Mexico,1143.57,1033.16,961.62,1181.5,10.5412,9.8353,8.7463,10.0057,22.87
Mississippi,3,Panama,1112.07,839.6,985.33,1157.88,10.2509,7.9926,8.962,9.8057,17.51
Mississippi,4,China,519.52,564.95,787.12,637.55,4.7888,5.378,7.1592,5.3992,-19
Mississippi,5,Japan,314.86,265.86,230.62,525.79,2.9023,2.5308,2.0976,4.4528,127.99
Mississippi,6,Belgium,337.05,399.9,468.1,514.58,3.1068,3.8069,4.2576,4.3578,9.93
Mississippi,7,Netherlands,282.8,401.31,365.21,494.69,2.6068,3.8203,3.3218,4.1893,35.45
Mississippi,8,Honduras,377.68,418.74,393.19,475.12,3.4814,3.9862,3.5762,4.0236,20.84
Mississippi,9,Brazil,182.83,193.68,303.5,426.26,1.6853,1.8438,2.7605,3.6098,40.45
Mississippi,10,Guatemala,536.89,420.01,434.56,384.51,4.9489,3.9983,3.9525,3.2562,-11.52
Mississippi,11,Germany,282.95,350.93,213.37,206.34,2.6082,3.3407,1.9407,1.7474,-3.29
Mississippi,12,Gibraltar,334.16,308.07,350.88,190.81,3.0802,2.9327,3.1914,1.6159,-45.62
Mississippi,13,United Kingdom,167.45,170.94,170.09,179.13,1.5435,1.6273,1.547,1.517,5.32
Mississippi,14,Chile,107.04,222.02,136.57,150.56,0.9866,2.1135,1.2422,1.275,10.24
Mississippi,15,United Arab Emirates,232.67,59.32,51.93,138.86,2.1448,0.5647,0.4723,1.1759,167.42
Mississippi,16,Singapore,123.71,138.27,179.09,137.44,1.1403,1.3163,1.6289,1.1639,-23.26
Mississippi,17,"Korea, South",136.88,123.05,144.36,136.93,1.2618,1.1714,1.313,1.1596,-5.14
Mississippi,18,Peru,293.07,96.14,105.76,136.23,2.7015,0.9152,0.962,1.1537,28.81
Mississippi,19,Australia,133.85,123.01,103.49,135.89,1.2338,1.171,0.9413,1.1508,31.31
Mississippi,20,El Salvador,188.69,125.3,160.85,123.85,1.7393,1.1928,1.463,1.0489,-23
Mississippi,21,Indonesia,51.88,63.45,92.28,118.71,0.4782,0.604,0.8393,1.0053,28.64
Mississippi,22,Vietnam,59.28,61.24,101.89,118.21,0.5464,0.583,0.9268,1.0011,16.01
Mississippi,23,France,71.01,105.8,150.67,111.06,0.6546,1.0071,1.3704,0.9406,-26.29
Mississippi,24,Bangladesh,16.63,19.68,38.59,105.62,0.1533,0.1873,0.351,0.8945,173.71
Mississippi,25,India,84.84,110.15,95.87,100.65,0.782,1.0486,0.872,0.8524,4.99
Montana,0,World,1404.09,1360.04,1616.01,1653.54,0.0934,0.0937,0.1045,0.0994,2.32
Montana,0,Top 25,1292.72,1239.76,1487.08,1550.2,92.0678,91.156,92.0218,93.7504,4.24
Montana,1,Canada,523.05,634.89,685.41,680.33,37.2522,46.6814,42.4135,41.1441,-0.74
Montana,2,"Korea, South",171.64,100.39,261.12,292.09,12.2244,7.3812,16.158,17.6643,11.86
Montana,3,China,134.59,103.12,128.63,114.53,9.5858,7.5818,7.9598,6.9263,-10.96
Montana,4,Belgium,40.93,31.5,52.01,85.04,2.915,2.3162,3.2183,5.143,63.51
Montana,5,Japan,76.94,50.46,40.38,55.8,5.4798,3.7105,2.4986,3.3747,38.2
Montana,6,Taiwan,34.78,57.57,48.78,50.84,2.477,4.2329,3.0188,3.0746,4.21
Montana,7,Mexico,40.74,36.74,42.28,39.17,2.9015,2.7011,2.6165,2.3686,-7.37
Montana,8,United Kingdom,24.25,19.28,25.05,30.04,1.7273,1.4173,1.5502,1.8169,19.92
Montana,9,Germany,31.28,20.9,27.75,19.85,2.2278,1.5369,1.7173,1.2002,-28.48
Montana,10,Netherlands,28.84,16.64,17.63,17.52,2.0541,1.2236,1.0912,1.0594,-0.66
Montana,11,Peru,12.76,12.63,11.84,17.2,0.9084,0.929,0.7324,1.0399,45.29
Montana,12,Australia,7.86,10.01,6.71,15.74,0.5595,0.736,0.4155,0.9519,134.43
Montana,13,France,13.9,15.7,15.95,15.21,0.9903,1.1544,0.9873,0.9198,-4.67
Montana,14,Singapore,25.52,10.12,16.28,14.4,1.8173,0.7442,1.0073,0.8709,-11.54
Montana,15,Italy,17.84,13.18,15.76,13.14,1.2707,0.9688,0.9752,0.7945,-16.64
Montana,16,Malaysia,17.1,11.15,9.01,12.06,1.2178,0.8198,0.5572,0.7295,33.95
Montana,17,Philippines,14.05,4.15,3.6,11.06,1.0007,0.3049,0.223,0.6687,206.8
Montana,18,Sweden,7.81,9.24,9.72,10.74,0.5563,0.6792,0.6015,0.6495,10.48
Montana,19,Denmark,4.96,3.13,2.24,9.33,0.3533,0.2299,0.1384,0.5644,317.16
Montana,20,Colombia,7.6,10.59,29.69,9.04,0.5413,0.7783,1.8371,0.5469,-69.54
Montana,21,India,33.39,52.06,22.65,8.55,2.3781,3.8276,1.4013,0.5168,-62.26
Montana,22,Hong Kong,7.94,6.79,7.38,7.41,0.5656,0.4996,0.4565,0.448,0.41
Montana,23,Thailand,4.59,4.46,4.23,7.14,0.327,0.3277,0.2615,0.432,69.04
Montana,24,Saudi Arabia,9.76,4.06,1.28,7.1,0.6949,0.2983,0.079,0.4292,455.54
Montana,25,Ecuador,0.59,1.03,1.71,6.88,0.0418,0.0755,0.106,0.4163,301.66
North Carolina,0,World,30201.79,30180.14,32622.5,32729.77,2.009,2.0799,2.1098,1.9668,0.33
North Carolina,0,Top 25,26128.37,26075.37,28425.35,28617.31,86.5127,86.3991,87.1342,87.4351,0.68
North Carolina,1,Canada,6863.1,6407,6649.69,6627.74,22.7242,21.2292,20.3838,20.2499,-0.33
North Carolina,2,Mexico,3190.91,3021.28,3560.21,3779.23,10.5653,10.0108,10.9134,11.5468,6.15
North Carolina,3,China,2186.13,2189.01,2361.53,2339.43,7.2384,7.2531,7.239,7.1477,-0.94
North Carolina,4,France,1132.9,1184.15,1443.65,1913.7,3.7511,3.9236,4.4253,5.847,32.56
North Carolina,5,Japan,1482.35,1547.37,1572.54,1602.27,4.9082,5.1271,4.8204,4.8954,1.89
North Carolina,6,Saudi Arabia,1427.29,1610.96,1661.56,1404.12,4.7258,5.3378,5.0933,4.29,-15.49
North Carolina,7,Netherlands,724.91,758.91,930.07,1045.87,2.4002,2.5146,2.851,3.1955,12.45
North Carolina,8,Germany,1002.25,1008.07,1121.05,1018.02,3.3185,3.3402,3.4364,3.1104,-9.19
North Carolina,9,United Kingdom,1009.57,1455.63,1347.94,969.8,3.3427,4.8231,4.1319,2.9631,-28.05
North Carolina,10,Belgium,781.93,682.03,725.97,904.01,2.589,2.2599,2.2254,2.762,24.52
North Carolina,11,Honduras,861.24,840.64,801.67,810.05,2.8516,2.7854,2.4574,2.475,1.04
North Carolina,12,Ireland,379.76,454.42,1007.97,687.49,1.2574,1.5057,3.0898,2.1005,-31.8
North Carolina,13,"Korea, South",629.09,534.7,560.37,621.37,2.083,1.7717,1.7177,1.8985,10.89
North Carolina,14,Spain,328.24,364.03,557.45,619.82,1.0868,1.2062,1.7088,1.8937,11.19
North Carolina,15,Hong Kong,774.82,727.44,693.92,600.5,2.5655,2.4103,2.1271,1.8347,-13.46
North Carolina,16,India,403.69,454.88,406.67,492.84,1.3367,1.5072,1.2466,1.5058,21.19
North Carolina,17,Brazil,565.42,437.06,446.36,481.34,1.8721,1.4482,1.3683,1.4707,7.84
North Carolina,18,Singapore,425.55,371.36,384.87,471.58,1.409,1.2305,1.1798,1.4408,22.53
North Carolina,19,Australia,483.63,520.29,527.99,436.58,1.6013,1.724,1.6185,1.3339,-17.31
North Carolina,20,Italy,214.83,270.43,322.87,385.43,0.7113,0.896,0.9897,1.1776,19.38
North Carolina,21,Dominican Republic,336.28,318.37,364.12,347.29,1.1134,1.0549,1.1162,1.0611,-4.62
North Carolina,22,Taiwan,258.4,275.29,294.34,297.44,0.8556,0.9122,0.9022,0.9088,1.05
North Carolina,23,El Salvador,264.99,207.16,250.52,279.51,0.8774,0.6864,0.7679,0.854,11.57
North Carolina,24,Indonesia,230.39,239.08,232.83,243.48,0.7628,0.7922,0.7137,0.7439,4.57
North Carolina,25,Vietnam,170.69,195.83,199.19,238.4,0.5652,0.6489,0.6106,0.7284,19.68
North Dakota,0,World,4027.22,5291.55,5835.49,6778.34,0.2679,0.3647,0.3774,0.4073,16.16
North Dakota,0,Top 25,3785.47,5113.87,5670.29,6662.25,93.9971,96.6422,97.169,98.2873,17.49
North Dakota,1,Canada,2922.92,4359.52,4896.94,5821.77,72.5791,82.3864,83.9165,85.8879,18.89
North Dakota,2,Mexico,294.3,256.5,243.58,231.12,7.3077,4.8474,4.1741,3.4098,-5.11
North Dakota,3,Australia,133.35,121.87,120.59,147.12,3.3113,2.3031,2.0665,2.1704,22
North Dakota,4,Germany,43.14,43.35,45.63,59.55,1.0712,0.8193,0.782,0.8785,30.49
North Dakota,5,United Kingdom,18.67,19.43,19.62,36.28,0.4636,0.3673,0.3362,0.5352,84.93
North Dakota,6,Japan,40.98,29.41,33.66,36.2,1.0176,0.5558,0.5769,0.534,7.53
North Dakota,7,Dominican Republic,18.84,18.73,16.48,35.4,0.4678,0.354,0.2824,0.5222,114.8
North Dakota,8,Czech Republic,69.78,62.92,45.58,34.26,1.7327,1.1891,0.7811,0.5054,-24.84
North Dakota,9,Russia,5.72,21.14,23.01,33.89,0.142,0.3996,0.3943,0.5,47.29
North Dakota,10,Brazil,23.93,8.15,15.76,31.74,0.5942,0.1541,0.27,0.4683,101.45
North Dakota,11,China,16.95,22.05,51.57,21.57,0.4209,0.4166,0.8837,0.3182,-58.17
North Dakota,12,Panama,20.03,10.19,12.77,20.76,0.4974,0.1926,0.2188,0.3062,62.55
North Dakota,13,France,10.15,7.96,14.43,17.91,0.2519,0.1504,0.2474,0.2643,24.1
North Dakota,14,Italy,42.23,14.05,9.64,14.31,1.0485,0.2655,0.1652,0.2111,48.43
North Dakota,15,Hong Kong,2.12,4.97,11.61,14.27,0.0527,0.0939,0.1989,0.2105,22.96
North Dakota,16,"Korea, South",19.79,18.32,11.55,14.22,0.4915,0.3461,0.1979,0.2097,23.09
North Dakota,17,Spain,19.78,13.71,12.23,13.18,0.4913,0.259,0.2096,0.1944,7.78
North Dakota,18,South Africa,12.95,11.05,12.97,12.17,0.3216,0.2087,0.2223,0.1796,-6.16
North Dakota,19,Singapore,6.87,6.4,7.09,11.65,0.1705,0.121,0.1214,0.1719,64.45
North Dakota,20,India,34.28,27.07,15.09,10.96,0.8513,0.5116,0.2585,0.1616,-27.37
North Dakota,21,Argentina,7.42,6.24,7.96,10.62,0.1843,0.1179,0.1365,0.1567,33.37
North Dakota,22,Poland,6,7.1,5.8,10.41,0.1489,0.1343,0.0994,0.1536,79.44
North Dakota,23,Netherlands,4.04,3.9,5.27,8.01,0.1003,0.0737,0.0904,0.1181,51.83
North Dakota,24,Peru,6.46,9.26,13.46,7.53,0.1604,0.1751,0.2307,0.1111,-44.06
North Dakota,25,Ukraine,4.76,10.57,18,7.35,0.1183,0.1997,0.3084,0.1084,-59.17
Nebraska,0,World,6663.67,6381.34,7206.42,7944.79,0.4433,0.4398,0.4661,0.4774,10.25
Nebraska,0,Top 25,6093.94,5859.79,6637.36,7307.93,91.4503,91.8269,92.1034,91.984,10.1
Nebraska,1,Mexico,1261.37,1459.84,1511.84,1774.41,18.929,22.8766,20.979,22.3343,17.37
