statename,rank,countryd,val2015,val2016,val2017,val2018,share15,share16,share17,share18,change
Florida,19,Switzerland,1251.26,1173.19,1106.46,1162.98,1.7028,1.5935,1.4682,1.4427,5.11
Florida,20,Honduras,966.94,1084.54,1045.9,1128.58,1.3159,1.4731,1.3879,1.4,7.9
Florida,21,"Korea, South",1909.14,1875.49,1545.93,1107.94,2.5981,2.5474,2.0514,1.3744,-28.33
Florida,22,Peru,1127.94,1530.52,1087.43,1072.46,1.535,2.0788,1.443,1.3304,-1.38
Florida,23,Costa Rica,697.47,800.08,999.75,957.11,0.9492,1.0867,1.3266,1.1873,-4.26
Florida,24,Thailand,757.65,701.16,853.57,934.41,1.0311,0.9523,1.1327,1.1591,9.47
Florida,25,Ecuador,1223.76,909.59,861.4,852.8,1.6653,1.2354,1.143,1.0579,-1
Georgia,0,World,88697.4,86209.97,91390.54,98781.81,3.9442,3.9408,3.9023,3.8848,8.09
Georgia,0,Top 25,80325.94,77722.34,82579.56,89251.96,90.5618,90.1547,90.359,90.3526,8.08
Georgia,1,China,19792.2,18504.32,22217.91,23686.57,22.3143,21.4642,24.311,23.9787,6.61
Georgia,2,Germany,16391.83,13772.35,12402.9,9827.67,18.4806,15.9754,13.5713,9.9489,-20.76
Georgia,3,Mexico,6281.09,6469.97,6857.78,6945.99,7.0815,7.5049,7.5038,7.0316,1.29
Georgia,4,Japan,4635.85,5074.11,4949.76,6107.39,5.2266,5.8858,5.4161,6.1827,23.39
Georgia,5,"Korea, South",7347.8,6297.96,6259.64,5962.93,8.2841,7.3054,6.8493,6.0365,-4.74
Georgia,6,United Kingdom,3558.4,3713.06,3963.11,5098.35,4.0118,4.307,4.3365,5.1612,28.65
Georgia,7,Canada,4212.19,4006.16,4235.32,4576.1,4.7489,4.647,4.6343,4.6325,8.05
Georgia,8,Singapore,653.28,563.63,571.86,3556.08,0.7365,0.6538,0.6257,3.5999,521.85
Georgia,9,India,2103.18,2119.49,2128.13,2344.5,2.3712,2.4585,2.3286,2.3734,10.17
Georgia,10,Italy,1572.05,1715.79,1832.56,2289.13,1.7724,1.9902,2.0052,2.3174,24.91
Georgia,11,Taiwan,1446.4,1617.86,1779.8,2257.64,1.6307,1.8767,1.9475,2.2855,26.85
Georgia,12,France,1859.44,2033.4,2439.21,2249.74,2.0964,2.3587,2.669,2.2775,-7.77
Georgia,13,Thailand,1369.47,1593.88,1877.29,2001.59,1.544,1.8488,2.0541,2.0263,6.62
Georgia,14,Vietnam,1352.53,1211.62,1498.88,1511.21,1.5249,1.4054,1.6401,1.5298,0.82
Georgia,15,Malaysia,832.87,1269.87,1221.36,1477.43,0.939,1.473,1.3364,1.4957,20.97
Georgia,16,Chile,924.33,1227.48,1392.67,1472.09,1.0421,1.4238,1.5239,1.4902,5.7
Georgia,17,Indonesia,1037.09,1007.62,1396.62,1347.84,1.1692,1.1688,1.5282,1.3645,-3.49
Georgia,18,Ireland,775.56,1067.8,1044.87,1059.77,0.8744,1.2386,1.1433,1.0728,1.43
Georgia,19,Austria,718.46,875.56,800.76,1035.25,0.81,1.0156,0.8762,1.048,29.28
Georgia,20,Netherlands,816.27,780.24,835.83,999.43,0.9203,0.905,0.9146,1.0118,19.57
Georgia,21,Brazil,698.25,632.21,745.16,807.14,0.7872,0.7333,0.8154,0.8171,8.32
Georgia,22,Sweden,426.27,517.78,595.37,698.44,0.4806,0.6006,0.6515,0.7071,17.31
Georgia,23,Finland,160.49,118.47,525.46,666.8,0.1809,0.1374,0.575,0.675,26.9
Georgia,24,Belgium,848.28,1045.91,567.14,650.2,0.9564,1.2132,0.6206,0.6582,14.65
Georgia,25,Hungary,512.37,485.81,440.17,622.7,0.5777,0.5635,0.4816,0.6304,41.47
Hawaii,0,World,3755.81,2930.45,3809.78,4526,0.167,0.134,0.1627,0.178,18.8
Hawaii,0,Top 25,3461.31,2749.04,3508.63,4337.95,92.159,93.8094,92.0952,95.8451,23.64
Hawaii,1,Indonesia,816.42,696.8,814.41,1115.01,21.7375,23.778,21.3769,24.6357,36.91
Hawaii,2,Libya,16.67,143.88,284.25,451.71,0.4437,4.9097,7.4611,9.9804,58.91
Hawaii,3,Japan,310.92,376.89,480.03,450.44,8.2783,12.8613,12.6,9.9524,-6.16
Hawaii,4,Russia,477.03,282.39,275.25,387.74,12.7012,9.6364,7.2248,8.567,40.87
Hawaii,5,China,278.74,242.57,388.79,386.03,7.4216,8.2774,10.2049,8.5292,-0.71
Hawaii,6,Germany,31.88,25.17,29.04,313.16,0.8489,0.8588,0.7622,6.9192,978.47
Hawaii,7,France,387.52,22.53,183.87,174.06,10.3179,0.7689,4.8262,3.8457,-5.34
Hawaii,8,"Korea, South",213.79,158.73,68.77,157.81,5.6922,5.4166,1.8052,3.4867,129.46
Hawaii,9,United Arab Emirates,33.73,116.67,279.52,139.9,0.898,3.9815,7.337,3.0911,-49.95
Hawaii,10,Canada,265.38,229.55,132.69,128.63,7.0659,7.8332,3.4829,2.8421,-3.06
Hawaii,11,Vietnam,192.87,83.68,163.24,96.09,5.1353,2.8557,4.2847,2.1231,-41.13
Hawaii,12,Taiwan,50.88,50.87,52.72,82.14,1.3548,1.7361,1.3839,1.8149,55.8
Hawaii,13,Thailand,37.84,39,92.73,56.13,1.0076,1.331,2.434,1.2401,-39.47
Hawaii,14,Nigeria,111.43,10.63,63.54,54.36,2.9668,0.3628,1.6679,1.2011,-14.45
Hawaii,15,Italy,38.13,49.4,40.8,52.4,1.0151,1.6856,1.0708,1.1578,28.45
Hawaii,16,Malaysia,19.39,78.81,31.72,40.39,0.5163,2.6894,0.8327,0.8925,27.33
Hawaii,17,Mexico,8.65,11.7,10.36,34.45,0.2303,0.3992,0.2719,0.7611,232.59
Hawaii,18,Gabon,0,0,0,33.7,0,0,0,0.7446,0
Hawaii,19,Australia,29.73,40.63,24.45,31,0.7916,1.3865,0.6418,0.685,26.78
Hawaii,20,Brunei,0,0,0,30.39,0,0,0,0.6715,0
Hawaii,21,New Zealand,26.78,25.27,24.18,29.15,0.7129,0.8623,0.6346,0.6441,20.59
Hawaii,22,Ecuador,36.8,2.31,12.19,27.35,0.9799,0.0789,0.32,0.6044,124.41
Hawaii,23,United Kingdom,31.75,15.08,15.06,22.15,0.8455,0.5145,0.3953,0.4894,47.05
Hawaii,24,Switzerland,16.96,18.83,18.02,22.12,0.4514,0.6425,0.4729,0.4887,22.77
Hawaii,25,Philippines,28.02,27.64,22.99,21.61,0.746,0.9431,0.6035,0.4775,-6.01
Idaho,0,World,5165.63,4493.55,5644.41,6880.54,0.2297,0.2054,0.241,0.2706,21.9
Idaho,0,Top 25,5006.43,4233.42,5510.37,6762.94,96.9179,94.211,97.6252,98.2909,22.73
Idaho,1,China,1582.95,1420.48,2425.66,2884.46,30.6439,31.6115,42.9746,41.922,18.91
Idaho,2,Canada,912.23,998.24,1060.02,1125.15,17.6595,22.2149,18.78,16.3527,6.14
Idaho,3,Singapore,503.95,407.69,578.1,742.08,9.7557,9.0727,10.242,10.7852,28.36
Idaho,4,Taiwan,841.81,381.51,432.83,462.41,16.2964,8.4902,7.6682,6.7206,6.84
Idaho,5,Malaysia,42.85,111.38,63.9,358.76,0.8295,2.4787,1.1322,5.2142,461.41
Idaho,6,Japan,431.46,327.4,247.3,302.31,8.3524,7.286,4.3814,4.3937,22.24
Idaho,7,Mexico,137.57,115.27,183.88,221.75,2.6631,2.5652,3.2577,3.2228,20.59
Idaho,8,Germany,63.54,79.93,87.51,95.76,1.2301,1.7788,1.5503,1.3918,9.44
Idaho,9,Netherlands,27.51,18.35,33.2,85.11,0.5325,0.4084,0.5882,1.237,156.34
Idaho,10,"Korea, South",178.28,114.07,81.65,73.39,3.4512,2.5386,1.4465,1.0666,-10.12
Idaho,11,United Kingdom,27.64,20.47,45.1,67.69,0.5352,0.4555,0.7991,0.9838,50.09
Idaho,12,Greece,42.08,36.55,30.41,41.79,0.8147,0.8133,0.5387,0.6074,37.45
Idaho,13,Chile,12.81,13.55,21.64,35.54,0.248,0.3015,0.3835,0.5166,64.22
Idaho,14,Israel,31.21,22.93,38.31,34.39,0.6042,0.5102,0.6787,0.4998,-10.23
Idaho,15,Italy,25.66,29.66,35.66,33.58,0.4967,0.6601,0.6318,0.488,-5.84
Idaho,16,Cyprus,4.11,22.26,14.78,28.86,0.0795,0.4954,0.2619,0.4195,95.21
Idaho,17,Thailand,15.94,35.05,41.27,27.23,0.3085,0.7801,0.7312,0.3957,-34.04
Idaho,18,France,42.93,22.39,16.18,21.36,0.8311,0.4984,0.2866,0.3104,32.02
Idaho,19,India,14.1,11.27,17.81,20.6,0.273,0.2509,0.3156,0.2994,15.64
Idaho,20,Austria,23.87,5.31,12.71,20.46,0.4621,0.1182,0.2251,0.2973,61.03
Idaho,21,Vietnam,31.98,28.61,23.7,20.32,0.619,0.6368,0.42,0.2953,-14.28
Idaho,22,Slovenia,0.65,5.78,6.4,18.97,0.0126,0.1287,0.1135,0.2757,196.21
Idaho,23,United Arab Emirates,0.24,0.63,0.66,15.95,0.0047,0.0139,0.0117,0.2319,2313.61
Idaho,24,Peru,4.69,1.22,5.84,14.05,0.0908,0.0271,0.1035,0.2042,140.36
Idaho,25,Brazil,6.38,3.42,5.83,10.97,0.1235,0.0761,0.1032,0.1594,88.3
Illinois,0,World,121308.29,121491.99,136098.87,157402.43,5.3943,5.5537,5.8113,6.1902,15.65
Illinois,0,Top 25,114450.78,114115.77,129130.91,150257.96,94.347,93.9286,94.8802,95.461,16.36
Illinois,1,China,31242.24,30207.7,31994.18,40883.04,25.7544,24.8639,23.508,25.9736,27.78
Illinois,2,Canada,29626.74,25314.5,32038.76,38056.12,24.4227,20.8363,23.5408,24.1776,18.78
Illinois,3,Mexico,13233.12,11706.95,12423.59,13153.88,10.9087,9.636,9.1284,8.3568,5.88
Illinois,4,Japan,7102.64,9817.64,10574.66,10828.75,5.855,8.0809,7.7698,6.8797,2.4
Illinois,5,Germany,4577.74,4976.66,5570.88,6505.35,3.7736,4.0963,4.0933,4.1329,16.77
Illinois,6,Singapore,833.76,1994.45,3164.45,3833.36,0.6873,1.6416,2.3251,2.4354,21.14
Illinois,7,Vietnam,2690.21,2794.57,4133.52,3804.74,2.2177,2.3002,3.0371,2.4172,-7.95
Illinois,8,"Korea, South",4067.91,5818.27,4718.12,3760.69,3.3534,4.789,3.4667,2.3892,-20.29
Illinois,9,Italy,1785.95,2158.79,2468.12,3590.86,1.4722,1.7769,1.8135,2.2813,45.49
Illinois,10,Netherlands,927.86,745.16,845.34,3034.3,0.7649,0.6133,0.6211,1.9277,258.94
Illinois,11,United Kingdom,1903.41,2590.35,2595.08,2892.67,1.5691,2.1321,1.9068,1.8378,11.47
Illinois,12,Taiwan,2223.75,2150.5,2589.9,2526.36,1.8331,1.7701,1.903,1.605,-2.45
Illinois,13,Ireland,1984.64,1265.74,1856.96,2443.73,1.636,1.0418,1.3644,1.5525,31.6
Illinois,14,France,1305.21,1705.18,1818.61,2393.5,1.0759,1.4035,1.3362,1.5206,31.61
Illinois,15,Brazil,1781.75,1531.08,1978.14,2225.99,1.4688,1.2602,1.4535,1.4142,12.53
Illinois,16,India,1415.48,1421.42,1627.02,1869.76,1.1668,1.17,1.1955,1.1879,14.92
Illinois,17,Malaysia,1645.14,1545.39,1586.86,1672.23,1.3562,1.272,1.166,1.0624,5.38
Illinois,18,Switzerland,1123.95,1686.42,1769.1,1289.92,0.9265,1.3881,1.2999,0.8195,-27.09
Illinois,19,Thailand,1172.07,1086.19,1259.51,1270.05,0.9662,0.894,0.9254,0.8069,0.84
Illinois,20,Australia,993.97,954.61,996.64,926.2,0.8194,0.7857,0.7323,0.5884,-7.07
Illinois,21,Spain,617.54,542.99,675.3,791.57,0.5091,0.4469,0.4962,0.5029,17.22
Illinois,22,Indonesia,823.08,731.01,770.14,783.52,0.6785,0.6017,0.5659,0.4978,1.74
Illinois,23,Sweden,429.15,500.28,560.05,609.02,0.3538,0.4118,0.4115,0.3869,8.74
Illinois,24,Russia,522.41,323.54,532.87,598.2,0.4306,0.2663,0.3915,0.38,12.26
Illinois,25,Israel,421.05,546.39,583.14,514.14,0.3471,0.4497,0.4285,0.3266,-11.83
Indiana,0,World,49110.94,49531.23,54468.94,61751.99,2.1839,2.2642,2.3258,2.4285,13.37
Indiana,0,Top 25,47377.24,47874.11,52609.37,59609.59,96.4698,96.6544,96.586,96.5306,13.31
Indiana,1,Ireland,5853.96,8398.72,8207.99,9475.41,11.9199,16.9564,15.0691,15.3443,15.44
Indiana,2,China,8327.04,7885.05,8835.77,9249.09,16.9556,15.9193,16.2217,14.9778,4.68
Indiana,3,Canada,7882.79,7276.82,7908.54,8031.1,16.051,14.6914,14.5194,13.0054,1.55
Indiana,4,Japan,4377.77,3926.79,5471.33,7040.38,8.914,7.9279,10.0449,11.4011,28.68
Indiana,5,Mexico,5267.94,4487.66,4798.64,4521.14,10.7266,9.0603,8.8099,7.3214,-5.78
Indiana,6,Denmark,3305.96,3256.04,2971.17,3927.35,6.7316,6.5737,5.4548,6.3599,32.18
Indiana,7,Germany,2505.48,2529.95,3257.08,3914.33,5.1017,5.1078,5.9797,6.3388,20.18
Indiana,8,France,1573.67,1903.57,1840.92,2682.99,3.2043,3.8432,3.3798,4.3448,45.74
Indiana,9,Switzerland,1189.85,1275.47,1388.18,1610.52,2.4228,2.5751,2.5486,2.608,16.02
Indiana,10,United Kingdom,971.79,1199.01,1024.46,1308.8,1.9788,2.4207,1.8808,2.1195,27.75
Indiana,11,"Korea, South",335.48,546.9,591.65,876.53,0.6831,1.1041,1.0862,1.4194,48.15
Indiana,12,Taiwan,767.7,681.99,723.44,811.17,1.5632,1.3769,1.3282,1.3136,12.13
Indiana,13,Italy,616.97,561.96,705.35,805,1.2563,1.1345,1.295,1.3036,14.13
Indiana,14,Vietnam,670.67,673.52,660.17,766.92,1.3656,1.3598,1.212,1.2419,16.17
Indiana,15,Australia,60.45,141.65,354.31,748.79,0.1231,0.286,0.6505,1.2126,111.33
Indiana,16,India,405.35,384.74,563.85,672.69,0.8254,0.7768,1.0352,1.0893,19.3
Indiana,17,Thailand,507.01,458.3,455.51,514.59,1.0324,0.9253,0.8363,0.8333,12.97
Indiana,18,Netherlands,403.18,404.97,443.26,451.65,0.821,0.8176,0.8138,0.7314,1.89
Indiana,19,Indonesia,462.81,412.1,450.76,425.1,0.9424,0.832,0.8276,0.6884,-5.69
Indiana,20,Malaysia,168.46,191.48,286.82,371.27,0.343,0.3866,0.5266,0.6012,29.44
Indiana,21,Brazil,1041.86,498.73,772.53,362.6,2.1214,1.0069,1.4183,0.5872,-53.06
Indiana,22,Philippines,257.16,289.92,315.25,359.07,0.5236,0.5853,0.5788,0.5815,13.9
Indiana,23,Spain,182.9,239.54,307.08,318.39,0.3724,0.4836,0.5638,0.5156,3.69
Indiana,24,Belgium,161.81,160.02,157.16,198,0.3295,0.3231,0.2885,0.3206,25.98
Indiana,25,Poland,79.18,89.2,118.13,166.71,0.1612,0.1801,0.2169,0.27,41.12
Iowa,0,World,9363.06,8234.32,9166.06,10695.36,0.4164,0.3764,0.3914,0.4206,16.68
Iowa,0,Top 25,8955.41,7833.97,8768,10303.08,95.6462,95.138,95.6572,96.3322,17.51
Iowa,1,Canada,2749.11,2450.71,2602.52,2728.89,29.3612,29.7621,28.393,25.5147,4.86
Iowa,2,China,1511.25,1397.92,1677.17,2099.27,16.1406,16.9768,18.2976,19.6278,25.17
Iowa,3,Mexico,1612.08,1152.1,1239.23,1709.27,17.2175,13.9915,13.5198,15.9814,37.93
Iowa,4,Germany,596.62,566.62,664.61,790.17,6.3721,6.8812,7.2508,7.388,18.89
Iowa,5,Japan,382.4,466.71,562.29,530.49,4.0842,5.6679,6.1344,4.96,-5.66
Iowa,6,Italy,284.75,243.88,265.85,332.51,3.0412,2.9617,2.9004,3.1089,25.07
Iowa,7,India,165.81,204.89,210.13,271.11,1.7709,2.4883,2.2925,2.5348,29.02
Iowa,8,Taiwan,185.09,165.79,227.87,247.18,1.9768,2.0134,2.486,2.3111,8.48
Iowa,9,United Kingdom,140.64,136.38,133.82,153.13,1.5021,1.6562,1.4599,1.4317,14.43
Iowa,10,France,190.66,148.48,162.34,147.75,2.0363,1.8032,1.7711,1.3814,-8.99
Iowa,11,Netherlands,99.6,97.8,106.06,140.6,1.0638,1.1877,1.1571,1.3146,32.57
Iowa,12,"Korea, South",130.88,94.54,119.04,137.26,1.3978,1.1482,1.2987,1.2833,15.3
Iowa,13,Denmark,79.35,56.57,74.84,130.63,0.8475,0.687,0.8165,1.2213,74.54
Iowa,14,Austria,96.33,52.91,35.81,130.41,1.0288,0.6425,0.3907,1.2193,264.19
Iowa,15,Spain,167.94,75.86,105.16,128.82,1.7936,0.9213,1.1473,1.2044,22.5
Iowa,16,Brazil,119.67,104.09,88.72,108.3,1.2782,1.2641,0.9679,1.0126,22.07
Iowa,17,Poland,72.52,61.85,80.24,91.66,0.7746,0.7512,0.8754,0.857,14.24
Iowa,18,Vietnam,73.88,69.85,74.7,88.75,0.789,0.8483,0.8149,0.8298,18.82
Iowa,19,Switzerland,62.62,75.4,83.44,73,0.6688,0.9157,0.9103,0.6826,-12.51
Iowa,20,Argentina,34.36,29.33,40.67,60.9,0.367,0.3561,0.4437,0.5694,49.76
Iowa,21,Thailand,45.62,34.62,42.21,54.06,0.4872,0.4204,0.4605,0.5055,28.09
Iowa,22,Belgium,38.83,36,44,46.7,0.4147,0.4372,0.4801,0.4366,6.13
Iowa,23,Israel,91.42,88.21,57.14,38.73,0.9764,1.0713,0.6234,0.3621,-32.23
Iowa,24,Egypt,0.59,3.6,45.24,34.07,0.0063,0.0437,0.4936,0.3186,-24.69
Iowa,25,Turkey,23.36,19.85,24.92,29.43,0.2495,0.2411,0.2719,0.2752,18.12
Kansas,0,World,11773.56,11146.67,10789.48,12326.49,0.5235,0.5095,0.4607,0.4848,14.25
Kansas,0,Top 25,10814.37,10393.56,10129.64,11617.32,91.853,93.2437,93.8844,94.2467,14.69
Kansas,1,China,2625.53,2364.24,2408.98,2856.33,22.3002,21.2103,22.3271,23.1723,18.57
Kansas,2,Canada,1594.67,1628.04,1553.17,1744.98,13.5445,14.6056,14.3952,14.1563,12.35
Kansas,3,Germany,915.09,899.92,834.56,942.3,7.7724,8.0734,7.7349,7.6445,12.91
Kansas,4,Taiwan,1065.59,919.39,871.05,926.24,9.0507,8.2481,8.0731,7.5142,6.34
Kansas,5,Mexico,1019.85,815.97,579.43,713.5,8.6622,7.3203,5.3704,5.7884,23.14
Kansas,6,Japan,426.87,384.78,474.97,609.29,3.6257,3.4519,4.4022,4.9429,28.28
Kansas,7,United Kingdom,542.23,492.35,552.51,507.68,4.6054,4.417,5.1208,4.1186,-8.11
Kansas,8,Vietnam,370.61,456.01,441.56,488.37,3.1478,4.091,4.0925,3.962,10.6
Kansas,9,"Korea, South",279.43,256.48,275.25,330.5,2.3734,2.301,2.5511,2.6812,20.07
Kansas,10,Singapore,157.03,151.14,204.68,301.38,1.3338,1.356,1.8971,2.445,47.24
Kansas,11,France,226.95,309.22,286.14,280.06,1.9276,2.7741,2.652,2.2721,-2.12
Kansas,12,Italy,164.08,171.1,209.11,240.29,1.3936,1.535,1.938,1.9494,14.92
Kansas,13,Australia,273.96,241.8,193.73,232.04,2.3269,2.1693,1.7956,1.8824,19.77
Kansas,14,Brazil,223.02,248.03,273.06,211.49,1.8942,2.2252,2.5308,1.7158,-22.55
Kansas,15,Spain,54.82,128.89,85.87,181.29,0.4657,1.1563,0.7959,1.4707,111.12
Kansas,16,Malaysia,122.34,154.34,136.95,160.58,1.0391,1.3846,1.2693,1.3027,17.25
Kansas,17,Indonesia,165.13,182.6,149.9,159.67,1.4025,1.6382,1.3893,1.2954,6.52
Kansas,18,India,82.71,99.24,97.66,117.67,0.7025,0.8903,0.9051,0.9546,20.49
Kansas,19,Turkey,111.98,107.3,110.98,113.69,0.9511,0.9626,1.0286,0.9223,2.44
Kansas,20,Sweden,97.96,91.07,91,110.44,0.832,0.817,0.8434,0.8959,21.36
Kansas,21,Netherlands,61.92,76.77,71.35,96.56,0.5259,0.6888,0.6613,0.7834,35.34
Kansas,22,Czech Republic,46.26,68.81,64.3,86.6,0.3929,0.6173,0.596,0.7025,34.67
Kansas,23,Poland,47.07,37.2,59.09,80.66,0.3998,0.3337,0.5477,0.6544,36.49
Kansas,24,Austria,68.59,44.97,56.15,63.82,0.5826,0.4034,0.5204,0.5177,13.66
Kansas,25,Philippines,70.7,63.89,48.18,61.88,0.6005,0.5732,0.4466,0.502,28.42
Kentucky,0,World,38661.44,39995.28,47065.21,54559.33,1.7192,1.8283,2.0096,2.1457,15.92
Kentucky,0,Top 25,36342.58,37718.41,44666.27,51980.58,94.0021,94.3072,94.9029,95.2735,16.38
Kentucky,1,China,6059.23,5891.17,8092.42,8223.92,15.6725,14.7297,17.1941,15.0733,1.62
Kentucky,2,Mexico,6089.3,5195.37,5596.44,6769.55,15.7503,12.9899,11.8908,12.4077,20.96
Kentucky,3,Switzerland,1303.22,1937.37,3388.78,6620.28,3.3708,4.844,7.2002,12.1341,95.36
Kentucky,4,Japan,4850.89,5129.1,5725.03,5134.09,12.5471,12.8243,12.164,9.4101,-10.32
Kentucky,5,Ireland,477.29,685.18,2678.42,4229.36,1.2345,1.7132,5.6909,7.7519,57.91
Kentucky,6,Canada,3716.29,3468.88,3579.25,4081.41,9.6124,8.6732,7.6049,7.4807,14.03
Kentucky,7,Germany,2015.35,2545,2229.46,2756.57,5.2128,6.3633,4.737,5.0524,23.64
Kentucky,8,France,2243.33,2373.67,2701.02,2508.92,5.8025,5.9349,5.7389,4.5985,-7.11
Kentucky,9,India,1176.64,1913.09,1481.73,1475.31,3.0434,4.7833,3.1483,2.7041,-0.43
Kentucky,10,United Kingdom,1160.88,1335.39,1234.54,1306.07,3.0027,3.3389,2.623,2.3939,5.79
Kentucky,11,Italy,1496.57,1372.71,1026.42,1259.69,3.871,3.4322,2.1809,2.3088,22.73
Kentucky,12,Belgium,1067.84,1368.92,1244.03,1114.52,2.762,3.4227,2.6432,2.0428,-10.41
Kentucky,13,Netherlands,278.1,352.31,713.29,845.05,0.7193,0.8809,1.5155,1.5489,18.47
Kentucky,14,"Korea, South",820.53,871.42,663.31,692.43,2.1224,2.1788,1.4093,1.2691,4.39
Kentucky,15,Singapore,126.63,154.74,435.21,683.75,0.3275,0.3869,0.9247,1.2532,57.11
Kentucky,16,Philippines,328.76,272.78,667.81,619.86,0.8504,0.682,1.4189,1.1361,-7.18
Kentucky,17,Taiwan,567.4,616.25,562.96,608.08,1.4676,1.5408,1.1961,1.1145,8.01
Kentucky,18,Austria,432.39,450.98,509.81,569.17,1.1184,1.1276,1.0832,1.0432,11.65
Kentucky,19,Vietnam,513.21,460.72,496.57,542.14,1.3274,1.1519,1.0551,0.9937,9.18
Kentucky,20,Thailand,381,257.41,315.52,487.35,0.9855,0.6436,0.6704,0.8933,54.46
Kentucky,21,Sweden,284.18,226.73,457.76,445.27,0.735,0.5669,0.9726,0.8161,-2.73
Kentucky,22,Malaysia,147.16,195.94,222.59,397.96,0.3806,0.4899,0.4729,0.7294,78.79
Kentucky,23,Israel,128.1,154.65,185.3,210.04,0.3313,0.3867,0.3937,0.385,13.35
Kentucky,24,Brazil,246.57,269.32,279.6,208.41,0.6378,0.6734,0.5941,0.382,-25.46
Kentucky,25,Spain,431.73,219.33,179.01,191.38,1.1167,0.5484,0.3803,0.3508,6.91
Louisiana,0,World,35250.13,32416.79,37691.85,40007.74,1.5675,1.4818,1.6094,1.5734,6.14
Louisiana,0,Top 25,29606.26,26857.09,31415.95,33685.02,83.9891,82.8493,83.3494,84.1962,7.22
Louisiana,1,Venezuela,4612.13,3338.16,4564.06,5357.31,13.084,10.2976,12.1089,13.3907,17.38
Louisiana,2,Iraq,1049.38,2031.17,2927.55,4174.01,2.977,6.2658,7.7671,10.433,42.58
Louisiana,3,Canada,1508.48,1481.36,2201.07,3279.71,4.2793,4.5697,5.8396,8.1977,49.01
Louisiana,4,Russia,2597.09,2396.58,2762.31,3031.36,7.3676,7.393,7.3287,7.5769,9.74
Louisiana,5,Mexico,1474.87,1098.53,1224.99,2267.81,4.184,3.3888,3.25,5.6684,85.13
Louisiana,6,Saudi Arabia,5874.62,4648.93,3506.26,1850.47,16.6655,14.3411,9.3024,4.6253,-47.22
Louisiana,7,Brazil,1840.56,1115.63,1265.27,1587.43,5.2214,3.4415,3.3569,3.9678,25.46
Louisiana,8,China,1293.66,1152.58,1370.34,1366.94,3.6699,3.5555,3.6356,3.4167,-0.25
Louisiana,9,Algeria,1916.1,1870.81,1831.26,1357.64,5.4357,5.7711,4.8585,3.3934,-25.86
Louisiana,10,"Korea, South",664.63,848.58,683.83,912.62,1.8855,2.6177,1.8143,2.2811,33.46
Louisiana,11,Kuwait,1291.6,1070.35,1152.33,807.73,3.6641,3.3018,3.0572,2.0189,-29.91
Louisiana,12,United Kingdom,546.44,433.5,779.96,767.82,1.5502,1.3373,2.0693,1.9192,-1.56
Louisiana,13,Chile,138.5,456.42,786.72,702.14,0.3929,1.408,2.0873,1.755,-10.75
Louisiana,14,Morocco,233.9,394.67,544.49,679.83,0.6636,1.2175,1.4446,1.6992,24.86
Louisiana,15,United Arab Emirates,112.26,293.4,410.43,667.24,0.3185,0.9051,1.0889,1.6678,62.57
Louisiana,16,Colombia,1182.82,1198.53,1137.7,653.37,3.3555,3.6973,3.0184,1.6331,-42.57
Louisiana,17,Belgium,396.19,297.29,453.9,626.34,1.1239,0.9171,1.2042,1.5655,37.99
Louisiana,18,Germany,684.66,507.05,591.73,614.96,1.9423,1.5642,1.5699,1.5371,3.93
Louisiana,19,Peru,264.87,317.53,439.39,501.56,0.7514,0.9795,1.1657,1.2537,14.15
Louisiana,20,Japan,300.79,439.88,487.63,474.48,0.8533,1.357,1.2937,1.186,-2.7
Louisiana,21,South Africa,153.96,151.84,434.38,449.24,0.4368,0.4684,1.1525,1.1229,3.42
Louisiana,22,Indonesia,416.63,508.89,618.3,427.54,1.1819,1.5698,1.6404,1.0686,-30.85
Louisiana,23,Malaysia,329.89,319.07,332.5,387.51,0.9359,0.9843,0.8821,0.9686,16.55
Louisiana,24,Norway,274.63,158.86,546.25,375.81,0.7791,0.4901,1.4492,0.9393,-31.2
Louisiana,25,France,447.58,327.48,363.29,364.16,1.2697,1.0102,0.9638,0.9102,0.24
Massachusetts,0,World,33660.86,33796.55,34505.21,35488.33,1.4968,1.5449,1.4733,1.3956,2.85
Massachusetts,0,Top 25,30465.27,31138.56,31904.46,32830.01,90.5065,92.1353,92.4627,92.5093,2.9
Massachusetts,1,Canada,7720.69,7230.17,6865.82,7331.05,22.9367,21.3932,19.8979,20.6576,6.78
Massachusetts,2,China,4404.63,4348.69,4584.21,5231.59,13.0853,12.8673,13.2856,14.7417,14.12
Massachusetts,3,Mexico,3940.32,3532.71,3725.92,3402.36,11.7059,10.4529,10.7981,9.5873,-8.68
Massachusetts,4,Ireland,1765.62,2042.24,2387.76,2198.55,5.2453,6.0427,6.92,6.1951,-7.92
Massachusetts,5,Germany,1827.08,1818.5,1981.83,2140.09,5.4279,5.3807,5.7436,6.0304,7.99
Massachusetts,6,Japan,1233.37,2352.31,1768.78,2099.73,3.6641,6.9602,5.1261,5.9167,18.71
Massachusetts,7,United Kingdom,1513.85,1381.94,1576.71,1696.29,4.4974,4.089,4.5695,4.7799,7.58
Massachusetts,8,Italy,696.79,1033.26,1905.34,1380.99,2.07,3.0573,5.5219,3.8914,-27.52
Massachusetts,9,Switzerland,851.99,934.31,1123.49,1044.25,2.5311,2.7645,3.256,2.9425,-7.05
