statename,rank,countryd,val2015,val2016,val2017,val2018,share15,share16,share17,share18,change
Massachusetts,10,France,861.04,885.98,755.12,756.7,2.558,2.6215,2.1884,2.1323,0.21
Massachusetts,11,Vietnam,390.13,478.9,560.44,645.75,1.159,1.417,1.6242,1.8196,15.22
Massachusetts,12,Taiwan,660.54,630.24,556.17,584.32,1.9624,1.8648,1.6119,1.6465,5.06
Massachusetts,13,"Korea, South",378.4,509.64,452.53,560.69,1.1241,1.508,1.3115,1.5799,23.9
Massachusetts,14,Malaysia,510.95,504.07,481.48,461.79,1.5179,1.4915,1.3954,1.3012,-4.09
Massachusetts,15,Indonesia,343.59,322.43,406.7,420.58,1.0207,0.954,1.1787,1.1851,3.41
Massachusetts,16,Thailand,366.25,322.86,327.82,403.21,1.0881,0.9553,0.9501,1.1362,23
Massachusetts,17,Israel,429.8,415.32,374.13,400.85,1.2769,1.2289,1.0843,1.1295,7.14
Massachusetts,18,Netherlands,782.44,479.28,304.39,365.57,2.3245,1.4181,0.8821,1.0301,20.1
Massachusetts,19,India,297.8,309.6,309.7,344.61,0.8847,0.9161,0.8976,0.971,11.27
Massachusetts,20,Singapore,380.9,313.26,204.27,265.97,1.1316,0.9269,0.592,0.7495,30.21
Massachusetts,21,Sweden,197.7,424.24,554.83,256.1,0.5873,1.2553,1.608,0.7216,-53.84
Massachusetts,22,Norway,197.9,147.81,200.83,229.16,0.5879,0.4374,0.582,0.6457,14.1
Massachusetts,23,Philippines,382.91,360.85,145.53,216.45,1.1376,1.0677,0.4218,0.6099,48.73
Massachusetts,24,Costa Rica,184.02,216.53,200.58,203.05,0.5467,0.6407,0.5813,0.5722,1.23
Massachusetts,25,Spain,146.55,143.43,150.06,190.29,0.4354,0.4244,0.4349,0.5362,26.81
Maryland,0,World,31517.98,30675.42,32302.74,35173.37,1.4015,1.4022,1.3793,1.3833,8.89
Maryland,0,Top 25,27226.35,26556.24,28045.79,30624.6,86.3836,86.5718,86.8217,87.0676,9.19
Maryland,1,United Kingdom,2962.46,3506.84,3881.88,4387.63,9.3993,11.4321,12.0172,12.4743,13.03
Maryland,2,Germany,5352.3,4379.38,4073.77,4173.1,16.9817,14.2765,12.6112,11.8644,2.44
Maryland,3,China,3397.32,3096.69,3475.62,3583.03,10.779,10.095,10.7595,10.1868,3.09
Maryland,4,Japan,2182.59,3475.71,3099.58,3329.59,6.9249,11.3306,9.5954,9.4662,7.42
Maryland,5,Canada,1995.65,1859.97,2004.42,2111.51,6.3318,6.0634,6.2051,6.0032,5.34
Maryland,6,Mexico,2826.7,2161.36,2176.58,1997.73,8.9685,7.0459,6.7381,5.6797,-8.22
Maryland,7,Finland,482.37,435.59,844.91,1195.69,1.5305,1.42,2.6156,3.3994,41.52
Maryland,8,Brazil,916.78,709.57,732.58,950.61,2.9088,2.3132,2.2679,2.7026,29.76
Maryland,9,Thailand,1004.87,948.6,749.8,811.62,3.1882,3.0924,2.3212,2.3075,8.25
Maryland,10,Sweden,832.7,860.69,894.85,802.63,2.642,2.8058,2.7702,2.2819,-10.31
Maryland,11,India,536.95,430.38,615.09,736.78,1.7036,1.403,1.9041,2.0947,19.78
Maryland,12,Russia,569.72,453.14,777.99,718.2,1.8076,1.4772,2.4084,2.0419,-7.69
Maryland,13,Indonesia,450.91,451.49,652.77,635.35,1.4307,1.4718,2.0208,1.8063,-2.67
Maryland,14,Italy,702.62,569.54,551.23,599.4,2.2293,1.8567,1.7065,1.7041,8.74
Maryland,15,South Africa,532.28,595.93,466.09,551.22,1.6888,1.9427,1.4429,1.5671,18.26
Maryland,16,Austria,325.73,271.8,267.88,515.58,1.0335,0.8861,0.8293,1.4658,92.47
Maryland,17,"Korea, South",240.14,398.28,523.64,502.81,0.7619,1.2984,1.621,1.4295,-3.98
Maryland,18,Chile,282.37,292.63,339.84,470.27,0.8959,0.954,1.052,1.337,38.38
Maryland,19,France,485.31,461.54,449.15,468.18,1.5398,1.5046,1.3904,1.3311,4.24
Maryland,20,Australia,127.64,95.28,210.76,448.02,0.405,0.3106,0.6525,1.2737,112.57
Maryland,21,Netherlands,240.49,305.76,360.6,425.99,0.763,0.9968,1.1163,1.2111,18.13
Maryland,22,Vietnam,314.91,372.8,345.13,340.19,0.9991,1.2153,1.0684,0.9672,-1.43
Maryland,23,Ireland,51.37,50.66,37.85,293.68,0.163,0.1652,0.1172,0.835,675.93
Maryland,24,Norway,223.61,171.12,229.42,292.17,0.7095,0.5578,0.7102,0.8307,27.35
Maryland,25,Spain,188.57,201.5,284.36,283.62,0.5983,0.6569,0.8803,0.8063,-0.26
Maine,0,World,3686.6,3353.73,3299.32,3835.2,0.1639,0.1533,0.1409,0.1508,16.24
Maine,0,Top 25,3312.84,2958.75,3021.81,3519.41,89.8617,88.2228,91.589,91.766,16.47
Maine,1,Canada,1950.08,1707.7,1762.68,1892.63,52.8964,50.9193,53.4256,49.3489,7.37
Maine,2,China,466.85,369.68,349.92,350.39,12.6633,11.023,10.6057,9.136,0.13
Maine,3,Netherlands,70.48,38.34,16.28,236.38,1.9117,1.1433,0.4934,6.1635,1352.12
Maine,4,Germany,90.78,106.73,143.45,170.69,2.4624,3.1824,4.3477,4.4506,18.99
Maine,5,Japan,61.36,63.93,103.01,88.9,1.6643,1.9061,3.1223,2.3181,-13.7
Maine,6,United Kingdom,109.35,140.84,59.51,78.43,2.9662,4.1995,1.8038,2.0451,31.79
Maine,7,Vietnam,85.9,78.85,85.26,65.21,2.3301,2.3511,2.5842,1.7004,-23.51
Maine,8,Mexico,74.01,70,67.94,64.93,2.0074,2.0873,2.0591,1.6931,-4.42
Maine,9,Finland,14.63,16.85,23.32,63.05,0.3969,0.5026,0.7068,1.6439,170.36
Maine,10,Thailand,36.12,31.03,24.74,46.35,0.9797,0.9251,0.7497,1.2085,87.37
Maine,11,Italy,60.54,72.11,43.28,45.21,1.6422,2.1502,1.3119,1.1787,4.44
Maine,12,Bangladesh,46.05,38.75,36.11,42.6,1.2491,1.1555,1.0946,1.1107,17.95
Maine,13,Singapore,1.38,6.68,35.44,36.87,0.0375,0.1992,1.074,0.9615,4.06
Maine,14,Norway,18.88,16.92,13.37,36.24,0.512,0.5045,0.4052,0.9448,171.06
Maine,15,Brazil,21.74,28.95,34.41,33.61,0.5898,0.8631,1.0431,0.8763,-2.34
Maine,16,Indonesia,14.24,15.34,28.15,33.54,0.3864,0.4575,0.8532,0.8747,19.17
Maine,17,Turkey,17.76,18.08,29.15,32.88,0.4817,0.5392,0.8836,0.8572,12.77
Maine,18,France,19.19,22.97,27.72,29.62,0.5204,0.6849,0.84,0.7724,6.89
Maine,19,India,19.47,19.58,25.65,28.43,0.5282,0.5837,0.7773,0.7413,10.85
Maine,20,Colombia,0.57,0.35,0.4,27.18,0.0155,0.0103,0.0122,0.7087,6659.13
Maine,21,Malaysia,29.95,23.65,25.16,26,0.8124,0.7053,0.7626,0.678,3.36
Maine,22,Taiwan,25.34,22.24,24.63,25.55,0.6875,0.6631,0.7466,0.6662,3.72
Maine,23,Belgium,38.31,10.32,17.92,23.74,1.0393,0.3078,0.543,0.619,32.51
Maine,24,Austria,20.05,21.71,23.86,21.59,0.5438,0.6472,0.7232,0.5629,-9.51
Maine,25,"Korea, South",19.81,17.15,20.47,19.38,0.5374,0.5114,0.6203,0.5054,-5.29
Michigan,0,World,124225.34,134949.33,140222.75,146826.97,5.524,6.1688,5.9874,5.7743,4.71
Michigan,0,Top 25,121196.92,131958.57,137310.72,144020.86,97.5622,97.7838,97.9233,98.0888,4.89
Michigan,1,Mexico,43951.6,49038.08,52975.55,56270.59,35.3805,36.3381,37.7796,38.3244,6.22
Michigan,2,Canada,45750.36,48267.64,47400,47485.25,36.8285,35.7672,33.8034,32.341,0.18
Michigan,3,China,9180.64,9877.81,9575.66,10370.62,7.3903,7.3196,6.8289,7.0632,8.3
Michigan,4,"Korea, South",2587.15,5037.25,5278.51,6252.86,2.0826,3.7327,3.7644,4.2587,18.46
Michigan,5,Germany,4428.6,4262.79,5078.62,5710.45,3.565,3.1588,3.6218,3.8892,12.44
Michigan,6,Italy,3440.93,3212.22,3810.46,3977.26,2.7699,2.3803,2.7174,2.7088,4.38
Michigan,7,Japan,2908.21,3170.6,3326.25,3176.28,2.3411,2.3495,2.3721,2.1633,-4.51
Michigan,8,India,935.54,1010.8,936.6,1990.87,0.7531,0.749,0.6679,1.3559,112.56
Michigan,9,Spain,1150.72,903.24,1353.38,992.86,0.9263,0.6693,0.9652,0.6762,-26.64
Michigan,10,Taiwan,862.51,866.62,986.96,977.3,0.6943,0.6422,0.7039,0.6656,-0.98
Michigan,11,United Kingdom,717.83,660.14,856.44,750.95,0.5778,0.4892,0.6108,0.5115,-12.32
Michigan,12,France,509.87,558.37,612.11,722.9,0.4104,0.4138,0.4365,0.4923,18.1
Michigan,13,Vietnam,350.6,529.49,524.07,676.64,0.2822,0.3924,0.3737,0.4608,29.11
Michigan,14,Thailand,742.6,852.47,684.61,619.58,0.5978,0.6317,0.4882,0.422,-9.5
Michigan,15,South Africa,114.05,254.73,395.05,460.67,0.0918,0.1888,0.2817,0.3138,16.61
Michigan,16,Turkey,497.01,466.06,442.78,457.11,0.4001,0.3454,0.3158,0.3113,3.24
Michigan,17,Hungary,216.01,261.89,337.1,450.93,0.1739,0.1941,0.2404,0.3071,33.77
Michigan,18,Austria,368.35,363.23,368.76,404.09,0.2965,0.2692,0.263,0.2752,9.58
Michigan,19,Sweden,393.39,386.95,453.88,399.28,0.3167,0.2867,0.3237,0.2719,-12.03
Michigan,20,Brazil,492.39,414.2,491.98,382.38,0.3964,0.3069,0.3509,0.2604,-22.28
Michigan,21,Malaysia,558.73,353.35,393.08,372.54,0.4498,0.2618,0.2803,0.2537,-5.22
Michigan,22,Poland,216.58,416.42,319.17,331.99,0.1743,0.3086,0.2276,0.2261,4.02
Michigan,23,Switzerland,215.5,200.25,259.3,280.9,0.1735,0.1484,0.1849,0.1913,8.33
Michigan,24,Netherlands,230.49,230.15,218.12,257.84,0.1855,0.1705,0.1556,0.1756,18.21
Michigan,25,Israel,377.26,363.82,232.29,248.71,0.3037,0.2696,0.1657,0.1694,7.07
Minnesota,0,World,28588.02,27020.74,29679.57,32807.49,1.2713,1.2352,1.2673,1.2902,10.54
Minnesota,0,Top 25,27133.11,26028.52,28667.87,31541.06,94.9108,96.3279,96.5913,96.1398,10.02
Minnesota,1,China,9997.47,10285.11,11154.27,12424.62,34.9708,38.0638,37.5823,37.8713,11.39
Minnesota,2,Canada,8647.05,7490.32,9524.81,9570.24,30.2471,27.7206,32.0921,29.1709,0.48
Minnesota,3,Mexico,2003.87,2028.99,1988.24,2280.43,7.0095,7.509,6.699,6.9509,14.7
Minnesota,4,Germany,948.57,1022.52,946.21,1055.17,3.3181,3.7842,3.1881,3.2163,11.52
Minnesota,5,Ireland,816.12,911.54,669.35,1026.51,2.8548,3.3735,2.2553,3.1289,53.36
Minnesota,6,Taiwan,693.05,634.99,660.62,779.83,2.4243,2.35,2.2258,2.377,18.05
Minnesota,7,Italy,391.95,373.67,413.28,499.34,1.371,1.3829,1.3925,1.522,20.82
Minnesota,8,Japan,398.31,408.95,441.4,427.93,1.3933,1.5135,1.4872,1.3044,-3.05
Minnesota,9,United Kingdom,372.07,372.98,354.87,401.08,1.3015,1.3803,1.1957,1.2225,13.02
Minnesota,10,Costa Rica,155.03,229.02,299.18,389.89,0.5423,0.8476,1.008,1.1884,30.32
Minnesota,11,France,316.15,293.96,250.36,383.35,1.1059,1.0879,0.8435,1.1685,53.12
Minnesota,12,Malaysia,244.82,326.06,289.58,344.02,0.8564,1.2067,0.9757,1.0486,18.8
Minnesota,13,India,215.87,218.65,238.94,273.29,0.7551,0.8092,0.8051,0.833,14.38
Minnesota,14,Thailand,153.68,153.39,190.21,225.41,0.5376,0.5677,0.6409,0.6871,18.5
Minnesota,15,"Korea, South",183.07,194.7,175.36,204.25,0.6404,0.7206,0.5909,0.6226,16.47
Minnesota,16,Vietnam,144.42,130.45,145.28,163.3,0.5052,0.4828,0.4895,0.4977,12.4
Minnesota,17,Turkey,102.61,84.31,92.09,156.63,0.3589,0.312,0.3103,0.4774,70.08
Minnesota,18,Switzerland,171.1,238.6,135.76,154.03,0.5985,0.883,0.4574,0.4695,13.46
Minnesota,19,Singapore,83.81,105.77,127.71,137.37,0.2932,0.3914,0.4303,0.4187,7.56
Minnesota,20,Netherlands,95.69,120.26,120.4,115.53,0.3347,0.445,0.4057,0.3522,-4.04
Minnesota,21,Israel,110.13,78.6,75.1,114.76,0.3852,0.2909,0.2531,0.3498,52.81
Minnesota,22,Philippines,67.21,68.48,74.13,110.46,0.2351,0.2534,0.2498,0.3367,49.02
Minnesota,23,Sweden,100.26,78.32,82.07,103.45,0.3507,0.2899,0.2765,0.3153,26.06
Minnesota,24,Indonesia,86.11,81.28,98.28,102.51,0.3012,0.3008,0.3311,0.3125,4.3
Minnesota,25,Brazil,634.72,97.6,120.36,97.65,2.2202,0.3612,0.4055,0.2976,-18.87
Missouri,0,World,18517.84,17195.55,18822.79,20651.95,0.8235,0.786,0.8037,0.8122,9.72
Missouri,0,Top 25,17342.63,16073.52,17676.97,19425.06,93.6536,93.4749,93.9126,94.0592,9.89
Missouri,1,China,4822,4350.34,4723.4,4899.86,26.0398,25.2992,25.0941,23.7259,3.74
Missouri,2,Canada,3402.94,2956.14,3243.12,4232.97,18.3766,17.1913,17.2298,20.4967,30.52
Missouri,3,Mexico,3215.68,2683.04,3151.5,3558.46,17.3653,15.6031,16.743,17.2306,12.91
Missouri,4,Germany,1266.67,1352.7,1552.06,1445.61,6.8403,7.8666,8.2456,6.9999,-6.86
Missouri,5,United Arab Emirates,602.54,849.52,996.05,818.3,3.2538,4.9403,5.2917,3.9623,-17.85
Missouri,6,Taiwan,390.24,394.18,384.65,442.09,2.1074,2.2923,2.0435,2.1406,14.93
Missouri,7,Japan,287.4,370.41,361.1,418.87,1.552,2.1541,1.9184,2.0282,16
Missouri,8,India,395.23,345.55,352.01,407.27,2.1343,2.0095,1.8701,1.9721,15.7
Missouri,9,Belgium,443.14,386.93,376.71,338.01,2.393,2.2502,2.0013,1.6367,-10.27
Missouri,10,Italy,257.78,277.16,302.31,336.15,1.3921,1.6118,1.6061,1.6277,11.19
Missouri,11,France,278.71,257.8,359.28,317.72,1.5051,1.4992,1.9087,1.5384,-11.57
Missouri,12,United Kingdom,338.89,315.79,235.07,285.08,1.8301,1.8365,1.2489,1.3804,21.27
Missouri,13,Turkey,119.41,144.97,120.1,252.2,0.6448,0.8431,0.638,1.2212,110
Missouri,14,Netherlands,160.71,182.46,212.33,237.23,0.8678,1.0611,1.128,1.1487,11.73
Missouri,15,"Korea, South",228.07,186.88,226.76,234.82,1.2316,1.0868,1.2047,1.137,3.55
Missouri,16,Philippines,182.96,175.54,193.03,199.85,0.988,1.0209,1.0255,0.9677,3.53
Missouri,17,Thailand,100.13,91.28,133.25,137.49,0.5407,0.5308,0.7079,0.6658,3.18
Missouri,18,Switzerland,157.92,157.22,146.01,129.93,0.8528,0.9143,0.7757,0.6292,-11.01
Missouri,19,Finland,137.76,83.3,122.73,126.01,0.7439,0.4844,0.6521,0.6101,2.67
Missouri,20,Israel,162.03,113.86,100.47,123.09,0.875,0.6621,0.5338,0.596,22.52
Missouri,21,Vietnam,124.71,97.98,104.61,123.07,0.6735,0.5698,0.5558,0.5959,17.65
Missouri,22,Brazil,114.18,108.93,88.6,100.57,0.6166,0.6335,0.4707,0.487,13.5
Missouri,23,Spain,78.48,93.14,96.47,91.9,0.4238,0.5417,0.5125,0.445,-4.74
Missouri,24,Dominican Republic,27.3,46.6,29.86,89.95,0.1474,0.271,0.1586,0.4356,201.29
Missouri,25,Singapore,47.74,51.81,65.49,78.56,0.2578,0.3013,0.3479,0.3804,19.95
Mississippi,0,World,14078.39,13945.32,14989.36,16676.88,0.626,0.6375,0.64,0.6559,11.26
Mississippi,0,Top 25,12263.4,12383.07,13191.49,14956.24,87.108,88.7973,88.0057,89.6825,13.38
Mississippi,1,China,3913.51,4255.71,3884.63,4157.38,27.798,30.5171,25.9159,24.929,7.02
Mississippi,2,Mexico,1411.8,1547.14,1607.7,1573.48,10.0281,11.0944,10.7256,9.4351,-2.13
Mississippi,3,Venezuela,1220.34,1132.36,1392.46,1352.27,8.6682,8.12,9.2897,8.1086,-2.89
Mississippi,4,Canada,1075.5,908.71,900.24,953.54,7.6393,6.5163,6.0058,5.7177,5.92
Mississippi,5,Japan,834.25,888.47,810.99,866.3,5.9258,6.3711,5.4105,5.1946,6.82
Mississippi,6,Germany,665.18,645.56,740.47,748.61,4.7248,4.6293,4.94,4.4889,1.1
Mississippi,7,Belgium,154.09,77.88,69.25,637.53,1.0945,0.5584,0.462,3.8228,820.57
Mississippi,8,Vietnam,292.21,299.32,366.13,447.69,2.0756,2.1464,2.4426,2.6845,22.28
Mississippi,9,Taiwan,238.38,251.05,324.43,357.49,1.6932,1.8002,2.1644,2.1436,10.19
Mississippi,10,Brazil,310.46,295.51,481.46,335.89,2.2052,2.1191,3.212,2.0141,-30.23
Mississippi,11,Ireland,13.87,60.37,162.27,319.52,0.0985,0.4329,1.0825,1.916,96.91
Mississippi,12,Malaysia,253.06,273.86,337.88,317.4,1.7975,1.9638,2.2542,1.9032,-6.06
Mississippi,13,France,147.15,169.68,184.95,289.65,1.0452,1.2167,1.2339,1.7369,56.61
Mississippi,14,Russia,199.01,131.65,138.34,282.26,1.4136,0.944,0.9229,1.6925,104.03
Mississippi,15,United Kingdom,359.16,286.31,314.19,282.12,2.5511,2.0531,2.0961,1.6917,-10.21
Mississippi,16,Italy,187.53,199.55,245.76,273.72,1.332,1.4309,1.6396,1.6413,11.38
Mississippi,17,Ukraine,47.19,73.72,147.14,253.92,0.3352,0.5287,0.9816,1.5226,72.57
Mississippi,18,Nigeria,168.22,22.11,55.25,245.51,1.1949,0.1585,0.3686,1.4722,344.37
Mississippi,19,Bangladesh,185.86,196.11,181.87,225.96,1.3202,1.4062,1.2133,1.3549,24.24
Mississippi,20,Singapore,9.72,80.36,83.69,214.65,0.069,0.5762,0.5583,1.2871,156.49
Mississippi,21,"Korea, South",138.97,158.64,191.05,188.43,0.9871,1.1376,1.2746,1.1299,-1.37
Mississippi,22,Cote d'Ivoire,0.03,0.06,52.01,171.16,0.0002,0.0004,0.347,1.0264,229.07
Mississippi,23,Thailand,82.9,99.35,162.77,164.98,0.5888,0.7124,1.0859,0.9893,1.36
Mississippi,24,Honduras,141.55,153.48,157.35,154.76,1.0054,1.1005,1.0498,0.928,-1.65
Mississippi,25,India,213.46,176.11,199.2,142.01,1.5162,1.2629,1.329,0.8515,-28.71
Montana,0,World,4062.68,3489.04,4288,4699.27,0.1807,0.1595,0.1831,0.1848,9.59
Montana,0,Top 25,4039.85,3465.11,4262.37,4675.73,99.438,99.3139,99.4024,99.4991,9.7
Montana,1,Canada,3504.66,2876.41,3642.19,3996.4,86.2646,82.4412,84.9393,85.043,9.73
Montana,2,Germany,151.68,213.36,264.45,215.39,3.7336,6.115,6.1671,4.5834,-18.55
Montana,3,China,91.7,86.59,101.35,155.54,2.257,2.4819,2.3636,3.3098,53.46
Montana,4,Mexico,99.55,99.48,115.31,107.1,2.4503,2.8512,2.6892,2.2791,-7.12
Montana,5,Italy,30.56,94.27,19.06,42.51,0.7521,2.7019,0.4446,0.9047,123.01
Montana,6,France,12.84,10.15,17.49,35.68,0.3162,0.291,0.408,0.7592,103.95
Montana,7,Taiwan,22.75,8.4,17.81,21.41,0.56,0.2408,0.4152,0.4556,20.26
Montana,8,Japan,10.94,13.35,9.81,19.82,0.2694,0.3826,0.2287,0.4218,102.12
Montana,9,United Kingdom,50.37,25.21,11.69,14.94,1.2398,0.7225,0.2725,0.3179,27.83
Montana,10,Vietnam,2.11,2.8,5.61,10.44,0.052,0.0802,0.1308,0.2222,86.12
Montana,11,"Korea, South",12.36,5.08,17.24,9.48,0.3042,0.1457,0.4022,0.2017,-45.04
Montana,12,India,21.65,2.28,4.98,6.1,0.5329,0.0654,0.1161,0.1299,22.58
Montana,13,Australia,2.67,6.53,4.73,5.89,0.0658,0.1873,0.1103,0.1253,24.49
Montana,14,Philippines,12.07,5.23,4.02,5.23,0.297,0.15,0.0937,0.1113,30.22
Montana,15,Indonesia,0.45,0.57,0.82,3.83,0.011,0.0164,0.0191,0.0815,368.16
Montana,16,Switzerland,1.39,1.96,3.38,3.73,0.0342,0.0562,0.0789,0.0794,10.33
Montana,17,Netherlands,3.18,3.11,4.4,3.68,0.0782,0.0892,0.1026,0.0782,-16.46
Montana,18,Czech Republic,0.26,0.27,1.07,3.23,0.0064,0.0079,0.025,0.0688,202.08
Montana,19,Austria,1.34,4.01,3.11,2.68,0.0331,0.1149,0.0725,0.0569,-13.95
Montana,20,Singapore,0.34,0.5,1.05,2.29,0.0083,0.0144,0.0246,0.0487,116.88
Montana,21,Lithuania,2.09,2.42,2.86,2.22,0.0513,0.0693,0.0667,0.0473,-22.29
Montana,22,Finland,1.83,0.6,5.47,2.2,0.045,0.0173,0.1275,0.0467,-59.86
Montana,23,Norway,1.07,0.17,0.31,2.06,0.0263,0.005,0.0073,0.0438,557.5
Montana,24,Poland,0.33,0.4,0.96,2.04,0.0081,0.0115,0.0225,0.0435,111.93
Montana,25,Sweden,1.66,1.93,3.19,1.84,0.0409,0.0552,0.0744,0.0392,-42.19
North Carolina,0,World,51329.83,47052.35,47352.09,53429.74,2.2825,2.1509,2.0219,2.1012,12.84
North Carolina,0,Top 25,43440.86,39976.31,40835.11,46869.68,84.6308,84.9613,86.2372,87.7221,14.78
North Carolina,1,China,11084.59,10154.42,10221.28,11173.92,21.5948,21.5811,21.5857,20.9133,9.32
North Carolina,2,Mexico,4538.79,4582.43,4733.7,7696.57,8.8424,9.739,9.9968,14.405,62.59
North Carolina,3,Canada,3775.94,3356.78,3345.79,3633.57,7.3562,7.1341,7.0658,6.8007,8.6
North Carolina,4,Germany,3288.4,3028.67,4051.13,3350.8,6.4064,6.4368,8.5553,6.2714,-17.29
North Carolina,5,Japan,2935.43,2764.36,2664.99,2838.71,5.7188,5.8751,5.628,5.313,6.52
North Carolina,6,France,2168.97,1830.47,2121.56,2023.56,4.2256,3.8903,4.4804,3.7873,-4.62
North Carolina,7,United Kingdom,2736.91,1910.06,1339.48,1709.61,5.332,4.0594,2.8288,3.1997,27.63
North Carolina,8,Italy,1856.55,1623.09,1530.74,1672.27,3.6169,3.4495,3.2327,3.1298,9.25
North Carolina,9,Vietnam,1195.05,1363.92,1354.81,1490.95,2.3282,2.8987,2.8611,2.7905,10.05
North Carolina,10,India,1344.84,1259.53,1187.46,1369.1,2.62,2.6769,2.5077,2.5624,15.3
North Carolina,11,Singapore,559.87,439.96,227.72,1258.22,1.0907,0.935,0.4809,2.3549,452.54
North Carolina,12,Taiwan,883.62,833.24,877.27,947.87,1.7215,1.7709,1.8527,1.774,8.05
North Carolina,13,"Korea, South",634.62,583.28,736.42,870.53,1.2364,1.2396,1.5552,1.6293,18.21
North Carolina,14,Honduras,938.22,888.65,832.24,867.49,1.8278,1.8886,1.7576,1.6236,4.24
North Carolina,15,Dominican Republic,658.6,728.66,662.91,735.68,1.2831,1.5486,1.4,1.3769,10.98
North Carolina,16,Thailand,473.08,509.16,527,670.66,0.9216,1.0821,1.1129,1.2552,27.26
North Carolina,17,Turkey,395.79,427.06,443.83,582.44,0.7711,0.9076,0.9373,1.0901,31.23
North Carolina,18,El Salvador,545.33,544.14,565.28,572.76,1.0624,1.1565,1.1938,1.072,1.32
North Carolina,19,Indonesia,635.94,573.02,535.66,560.89,1.2389,1.2178,1.1312,1.0498,4.71
North Carolina,20,Brazil,809.96,730.53,622.91,521.7,1.5779,1.5526,1.3155,0.9764,-16.25
North Carolina,21,Austria,396.28,411.47,478.15,519.57,0.772,0.8745,1.0098,0.9724,8.66
North Carolina,22,Netherlands,630.82,497.58,675.15,468.34,1.2289,1.0575,1.4258,0.8766,-30.63
North Carolina,23,Sweden,272.46,242.64,262.46,462.92,0.5308,0.5157,0.5543,0.8664,76.38
North Carolina,24,Malaysia,446.18,423.17,407.62,451.41,0.8692,0.8994,0.8608,0.8449,10.74
North Carolina,25,Belgium,234.63,270.03,429.56,420.1,0.4571,0.5739,0.9072,0.7863,-2.2
North Dakota,0,World,3137.36,2561.93,2732.42,3387.45,0.1395,0.1171,0.1167,0.1332,23.97
North Dakota,0,Top 25,2950.86,2377.1,2616.06,3299.25,94.0555,92.7855,95.7415,97.3962,26.12
North Dakota,1,Canada,1923,1361.39,1548.08,2149.97,61.2936,53.1393,56.656,63.4687,38.88
North Dakota,2,China,118.2,211.17,104.3,171.67,3.7674,8.2426,3.8171,5.0677,64.59
North Dakota,3,Mexico,147.98,116.99,134.66,163.74,4.7167,4.5665,4.9282,4.8337,21.6
North Dakota,4,Germany,131.55,116.7,109.28,143.01,4.193,4.5551,3.9994,4.2216,30.86
North Dakota,5,"Korea, South",210.19,162.21,160.23,100.4,6.6997,6.3316,5.8639,2.9638,-37.34
North Dakota,6,India,73.82,75.88,77.6,83.52,2.353,2.9617,2.84,2.4656,7.63
North Dakota,7,France,69.02,69.56,56.51,82.35,2.1998,2.7151,2.0681,2.4312,45.74
North Dakota,8,Malaysia,0.49,0.52,30.8,65.97,0.0155,0.0205,1.1272,1.9474,114.17
North Dakota,9,Italy,24.99,28.82,33.23,40.72,0.7966,1.1249,1.2161,1.2022,22.56
North Dakota,10,Japan,36.87,31.59,45.84,35.77,1.1752,1.233,1.6776,1.056,-21.96
North Dakota,11,Taiwan,15.29,10.42,15.61,33.79,0.4874,0.4069,0.5714,0.9976,116.46
North Dakota,12,Saudi Arabia,43.7,34.48,56.14,31.51,1.3929,1.3457,2.0545,0.9302,-43.87
North Dakota,13,United Kingdom,45.38,70.77,42.09,31.15,1.4463,2.7624,1.5404,0.9196,-25.99
North Dakota,14,Australia,4.32,4.24,8.59,22.29,0.1376,0.1657,0.3144,0.658,159.44
North Dakota,15,Singapore,16.57,9.67,6.25,19.54,0.528,0.3774,0.2288,0.577,212.67
North Dakota,16,Qatar,5.14,1.29,108.91,18.51,0.164,0.0502,3.9859,0.5463,-83.01
North Dakota,17,Bolivia,21.59,10.69,17.23,16.3,0.6881,0.4173,0.6307,0.4813,-5.39
North Dakota,18,Switzerland,5.11,6.25,2.84,14.26,0.1629,0.2441,0.1041,0.4209,401.47
North Dakota,19,Thailand,7.38,5.77,6.93,14.07,0.2351,0.2253,0.2535,0.4153,103.08
North Dakota,20,Netherlands,3.49,10.56,4.89,13.64,0.1114,0.4122,0.179,0.4026,178.75
North Dakota,21,Denmark,12.82,4.31,9.29,12.57,0.4086,0.1681,0.3401,0.3711,35.27
North Dakota,22,Philippines,2.51,2.95,3.27,9.72,0.0801,0.1151,0.1196,0.2869,197.29
North Dakota,23,New Zealand,1.36,3.48,0.31,9.29,0.0433,0.136,0.0114,0.2743,2870.42
North Dakota,24,Vietnam,16.33,20.52,23.62,7.87,0.5205,0.8008,0.8645,0.2324,-66.67
North Dakota,25,Poland,13.77,6.87,9.55,7.61,0.4389,0.2681,0.3494,0.2248,-20.24
Nebraska,0,World,4135.86,3556.09,3754.49,4467.17,0.1839,0.1626,0.1603,0.1757,18.98
Nebraska,0,Top 25,3893.28,3388.05,3578.95,4302.4,94.1347,95.2744,95.3245,96.3115,20.21
Nebraska,1,China,1021.56,886.85,876.75,953.68,24.7002,24.9389,23.352,21.3486,8.77
Nebraska,2,Canada,950.27,723.87,824.02,944.76,22.9763,20.3558,21.9476,21.1489,14.65
Nebraska,3,Switzerland,66.21,144.43,251.44,357.61,1.6009,4.0614,6.6969,8.0054,42.23
