"","year","SITC","class","country","export","import"
"1","2015","0","FOOD AND LIVE ANIMALS","World Total",101534944489,98641915293
"2","2015","0","FOOD AND LIVE ANIMALS","Greenland",92558,2455174
"3","2015","0","FOOD AND LIVE ANIMALS","Canada",21552623317,21329125774
"4","2015","0","FOOD AND LIVE ANIMALS","St Pierre and Miquelon",0,166042
"5","2015","0","FOOD AND LIVE ANIMALS","Mexico",13994875704,18102964237
"6","2015","0","FOOD AND LIVE ANIMALS","Guatemala",902770144,1834308677
"7","2015","0","FOOD AND LIVE ANIMALS","Belize",46256826,57910458
"8","2015","0","FOOD AND LIVE ANIMALS","El Salvador",447411343,231689326
"9","2015","0","FOOD AND LIVE ANIMALS","Honduras",524618718,815493974
"10","2015","0","FOOD AND LIVE ANIMALS","Nicaragua",170944625,632042052
"11","2015","0","FOOD AND LIVE ANIMALS","Costa Rica",493931467,1486028408
"12","2015","0","FOOD AND LIVE ANIMALS","Panama",582003858,133144990
"13","2015","0","FOOD AND LIVE ANIMALS","Bermuda",88033532,57000
"14","2015","0","FOOD AND LIVE ANIMALS","Bahamas",235697001,48117834
"15","2015","0","FOOD AND LIVE ANIMALS","Cuba",132287287,0
"16","2015","0","FOOD AND LIVE ANIMALS","Jamaica",347164850,94851489
"17","2015","0","FOOD AND LIVE ANIMALS","Turks and Caicos Islands",23475566,3819520
"18","2015","0","FOOD AND LIVE ANIMALS","Cayman Islands",53167301,778953
"19","2015","0","FOOD AND LIVE ANIMALS","Haiti",329058297,21000590
"20","2015","0","FOOD AND LIVE ANIMALS","Dominican Republic",886495496,376101271
"21","2015","0","FOOD AND LIVE ANIMALS","Anguilla",5228869,89486
"22","2015","0","FOOD AND LIVE ANIMALS","British Virgin Islands",21272396,11678
"23","2015","0","FOOD AND LIVE ANIMALS","St Kitts and Nevis",15533864,380285
"24","2015","0","FOOD AND LIVE ANIMALS","Antigua and Barbuda",25723841,8389
"25","2015","0","FOOD AND LIVE ANIMALS","Montserrat",592800,0
"26","2015","0","FOOD AND LIVE ANIMALS","Dominica",8912430,100727
"27","2015","0","FOOD AND LIVE ANIMALS","St Lucia",32300618,820155
"28","2015","0","FOOD AND LIVE ANIMALS","St Vincent and the Grenadines",22297942,276746
"29","2015","0","FOOD AND LIVE ANIMALS","Grenada",16983002,7738510
"30","2015","0","FOOD AND LIVE ANIMALS","Barbados",85833706,9066560
"31","2015","0","FOOD AND LIVE ANIMALS","Trinidad and Tobago",345745895,60215651
"32","2015","0","FOOD AND LIVE ANIMALS","Sint Maarten",61477375,3000
"33","2015","0","FOOD AND LIVE ANIMALS","Curacao",57389708,0
"34","2015","0","FOOD AND LIVE ANIMALS","Aruba",67206377,0
"35","2015","0","FOOD AND LIVE ANIMALS","Guadeloupe",3555958,11333
"36","2015","0","FOOD AND LIVE ANIMALS","Martinique",2212791,32279
"37","2015","0","FOOD AND LIVE ANIMALS","Colombia",2025398253,1807594228
"38","2015","0","FOOD AND LIVE ANIMALS","Venezuela",519670734,60582348
"39","2015","0","FOOD AND LIVE ANIMALS","Guyana",64874223,73628126
"40","2015","0","FOOD AND LIVE ANIMALS","Suriname",47936605,29777859
"41","2015","0","FOOD AND LIVE ANIMALS","French Guiana",1316764,0
"42","2015","0","FOOD AND LIVE ANIMALS","Ecuador",322816282,1888044813
"43","2015","0","FOOD AND LIVE ANIMALS","Peru",767067573,1830326111
"44","2015","0","FOOD AND LIVE ANIMALS","Bolivia",30020706,116963246
"45","2015","0","FOOD AND LIVE ANIMALS","Chile",655440481,3824391505
"46","2015","0","FOOD AND LIVE ANIMALS","Brazil",473562823,2970275155
"47","2015","0","FOOD AND LIVE ANIMALS","Paraguay",10525647,57832304
"48","2015","0","FOOD AND LIVE ANIMALS","Uruguay",47380911,379172882
"49","2015","0","FOOD AND LIVE ANIMALS","Argentina",64309358,974546626
"50","2015","0","FOOD AND LIVE ANIMALS","Falkland Islands (Islas Malvinas)",13741,12893604
"51","2015","0","FOOD AND LIVE ANIMALS","Iceland",30049187,167340994
"52","2015","0","FOOD AND LIVE ANIMALS","Sweden",149700343,105782841
"53","2015","0","FOOD AND LIVE ANIMALS","Svalbard, Jan Mayen Island",88000,0
"54","2015","0","FOOD AND LIVE ANIMALS","Norway",109653889,526463641
"55","2015","0","FOOD AND LIVE ANIMALS","Finland",22285263,44432222
"56","2015","0","FOOD AND LIVE ANIMALS","Faroe Islands",0,91408701
"57","2015","0","FOOD AND LIVE ANIMALS","Denmark",214206562,394324393
"58","2015","0","FOOD AND LIVE ANIMALS","United Kingdom",1312823650,618711174
"59","2015","0","FOOD AND LIVE ANIMALS","Ireland",251619915,354614729
"60","2015","0","FOOD AND LIVE ANIMALS","Netherlands",1635609131,765914383
"61","2015","0","FOOD AND LIVE ANIMALS","Belgium",536550912,327558127
"62","2015","0","FOOD AND LIVE ANIMALS","Luxembourg",21925677,1508364
"63","2015","0","FOOD AND LIVE ANIMALS","Monaco",308001,311069
"64","2015","0","FOOD AND LIVE ANIMALS","France",410680181,754911691
"65","2015","0","FOOD AND LIVE ANIMALS","Germany",1284129684,1206680943
"66","2015","0","FOOD AND LIVE ANIMALS","Austria",12847144,60205335
"67","2015","0","FOOD AND LIVE ANIMALS","Czech Republic",17049978,21657985
"68","2015","0","FOOD AND LIVE ANIMALS","Slovakia",2538266,2400396
"69","2015","0","FOOD AND LIVE ANIMALS","Hungary",24279528,19971062
"70","2015","0","FOOD AND LIVE ANIMALS","Liechtenstein",6805,0
"71","2015","0","FOOD AND LIVE ANIMALS","Switzerland",132138683,390919597
"72","2015","0","FOOD AND LIVE ANIMALS","Estonia",19837108,9462376
"73","2015","0","FOOD AND LIVE ANIMALS","Latvia",18260140,8274960
"74","2015","0","FOOD AND LIVE ANIMALS","Lithuania",79642406,47819795
"75","2015","0","FOOD AND LIVE ANIMALS","Poland",91380852,348178062
"76","2015","0","FOOD AND LIVE ANIMALS","Russia",137931658,342676591
"77","2015","0","FOOD AND LIVE ANIMALS","Belarus",2042751,2783914
"78","2015","0","FOOD AND LIVE ANIMALS","Ukraine",57136820,53922050
"79","2015","0","FOOD AND LIVE ANIMALS","Armenia",3972714,2443216
"80","2015","0","FOOD AND LIVE ANIMALS","Azerbaijan",5546914,515405
"81","2015","0","FOOD AND LIVE ANIMALS","Georgia",67312144,1997901
"82","2015","0","FOOD AND LIVE ANIMALS","Kazakhstan",51901194,5055027
"83","2015","0","FOOD AND LIVE ANIMALS","Kyrgyzstan",2787900,31752
"84","2015","0","FOOD AND LIVE ANIMALS","Moldova",1991504,7592969
"85","2015","0","FOOD AND LIVE ANIMALS","Tajikistan",4045169,415328
"86","2015","0","FOOD AND LIVE ANIMALS","Turkmenistan",7165644,54432
"87","2015","0","FOOD AND LIVE ANIMALS","Uzbekistan",640561,3876965
"88","2015","0","FOOD AND LIVE ANIMALS","Spain",1249804039,998646641
"89","2015","0","FOOD AND LIVE ANIMALS","Portugal",72207147,49620288
"90","2015","0","FOOD AND LIVE ANIMALS","Gibraltar",180064,0
"91","2015","0","FOOD AND LIVE ANIMALS","Malta",3443147,967375
"92","2015","0","FOOD AND LIVE ANIMALS","San Marino",148969,38339
"93","2015","0","FOOD AND LIVE ANIMALS","Vatican City",549628,0
"94","2015","0","FOOD AND LIVE ANIMALS","Italy",856502198,1605856877
"95","2015","0","FOOD AND LIVE ANIMALS","Croatia",18318825,29469087
"96","2015","0","FOOD AND LIVE ANIMALS","Slovenia",3176206,2197999
"97","2015","0","FOOD AND LIVE ANIMALS","Bosnia and Herzegovina",2250320,3025476
"98","2015","0","FOOD AND LIVE ANIMALS","Macedonia",2626243,9399771
"99","2015","0","FOOD AND LIVE ANIMALS","Serbia",6282393,28337221
"100","2015","0","FOOD AND LIVE ANIMALS","Kosovo",5758368,141829
"101","2015","0","FOOD AND LIVE ANIMALS","Montenegro",1039286,3696
"102","2015","0","FOOD AND LIVE ANIMALS","Albania",8788864,1228243
"103","2015","0","FOOD AND LIVE ANIMALS","Greece",54550674,293652529
"104","2015","0","FOOD AND LIVE ANIMALS","Romania",9869859,115728023
"105","2015","0","FOOD AND LIVE ANIMALS","Bulgaria",13021844,43237037
"106","2015","0","FOOD AND LIVE ANIMALS","Turkey",560495256,555970625
"107","2015","0","FOOD AND LIVE ANIMALS","Cyprus",7516331,6153699
"108","2015","0","FOOD AND LIVE ANIMALS","Syria",76591,2800533
"109","2015","0","FOOD AND LIVE ANIMALS","Lebanon",81313154,23381588
"110","2015","0","FOOD AND LIVE ANIMALS","Iraq",164659490,114622
"111","2015","0","FOOD AND LIVE ANIMALS","Iran",101566894,0
"112","2015","0","FOOD AND LIVE ANIMALS","Israel",432023234,247378050
"113","2015","0","FOOD AND LIVE ANIMALS","West Bank Administered by Israel",27600,766283
"114","2015","0","FOOD AND LIVE ANIMALS","Jordan",216800497,10628553
"115","2015","0","FOOD AND LIVE ANIMALS","Kuwait",197686879,57917
"116","2015","0","FOOD AND LIVE ANIMALS","Saudi Arabia",987903120,4652060
"117","2015","0","FOOD AND LIVE ANIMALS","Qatar",71581876,125000
"118","2015","0","FOOD AND LIVE ANIMALS","United Arab Emirates",1235667379,22401666
"119","2015","0","FOOD AND LIVE ANIMALS","Yemen",99747729,1467724
"120","2015","0","FOOD AND LIVE ANIMALS","Oman",41486200,3622133
"121","2015","0","FOOD AND LIVE ANIMALS","Bahrain",56197184,800282
"122","2015","0","FOOD AND LIVE ANIMALS","Afghanistan",32129813,996195
"123","2015","0","FOOD AND LIVE ANIMALS","India",983480527,2634964343
"124","2015","0","FOOD AND LIVE ANIMALS","Pakistan",163443748,115254966
"125","2015","0","FOOD AND LIVE ANIMALS","Nepal",627388,3513601
"126","2015","0","FOOD AND LIVE ANIMALS","Bangladesh",93810660,48082252
"127","2015","0","FOOD AND LIVE ANIMALS","Sri Lanka",118011208,151334490
"128","2015","0","FOOD AND LIVE ANIMALS","Burma",17269451,46669898
"129","2015","0","FOOD AND LIVE ANIMALS","Thailand",1076166453,3048167545
"130","2015","0","FOOD AND LIVE ANIMALS","Vietnam",1183368307,3096497421
"131","2015","0","FOOD AND LIVE ANIMALS","Laos",740031,5560891
"132","2015","0","FOOD AND LIVE ANIMALS","Cambodia",26346145,23311374
"133","2015","0","FOOD AND LIVE ANIMALS","Malaysia",614893340,330957165
"134","2015","0","FOOD AND LIVE ANIMALS","Singapore",545910698,85767006
"135","2015","0","FOOD AND LIVE ANIMALS","Indonesia",976762273,2769579016
"136","2015","0","FOOD AND LIVE ANIMALS","Timor-Leste",867547,3051927
"137","2015","0","FOOD AND LIVE ANIMALS","Brunei",4755095,327467
"138","2015","0","FOOD AND LIVE ANIMALS","Philippines",1899878122,713101358
"139","2015","0","FOOD AND LIVE ANIMALS","Macau",6444439,772387
"140","2015","0","FOOD AND LIVE ANIMALS","Maldives",771802,20527753
"141","2015","0","FOOD AND LIVE ANIMALS","China",7675422336,5573659420
"142","2015","0","FOOD AND LIVE ANIMALS","Mongolia",4313981,1318028
"143","2015","0","FOOD AND LIVE ANIMALS","Korea, North",528899,0
"144","2015","0","FOOD AND LIVE ANIMALS","Korea, South",5450182121,509586453
"145","2015","0","FOOD AND LIVE ANIMALS","Hong Kong",3403281345,96127949
"146","2015","0","FOOD AND LIVE ANIMALS","Taiwan",2307603575,366723898
"147","2015","0","FOOD AND LIVE ANIMALS","Japan",10467312489,639417515
"148","2015","0","FOOD AND LIVE ANIMALS","Australia",1278040332,3517118378
"149","2015","0","FOOD AND LIVE ANIMALS","Cocos (Keeling) Islands",0,12060
"150","2015","0","FOOD AND LIVE ANIMALS","Papua New Guinea",40303239,77388711
"151","2015","0","FOOD AND LIVE ANIMALS","New Zealand",373185188,2173531475
"152","2015","0","FOOD AND LIVE ANIMALS","Cook Islands",2276209,2838
"153","2015","0","FOOD AND LIVE ANIMALS","Tokelau",39733,10013
"154","2015","0","FOOD AND LIVE ANIMALS","Samoa",13365867,2606780
"155","2015","0","FOOD AND LIVE ANIMALS","Solomon Islands",138480,2863635
"156","2015","0","FOOD AND LIVE ANIMALS","Vanuatu",15124,1322884
"157","2015","0","FOOD AND LIVE ANIMALS","Kiribati",56129,2511929
"158","2015","0","FOOD AND LIVE ANIMALS","Tuvalu",468375,0
"159","2015","0","FOOD AND LIVE ANIMALS","New Caledonia",7258654,390097
"160","2015","0","FOOD AND LIVE ANIMALS","French Polynesia",49742782,13647833
"161","2015","0","FOOD AND LIVE ANIMALS","Marshall Islands",12256003,9820608
"162","2015","0","FOOD AND LIVE ANIMALS","Micronesia",18744722,32761
"163","2015","0","FOOD AND LIVE ANIMALS","Palau",10080640,90352
"164","2015","0","FOOD AND LIVE ANIMALS","Nauru",89168,0
"165","2015","0","FOOD AND LIVE ANIMALS","Fiji",3719535,98686484
"166","2015","0","FOOD AND LIVE ANIMALS","Tonga",9596396,1557726
"167","2015","0","FOOD AND LIVE ANIMALS","Morocco",167656774,199759801
"168","2015","0","FOOD AND LIVE ANIMALS","Algeria",124967476,2309752
"169","2015","0","FOOD AND LIVE ANIMALS","Tunisia",45019950,30596733
"170","2015","0","FOOD AND LIVE ANIMALS","Libya",74369667,0
"171","2015","0","FOOD AND LIVE ANIMALS","Egypt",783730271,74783783
"172","2015","0","FOOD AND LIVE ANIMALS","Sudan",47973470,0
"173","2015","0","FOOD AND LIVE ANIMALS","South Sudan",6575364,11290
"174","2015","0","FOOD AND LIVE ANIMALS","Western Sahara",15047,0
"175","2015","0","FOOD AND LIVE ANIMALS","Equatorial Guinea",11170617,5285
"176","2015","0","FOOD AND LIVE ANIMALS","Mauritania",19416311,495184
"177","2015","0","FOOD AND LIVE ANIMALS","Cameroon",24612312,15518270
"178","2015","0","FOOD AND LIVE ANIMALS","Senegal",3275425,3691509
"179","2015","0","FOOD AND LIVE ANIMALS","Mali",2613387,123318
"180","2015","0","FOOD AND LIVE ANIMALS","Guinea",8025362,565282
"181","2015","0","FOOD AND LIVE ANIMALS","Sierra Leone",22086876,662276
"182","2015","0","FOOD AND LIVE ANIMALS","Cote d'Ivoire",7838393,942540409
"183","2015","0","FOOD AND LIVE ANIMALS","Ghana",69329199,234440717
"184","2015","0","FOOD AND LIVE ANIMALS","Gambia",17544728,402150
"185","2015","0","FOOD AND LIVE ANIMALS","Niger",3956802,3450
"186","2015","0","FOOD AND LIVE ANIMALS","Togo",15538844,2695964
"187","2015","0","FOOD AND LIVE ANIMALS","Nigeria",620353156,30133368
"188","2015","0","FOOD AND LIVE ANIMALS","Central African Republic",735201,0
"189","2015","0","FOOD AND LIVE ANIMALS","Gabon",31090291,0
"190","2015","0","FOOD AND LIVE ANIMALS","Chad",2973366,0
"191","2015","0","FOOD AND LIVE ANIMALS","St Helena",55254,14353268
"192","2015","0","FOOD AND LIVE ANIMALS","Burkina Faso",5348878,502666
"193","2015","0","FOOD AND LIVE ANIMALS","Benin",31777177,4013561
"194","2015","0","FOOD AND LIVE ANIMALS","Angola",126493467,0
"195","2015","0","FOOD AND LIVE ANIMALS","Congo (Brazzaville)",35582157,1570156
"196","2015","0","FOOD AND LIVE ANIMALS","Guinea-Bissau",940497,11060
"197","2015","0","FOOD AND LIVE ANIMALS","Cabo Verde",2127894,960212
"198","2015","0","FOOD AND LIVE ANIMALS","Sao Tome and Principe",52004,65330
"199","2015","0","FOOD AND LIVE ANIMALS","Liberia",22615307,27574
"200","2015","0","FOOD AND LIVE ANIMALS","Congo (Kinshasa)",24432216,8081598
"201","2015","0","FOOD AND LIVE ANIMALS","Burundi",3028729,8396510
"202","2015","0","FOOD AND LIVE ANIMALS","Rwanda",20250,24015936
"203","2015","0","FOOD AND LIVE ANIMALS","Somalia",11970844,0
"204","2015","0","FOOD AND LIVE ANIMALS","Eritrea",50238,0
"205","2015","0","FOOD AND LIVE ANIMALS","Ethiopia",85412484,128791983
"206","2015","0","FOOD AND LIVE ANIMALS","Djibouti",43783547,1679964
"207","2015","0","FOOD AND LIVE ANIMALS","Uganda",1143709,27538717
"208","2015","0","FOOD AND LIVE ANIMALS","Kenya",53330644,125415219
"209","2015","0","FOOD AND LIVE ANIMALS","Seychelles",1190617,83983
"210","2015","0","FOOD AND LIVE ANIMALS","British Indian Ocean Territories",67141,0
"211","2015","0","FOOD AND LIVE ANIMALS","Tanzania",30700441,34423168
"212","2015","0","FOOD AND LIVE ANIMALS","Mauritius",2661806,58416364
"213","2015","0","FOOD AND LIVE ANIMALS","Mozambique",6696839,25864966
"214","2015","0","FOOD AND LIVE ANIMALS","Madagascar",3679069,126924982
"215","2015","0","FOOD AND LIVE ANIMALS","Mayotte",1192584,0
"216","2015","0","FOOD AND LIVE ANIMALS","Comoros",347759,1066340
"217","2015","0","FOOD AND LIVE ANIMALS","Reunion",754898,16498593
"218","2015","0","FOOD AND LIVE ANIMALS","French Southern and Antarctic Lands",677762,0
"219","2015","0","FOOD AND LIVE ANIMALS","South Africa",141148845,226439090
"220","2015","0","FOOD AND LIVE ANIMALS","Namibia",9024480,254157
"221","2015","0","FOOD AND LIVE ANIMALS","Botswana",56324,0
"222","2015","0","FOOD AND LIVE ANIMALS","Zambia",47044,218473
"223","2015","0","FOOD AND LIVE ANIMALS","Eswatini",1009491,14568160
"224","2015","0","FOOD AND LIVE ANIMALS","Zimbabwe",4369823,10059987
"225","2015","0","FOOD AND LIVE ANIMALS","Malawi",1710259,29140922
"226","2015","0","FOOD AND LIVE ANIMALS","Lesotho",14024,0
"227","2015","1","BEVERAGES AND TOBACCO","World Total",7798541862,22602852194
"228","2015","1","BEVERAGES AND TOBACCO","Canada",2136810546,808646931
"229","2015","1","BEVERAGES AND TOBACCO","Mexico",523538457,4359526087
"230","2015","1","BEVERAGES AND TOBACCO","Guatemala",8065991,52784198
"231","2015","1","BEVERAGES AND TOBACCO","Belize",10244326,94604
"232","2015","1","BEVERAGES AND TOBACCO","El Salvador",3078273,12236586
"233","2015","1","BEVERAGES AND TOBACCO","Honduras",11649323,92210868
"234","2015","1","BEVERAGES AND TOBACCO","Nicaragua",6757190,147521341
"235","2015","1","BEVERAGES AND TOBACCO","Costa Rica",14503002,2413954
"236","2015","1","BEVERAGES AND TOBACCO","Panama",252373951,10634551
"237","2015","1","BEVERAGES AND TOBACCO","Bermuda",13409783,1885404
"238","2015","1","BEVERAGES AND TOBACCO","Bahamas",35207832,1001228
"239","2015","1","BEVERAGES AND TOBACCO","Cuba",77395,0
"240","2015","1","BEVERAGES AND TOBACCO","Jamaica",19114140,24926553
"241","2015","1","BEVERAGES AND TOBACCO","Turks and Caicos Islands",7283028,0
"242","2015","1","BEVERAGES AND TOBACCO","Cayman Islands",14977552,27463
"243","2015","1","BEVERAGES AND TOBACCO","Haiti",4228107,3649435
"244","2015","1","BEVERAGES AND TOBACCO","Dominican Republic",202655105,650158901
"245","2015","1","BEVERAGES AND TOBACCO","Anguilla",1842257,3006795
"246","2015","1","BEVERAGES AND TOBACCO","British Virgin Islands",6995405,8306
"247","2015","1","BEVERAGES AND TOBACCO","St Kitts and Nevis",2698153,538224
"248","2015","1","BEVERAGES AND TOBACCO","Antigua and Barbuda",4389701,103439
"249","2015","1","BEVERAGES AND TOBACCO","Montserrat",75775,0
"250","2015","1","BEVERAGES AND TOBACCO","Dominica",546411,0
"251","2015","1","BEVERAGES AND TOBACCO","St Lucia",2912699,194473
"252","2015","1","BEVERAGES AND TOBACCO","St Vincent and the Grenadines",648090,75370
"253","2015","1","BEVERAGES AND TOBACCO","Grenada",1700532,27405
"254","2015","1","BEVERAGES AND TOBACCO","Barbados",7427742,20051181
"255","2015","1","BEVERAGES AND TOBACCO","Trinidad and Tobago",30115081,10602838
"256","2015","1","BEVERAGES AND TOBACCO","Sint Maarten",13987271,299591
"257","2015","1","BEVERAGES AND TOBACCO","Curacao",12361751,493744
"258","2015","1","BEVERAGES AND TOBACCO","Aruba",13806080,0
"259","2015","1","BEVERAGES AND TOBACCO","Guadeloupe",816423,95286
"260","2015","1","BEVERAGES AND TOBACCO","Martinique",549823,868933
"261","2015","1","BEVERAGES AND TOBACCO","Colombia",35286906,10554507
"262","2015","1","BEVERAGES AND TOBACCO","Venezuela",785741,3756323
"263","2015","1","BEVERAGES AND TOBACCO","Guyana",2654788,5336489
"264","2015","1","BEVERAGES AND TOBACCO","Suriname",2843190,171520
"265","2015","1","BEVERAGES AND TOBACCO","French Guiana",127519,0
"266","2015","1","BEVERAGES AND TOBACCO","Ecuador",3607741,7787876
"267","2015","1","BEVERAGES AND TOBACCO","Peru",9575466,6841788
"268","2015","1","BEVERAGES AND TOBACCO","Bolivia",667902,135744
"269","2015","1","BEVERAGES AND TOBACCO","Chile",75360410,292355621
"270","2015","1","BEVERAGES AND TOBACCO","Brazil",28114516,296948876
"271","2015","1","BEVERAGES AND TOBACCO","Paraguay",27310864,1995080
"272","2015","1","BEVERAGES AND TOBACCO","Uruguay",9139138,1713765
"273","2015","1","BEVERAGES AND TOBACCO","Argentina",7809798,363125194
"274","2015","1","BEVERAGES AND TOBACCO","Iceland",1534335,13309499
"275","2015","1","BEVERAGES AND TOBACCO","Sweden",64572968,298445809
"276","2015","1","BEVERAGES AND TOBACCO","Norway",10431332,19265894
"277","2015","1","BEVERAGES AND TOBACCO","Finland",13541246,19219289
"278","2015","1","BEVERAGES AND TOBACCO","Denmark",39401698,20829370
"279","2015","1","BEVERAGES AND TOBACCO","United Kingdom",548021858,1913958678
"280","2015","1","BEVERAGES AND TOBACCO","Ireland",13528192,742688304
"281","2015","1","BEVERAGES AND TOBACCO","Netherlands",234459891,1152190956
"282","2015","1","BEVERAGES AND TOBACCO","Belgium",86764171,394461931
"283","2015","1","BEVERAGES AND TOBACCO","Luxembourg",3182360,51061
"284","2015","1","BEVERAGES AND TOBACCO","Andorra",30527,0
"285","2015","1","BEVERAGES AND TOBACCO","France",140412233,3780999219
"286","2015","1","BEVERAGES AND TOBACCO","Germany",290736156,378166550
"287","2015","1","BEVERAGES AND TOBACCO","Austria",8503356,626596598
"288","2015","1","BEVERAGES AND TOBACCO","Czech Republic",7909338,9476574
"289","2015","1","BEVERAGES AND TOBACCO","Slovakia",2596289,989624
"290","2015","1","BEVERAGES AND TOBACCO","Hungary",5209627,3759533
"291","2015","1","BEVERAGES AND TOBACCO","Switzerland",302485165,942192678
"292","2015","1","BEVERAGES AND TOBACCO","Estonia",2378368,422005
"293","2015","1","BEVERAGES AND TOBACCO","Latvia",46903797,137421644
"294","2015","1","BEVERAGES AND TOBACCO","Lithuania",13976296,972033
"295","2015","1","BEVERAGES AND TOBACCO","Poland",99879230,98106363
"296","2015","1","BEVERAGES AND TOBACCO","Russia",60368993,24129167
"297","2015","1","BEVERAGES AND TOBACCO","Belarus",276308,368877
"298","2015","1","BEVERAGES AND TOBACCO","Ukraine",9777054,3248149
"299","2015","1","BEVERAGES AND TOBACCO","Armenia",146223,4391751
"300","2015","1","BEVERAGES AND TOBACCO","Azerbaijan",582935,36175
"301","2015","1","BEVERAGES AND TOBACCO","Georgia",6578719,2845071
"302","2015","1","BEVERAGES AND TOBACCO","Kazakhstan",1165214,0
"303","2015","1","BEVERAGES AND TOBACCO","Kyrgyzstan",24682,146152
"304","2015","1","BEVERAGES AND TOBACCO","Moldova",478913,11986912
"305","2015","1","BEVERAGES AND TOBACCO","Tajikistan",1006528,2367
"306","2015","1","BEVERAGES AND TOBACCO","Uzbekistan",1702511,362624
"307","2015","1","BEVERAGES AND TOBACCO","Spain",91943571,373950125
"308","2015","1","BEVERAGES AND TOBACCO","Portugal",20263322,99464119
"309","2015","1","BEVERAGES AND TOBACCO","Gibraltar",84633,0
"310","2015","1","BEVERAGES AND TOBACCO","Malta",1735798,0
"311","2015","1","BEVERAGES AND TOBACCO","Vatican City",177170,0
"312","2015","1","BEVERAGES AND TOBACCO","Italy",71614085,2166894602
"313","2015","1","BEVERAGES AND TOBACCO","Croatia",3619931,2500143
"314","2015","1","BEVERAGES AND TOBACCO","Slovenia",4270880,4025833
"315","2015","1","BEVERAGES AND TOBACCO","Bosnia and Herzegovina",0,524259
"316","2015","1","BEVERAGES AND TOBACCO","Macedonia",0,25799245
"317","2015","1","BEVERAGES AND TOBACCO","Serbia",13926307,1847949
"318","2015","1","BEVERAGES AND TOBACCO","Kosovo",0,4233
"319","2015","1","BEVERAGES AND TOBACCO","Montenegro",3636,241377
"320","2015","1","BEVERAGES AND TOBACCO","Albania",12600,51950
"321","2015","1","BEVERAGES AND TOBACCO","Greece",16353746,36346409
"322","2015","1","BEVERAGES AND TOBACCO","Romania",27818322,2107018
"323","2015","1","BEVERAGES AND TOBACCO","Bulgaria",7112111,20886494
"324","2015","1","BEVERAGES AND TOBACCO","Turkey",63582035,168795785
"325","2015","1","BEVERAGES AND TOBACCO","Cyprus",1546103,1001206
"326","2015","1","BEVERAGES AND TOBACCO","Lebanon",4211968,4711199
"327","2015","1","BEVERAGES AND TOBACCO","Iraq",648973,0
"328","2015","1","BEVERAGES AND TOBACCO","Israel",12294399,25804668
"329","2015","1","BEVERAGES AND TOBACCO","West Bank Administered by Israel",0,7255
"330","2015","1","BEVERAGES AND TOBACCO","Jordan",3529251,4260109
"331","2015","1","BEVERAGES AND TOBACCO","Kuwait",1509430,45253
"332","2015","1","BEVERAGES AND TOBACCO","Saudi Arabia",4680461,113115
"333","2015","1","BEVERAGES AND TOBACCO","Qatar",1479466,0
"334","2015","1","BEVERAGES AND TOBACCO","United Arab Emirates",50097065,21499283
"335","2015","1","BEVERAGES AND TOBACCO","Yemen",31960,0
"336","2015","1","BEVERAGES AND TOBACCO","Oman",673657,0
"337","2015","1","BEVERAGES AND TOBACCO","Bahrain",1982564,0
"338","2015","1","BEVERAGES AND TOBACCO","Afghanistan",756634,61741
"339","2015","1","BEVERAGES AND TOBACCO","India",8064069,48143498
"340","2015","1","BEVERAGES AND TOBACCO","Pakistan",399409,1981942
"341","2015","1","BEVERAGES AND TOBACCO","Nepal",0,13450
"342","2015","1","BEVERAGES AND TOBACCO","Bangladesh",1134609,17093496
"343","2015","1","BEVERAGES AND TOBACCO","Sri Lanka",2441681,9998638
"344","2015","1","BEVERAGES AND TOBACCO","Burma",180114,38625
"345","2015","1","BEVERAGES AND TOBACCO","Thailand",43833387,209231306
"346","2015","1","BEVERAGES AND TOBACCO","Vietnam",86772735,7662255
"347","2015","1","BEVERAGES AND TOBACCO","Laos",125039,254090
"348","2015","1","BEVERAGES AND TOBACCO","Cambodia",4364880,0
"349","2015","1","BEVERAGES AND TOBACCO","Malaysia",7459725,14108030
"350","2015","1","BEVERAGES AND TOBACCO","Singapore",67289637,2322024
"351","2015","1","BEVERAGES AND TOBACCO","Indonesia",63462559,49908416
"352","2015","1","BEVERAGES AND TOBACCO","Brunei",3959,0
"353","2015","1","BEVERAGES AND TOBACCO","Philippines",37265410,91215870
"354","2015","1","BEVERAGES AND TOBACCO","Macau",1558923,0
"355","2015","1","BEVERAGES AND TOBACCO","Maldives",145690,0
"356","2015","1","BEVERAGES AND TOBACCO","China",302875332,66723524
"357","2015","1","BEVERAGES AND TOBACCO","Mongolia",519510,24755
"358","2015","1","BEVERAGES AND TOBACCO","Korea, South",92125887,179335873
"359","2015","1","BEVERAGES AND TOBACCO","Hong Kong",146390822,8177287
"360","2015","1","BEVERAGES AND TOBACCO","Taiwan",94746320,34222542
"361","2015","1","BEVERAGES AND TOBACCO","Japan",547530457,102476037
"362","2015","1","BEVERAGES AND TOBACCO","Australia",181607696,445418391
"363","2015","1","BEVERAGES AND TOBACCO","Cocos (Keeling) Islands",180000,0
"364","2015","1","BEVERAGES AND TOBACCO","Heard and McDonald Islands",9091,0
"365","2015","1","BEVERAGES AND TOBACCO","Papua New Guinea",22739,0
"366","2015","1","BEVERAGES AND TOBACCO","New Zealand",29961020,375002551
"367","2015","1","BEVERAGES AND TOBACCO","Cook Islands",137649,0
