,statename,rank,countryd,val2015,val2016,val2017,val2018,val2019,val2020,share15,share16,share17,share18,share19,share20,change
189,District of Columbia,0,Top 25,1012.76,1249.64,1419.47,2654.72,3598.64,2728.24,93.0834,93.91,95.7111,97.3737,97.5242,98.2908,87.02
190,District of Columbia,1,Qatar,1.68,1.29,8.85,703.64,1874.37,898.83,0.1548,0.0966,0.597,25.8093,50.7958,32.3823,7846.58
191,District of Columbia,2,United Arab Emirates,686.39,711.2,238.96,672.52,371.03,436.18,63.0865,53.4467,16.1123,24.6678,10.055,15.7145,181.44
192,District of Columbia,3,United Kingdom,13.96,18.21,42.46,456.58,518.87,601.64,1.2833,1.3684,2.8632,16.7473,14.0615,21.6753,975.25
193,District of Columbia,4,Kuwait,25.24,109.59,788.77,146.44,300.05,18.84,2.3195,8.2355,53.1849,5.3713,8.1315,0.6789,-81.43
194,District of Columbia,5,Egypt,0.16,10.79,22.87,129.47,148.42,257.6,0.0143,0.8112,1.5421,4.749,4.0223,9.2806,466.11
195,District of Columbia,6,Morocco,47.35,79.32,81.45,95.33,75.36,70.95,4.3522,5.961,5.492,3.4966,2.0423,2.5561,17.04
196,District of Columbia,7,France,2.08,6.18,21.35,94.94,20.81,33.51,0.1909,0.4645,1.4395,3.4824,0.5639,1.2073,344.72
197,District of Columbia,8,Germany,5.09,3.51,2.91,43.48,13.42,17.27,0.4677,0.264,0.1964,1.5947,0.3636,0.6223,1392.82
198,District of Columbia,9,Bahrain,41.19,28.97,29.07,42.22,68.49,6.87,3.7859,2.177,1.9602,1.5485,1.8562,0.2474,45.22
199,District of Columbia,10,Norway,25.82,55.21,33.58,39.21,37.12,15.95,2.3732,4.1493,2.2641,1.4381,1.006,0.5745,16.76
200,District of Columbia,11,Brazil,25.71,47.76,29.49,31.72,27.93,28.09,2.3634,3.5895,1.9882,1.1635,0.757,1.0122,7.57
201,District of Columbia,12,Italy,17.39,0.2,3.3,28.79,22.59,6.82,1.5981,0.015,0.2224,1.0559,0.6123,0.2456,772.82
202,District of Columbia,14,Switzerland,9.72,116.96,26.6,21.23,16.92,11.77,0.8935,8.7896,1.7933,0.7789,0.4584,0.4239,-20.16
203,District of Columbia,15,Oman,72.29,30.15,25.02,19.73,5.96,6.7,6.6443,2.266,1.6869,0.7236,0.1616,0.2414,-21.14
204,District of Columbia,16,Greece,0.95,4.52,5,17.4,6.74,4.26,0.087,0.3399,0.3373,0.6383,0.1826,0.1535,247.84
205,District of Columbia,19,Sweden,1.04,0.67,4.81,10.89,10.13,21.91,0.0951,0.0504,0.3243,0.3995,0.2746,0.7895,126.43
206,District of Columbia,20,India,4.69,1.84,7.55,9.39,6.75,5.42,0.4315,0.1385,0.509,0.3443,0.183,0.1952,24.34
207,District of Columbia,21,Canada,10.5,9.05,11.38,9.21,14.02,5.18,0.9653,0.6802,0.7675,0.3377,0.38,0.1866,-19.1
208,District of Columbia,25,Australia,0.69,0.65,1.77,7.67,3.88,8.15,0.063,0.0491,0.1192,0.2813,0.1052,0.2936,333.64
209,Florida,0,World,53903.08,52031.71,54914.29,57240.94,55995.36,45806.72,3.5856,3.5859,3.5514,3.4398,3.4078,3.1996,4.24
210,Florida,0,Top 25,37465.71,37780.07,40596.51,41928.85,40657.11,32795.2,69.5057,72.6097,73.927,73.2498,72.608,71.5947,3.28
211,Florida,1,Brazil,3696.97,3593.4,4086.39,4510.33,4502.79,3538.06,6.8585,6.9062,7.4414,7.8796,8.0414,7.7239,10.37
212,Florida,2,Canada,3904.61,3501.34,3585.06,3749.19,4362.97,3445.15,7.2438,6.7292,6.5285,6.5498,7.7917,7.5211,4.58
213,Florida,3,Mexico,2721.41,2830.1,3078.53,3335.06,3323.21,2644.6,5.0487,5.4392,5.6061,5.8264,5.9348,5.7734,8.33
214,Florida,4,Colombia,2537.81,2186.78,2298.55,2431.06,2346.28,1810.8,4.7081,4.2028,4.1857,4.2471,4.1901,3.9531,5.76
215,Florida,5,Germany,1797.29,1950.08,2368.29,2296.69,1829.89,1280.83,3.3343,3.7479,4.3127,4.0123,3.2679,2.7962,-3.02
216,Florida,6,United Kingdom,1173.81,1425.42,1491.84,2103.38,1894.05,1821.87,2.1776,2.7395,2.7167,3.6746,3.3825,3.9773,40.99
217,Florida,7,China,1114.46,1205.57,1864.92,2073.82,1361.29,1222.19,2.0675,2.317,3.3961,3.623,2.4311,2.6681,11.2
218,Florida,8,Chile,1680.51,1872.69,1815.53,1927.58,2025.56,1478.05,3.1176,3.5991,3.3061,3.3675,3.6174,3.2267,6.17
219,Florida,9,Paraguay,1094.52,1508.71,2114.12,1781.21,1549.83,947.41,2.0305,2.8996,3.8499,3.1118,2.7678,2.0683,-15.75
220,Florida,10,Dominican Republic,1702.66,1708,1551.63,1673.94,1847.47,1519.76,3.1587,3.2826,2.8256,2.9244,3.2993,3.3178,7.88
221,Florida,11,Peru,1699.23,1498.86,1441.04,1496.91,1511.67,1256.56,3.1524,2.8807,2.6242,2.6151,2.6996,2.7432,3.88
222,Florida,12,Argentina,1465.67,1424.73,1670.21,1361.28,1267.85,1194.72,2.7191,2.7382,3.0415,2.3782,2.2642,2.6082,-18.5
223,Florida,13,Costa Rica,1251.11,1264.86,1226.64,1179.41,1106.66,939.2,2.321,2.4309,2.2337,2.0604,1.9763,2.0504,-3.85
224,Florida,14,Panama,1292.74,1306.6,1199.6,1152.13,1101.86,763.43,2.3983,2.5112,2.1845,2.0128,1.9678,1.6666,-3.96
225,Florida,15,Netherlands,852.31,962.67,1183.76,1138.94,1015.8,955.71,1.5812,1.8502,2.1556,1.9897,1.8141,2.0864,-3.79
226,Florida,17,Bahamas,975.56,937.38,1037.72,1067.15,1331.69,1058.17,1.8098,1.8016,1.8897,1.8643,2.3782,2.3101,2.84
227,Florida,18,France,751.52,901.85,1087.83,1048.83,842.85,570.48,1.3942,1.7333,1.981,1.8323,1.5052,1.2454,-3.58
228,Florida,19,Japan,905.06,1208.92,937.94,1011.52,1155.05,1113.17,1.6791,2.3234,1.708,1.7671,2.0628,2.4301,7.84
229,Florida,20,Ecuador,944.76,693.93,913.35,985.7,857.32,774.96,1.7527,1.3337,1.6632,1.722,1.5311,1.6918,7.92
230,Florida,21,Hong Kong,713.98,903.33,737.92,957.04,826.17,736.6,1.3246,1.7361,1.3438,1.6719,1.4754,1.6081,29.69
231,Florida,22,United Arab Emirates,1534.4,1487.54,1244.69,949.4,1010.88,914.71,2.8466,2.8589,2.2666,1.6586,1.8053,1.9969,-23.72
232,Florida,23,Italy,549.85,545.48,649.74,923.25,1280,761.21,1.0201,1.0484,1.1832,1.6129,2.2859,1.6618,42.1
233,Florida,24,Guatemala,922.08,850.02,926.58,881.16,940.48,867.97,1.7106,1.6337,1.6873,1.5394,1.6796,1.8949,-4.9
234,Florida,25,"Korea, South",728.44,767.86,721.66,782.24,818.39,592.33,1.3514,1.4758,1.3142,1.3666,1.4615,1.2931,8.4
235,Georgia,0,World,38596.03,35672.84,37223.84,40551.36,41252.42,38784.14,2.5674,2.4585,2.4073,2.4369,2.5106,2.7091,8.94
236,Georgia,0,Top 25,30153.13,27854.45,29361.23,31743.39,31519.7,31098.66,78.125,78.0831,78.8775,78.2795,76.4069,80.184,8.11
237,Georgia,1,Canada,6499.23,5848.7,6248.35,6229.83,5991.6,5145.79,16.8391,16.3954,16.7859,15.3628,14.5242,13.2678,-0.3
238,Georgia,2,Mexico,3473.29,3527.07,3623.25,3909.03,3517.82,3093.4,8.9991,9.8873,9.7337,9.6397,8.5275,7.9759,7.89
239,Georgia,3,China,2652.87,2580.84,2836.66,2981.11,2364.68,3418.37,6.8734,7.2348,7.6205,7.3514,5.7322,8.8138,5.09
240,Georgia,4,Germany,1482.04,1584.77,1852.14,2296.01,2776.36,4106.84,3.8399,4.4425,4.9757,5.662,6.7302,10.589,23.97
241,Georgia,5,Singapore,1225.76,1294.77,1409.4,1634.49,2056.2,1825.02,3.1759,3.6296,3.7863,4.0307,4.9844,4.7056,15.97
242,Georgia,6,United Kingdom,1808.19,1345.58,1277.85,1590.86,1539.92,1139.21,4.6849,3.772,3.4329,3.9231,3.7329,2.9373,24.5
243,Georgia,7,Japan,1366.62,1410.82,1360.43,1480.73,1487.43,1240.94,3.5408,3.9549,3.6547,3.6515,3.6057,3.1996,8.84
244,Georgia,8,Netherlands,810.66,760.96,1037.03,1315.66,1332.48,1026.27,2.1004,2.1332,2.7859,3.2444,3.2301,2.6461,26.87
245,Georgia,9,"Korea, South",846.56,980.56,869.57,1038.33,995.84,754.51,2.1934,2.7487,2.3361,2.5605,2.414,1.9454,19.41
246,Georgia,10,Brazil,1216.89,914.79,859.05,841.53,814.92,803.15,3.1529,2.5644,2.3078,2.0752,1.9755,2.0708,-2.04
247,Georgia,11,United Arab Emirates,743.17,727.88,815.56,812.49,972.54,650.63,1.9255,2.0404,2.191,2.0036,2.3575,1.6776,-0.38
248,Georgia,12,Belgium,744.25,746.49,684.21,765.51,788.87,841.41,1.9283,2.0926,1.8381,1.8878,1.9123,2.1695,11.88
249,Georgia,13,Australia,948.34,733.44,595.06,752.63,660.58,604.09,2.4571,2.056,1.5986,1.856,1.6013,1.5576,26.48
250,Georgia,14,India,392.12,396.11,1057.85,716.67,861.08,750.88,1.0159,1.1104,2.8419,1.7673,2.0873,1.936,-32.25
251,Georgia,15,Hong Kong,913.54,714.61,717.22,620.68,630.31,889.8,2.3669,2.0032,1.9268,1.5306,1.5279,2.2942,-13.46
252,Georgia,16,Italy,658.59,532.16,606.52,609.21,564.87,471.52,1.7064,1.4918,1.6294,1.5023,1.3693,1.2158,0.44
253,Georgia,17,France,548.02,568.11,591.46,607.98,691.37,645.1,1.4199,1.5926,1.5889,1.4993,1.676,1.6633,2.79
254,Georgia,18,Turkey,515.98,525.1,533.64,581.57,574.24,430.53,1.3369,1.472,1.4336,1.4342,1.392,1.1101,8.98
255,Georgia,19,Taiwan,499.78,413.8,438.48,544,424.7,621.39,1.2949,1.16,1.178,1.3415,1.0295,1.6022,24.07
256,Georgia,20,Chile,415,339.01,388.5,473.45,556.69,674.83,1.0752,0.9503,1.0437,1.1675,1.3495,1.74,21.86
257,Georgia,23,Vietnam,405.31,359.14,276.74,380.32,423.38,459.58,1.0501,1.0067,0.7434,0.9379,1.0263,1.185,37.43
258,Georgia,25,Saudi Arabia,1104.24,671.1,335.04,367.21,525.45,365.7,2.861,1.8813,0.9001,0.9055,1.2737,0.9429,9.6
259,Hawaii,0,World,1896.39,795.46,952.42,646.94,453.8,319.55,0.1261,0.0548,0.0616,0.0389,0.0276,0.0223,-32.07
260,Hawaii,0,Top 25,1794.67,772.47,929.54,633.82,437.6,307.76,94.6357,97.11,97.5975,97.9732,96.4302,96.3103,-31.81
261,Hawaii,1,"Korea, South",45.69,49.79,118.61,222.17,76.07,24.61,2.4095,6.2597,12.4538,34.3413,16.763,7.7,87.3
262,Hawaii,2,Singapore,91.72,55.87,136.21,105.99,49.37,8.29,4.8364,7.0233,14.3018,16.3833,10.8786,2.5933,-22.19
263,Hawaii,3,Japan,79.65,70.67,78.47,71.77,94.2,46.25,4.2,8.8839,8.2391,11.0932,20.759,14.474,-8.54
264,Hawaii,4,China,77.95,83.04,124.59,35.62,21.14,8.19,4.1106,10.4388,13.0812,5.5062,4.6575,2.5641,-71.41
265,Hawaii,5,Taiwan,13.05,9.54,12.94,21.39,14.94,14.75,0.6883,1.1996,1.3582,3.3063,3.2914,4.6164,65.35
266,Hawaii,6,Vietnam,101.71,7.37,16.9,19.89,33.27,8.24,5.3631,0.9268,1.774,3.0746,7.3316,2.5788,17.72
267,Hawaii,7,Malaysia,6.25,11.16,1.26,19.12,15.89,6.07,0.3297,1.4035,0.132,2.9557,3.501,1.8986,1421.32
268,Hawaii,8,Netherlands,2.14,2.06,1.18,18.8,1.88,1.66,0.1127,0.2587,0.1237,2.9054,0.414,0.5199,1494.83
269,Hawaii,9,Canada,29.79,66.21,24.31,18.54,15.98,16.27,1.571,8.323,2.552,2.8654,3.5224,5.0912,-23.74
270,Hawaii,10,Hong Kong,21.36,18.05,13.87,16.15,13.04,36.63,1.1264,2.2694,1.4558,2.4959,2.8733,11.4643,16.45
271,Hawaii,11,Australia,1278.26,313.06,340.13,13.04,20.22,50.59,67.4049,39.3557,35.7126,2.0157,4.4554,15.8308,-96.17
272,Hawaii,12,India,9.77,15.31,11,11.55,19.97,11.13,0.515,1.9244,1.1548,1.7848,4.3999,3.4845,4.98
273,Hawaii,13,Bangladesh,0,4.11,13.37,10.64,6.37,38.85,0,0.5162,1.4035,1.6453,1.4045,12.1567,-20.37
274,Hawaii,14,New Zealand,8.95,32.45,7.04,10.42,8.5,3.53,0.472,4.0795,0.7389,1.6109,1.872,1.1048,48.1
275,Hawaii,15,United Kingdom,5.35,4.05,5.77,8.94,9.53,6.29,0.2821,0.5097,0.6063,1.3814,2.1005,1.9688,54.75
276,Hawaii,16,Philippines,6.71,4.79,5.57,5,6.24,2.77,0.354,0.6019,0.5849,0.7722,1.3756,0.866,-10.32
277,Hawaii,17,Thailand,2.64,1.94,2.83,4.56,12.02,4.95,0.1394,0.2436,0.297,0.7046,2.6491,1.5486,61.16
278,Hawaii,18,France,2.11,6.31,2.93,3.33,1.82,1.65,0.1113,0.7935,0.308,0.5142,0.4005,0.5175,13.4
279,Hawaii,19,Indonesia,3.72,4.84,4.47,3.31,4.13,3.79,0.196,0.6084,0.4697,0.5109,0.9098,1.1861,-26.12
280,Hawaii,22,Germany,2.33,3.63,2.31,2.45,3.2,3.3,0.123,0.4567,0.2421,0.3793,0.7045,1.0312,6.44
281,Hawaii,23,Italy,1.27,0.54,1.38,2.1,1.34,1.45,0.0671,0.0678,0.1452,0.3253,0.2955,0.4545,52.14
282,Hawaii,24,Marshall Islands,1.36,4.82,1.74,2.04,2.89,1.62,0.0716,0.6057,0.1829,0.3154,0.6369,0.5059,17.1
283,Hawaii,25,Switzerland,1.07,0.99,0.47,1.44,2.48,1.65,0.0566,0.1244,0.0499,0.2231,0.5463,0.5159,203.99
284,Idaho,0,World,4302.09,4876.94,3864.1,4021.59,3433.92,3403.49,0.2862,0.3361,0.2499,0.2417,0.209,0.2377,4.08
285,Idaho,0,Top 25,4068.72,4668.58,3638.07,3837.69,3195.51,3243.31,94.5754,95.7277,94.1504,95.4271,93.0573,95.2936,5.49
286,Idaho,1,Canada,978.54,939.38,845.47,926,943.34,1184.13,22.7458,19.2617,21.8801,23.0257,27.4711,34.7916,9.52
287,Idaho,2,Taiwan,528.56,637.27,573.59,675.15,498.77,413.55,12.2861,13.0671,14.8441,16.7881,14.5248,12.1506,17.71
288,Idaho,3,China,560.7,620.52,353.26,417.26,208.88,161.22,13.0331,12.7236,9.1421,10.3755,6.083,4.737,18.12
289,Idaho,4,Singapore,421.46,902.53,459.01,345.04,258.94,332.33,9.7966,18.5061,11.8788,8.5797,7.5408,9.7644,-24.83
290,Idaho,5,Mexico,264.09,235.89,231.48,230.11,257.91,224.19,6.1387,4.8368,5.9906,5.7217,7.5106,6.5871,-0.59
291,Idaho,6,Japan,289.91,196.92,182.97,215.16,229.45,201.1,6.7388,4.0377,4.7352,5.3502,6.682,5.9085,17.59
292,Idaho,7,United Kingdom,121.28,114.77,141.86,188.82,111.25,51.28,2.819,2.3533,3.6712,4.695,3.2397,1.5067,33.1
293,Idaho,8,Malaysia,122.95,344.85,120.11,111.04,121.6,121.16,2.8579,7.0711,3.1083,2.7612,3.5412,3.5598,-7.55
294,Idaho,10,"Korea, South",220.15,154.7,170.69,107.62,101.86,90.45,5.1172,3.1721,4.4172,2.6762,2.9664,2.6576,-36.95
295,Idaho,11,Netherlands,71.79,71.38,75.27,93.74,91.12,99.63,1.6688,1.4637,1.948,2.331,2.6536,2.9274,24.53
296,Idaho,12,Australia,64.3,55.71,64.42,72.28,57.78,54.84,1.4947,1.1423,1.6672,1.7974,1.6827,1.6114,12.21
297,Idaho,13,Philippines,65.17,57.58,60.55,68.23,71.2,53.35,1.5148,1.1806,1.567,1.6966,2.0733,1.5675,12.68
298,Idaho,14,Germany,42.85,26.65,25.95,57.87,48.92,27.56,0.9961,0.5465,0.6716,1.4389,1.4247,0.8098,122.98
299,Idaho,16,Brazil,61.2,65.23,49.19,32.2,33.05,44.74,1.4226,1.3375,1.273,0.8006,0.9625,1.3144,-34.55
300,Idaho,17,Spain,21.82,26.47,30.22,29.99,25.94,22.12,0.5073,0.5427,0.7821,0.7456,0.7553,0.65,-0.77
301,Idaho,18,New Zealand,11.81,11.6,10.87,21.7,15.09,14.03,0.2746,0.2378,0.2813,0.5395,0.4394,0.4123,99.59
302,Idaho,20,Thailand,24.7,19.63,15.22,18.13,23.79,18.62,0.5741,0.4024,0.3938,0.4509,0.6927,0.5472,19.19
303,Idaho,22,Ireland,7.98,7.52,5.25,14.1,14.83,15.49,0.1856,0.1542,0.1358,0.3506,0.432,0.4551,168.61
304,Idaho,23,Denmark,9.84,11.82,10.93,12.35,14.34,14.36,0.2288,0.2424,0.2829,0.3072,0.4177,0.4221,13.01
305,Idaho,24,Peru,12.47,9.29,16.01,12.09,14.36,16.41,0.2898,0.1905,0.4144,0.3007,0.4181,0.4823,-24.47
306,Idaho,25,Vietnam,7.3,11.35,25.49,11.51,5.34,17.3,0.1697,0.2328,0.6597,0.2861,0.1554,0.5084,-54.87
307,Illinois,0,World,63368.69,59680.98,65186.97,65415.15,59723.53,53512.04,4.2152,4.113,4.2157,3.931,3.6347,3.7378,0.35
308,Illinois,0,Top 25,55865.3,52681.59,58142.9,58559.8,53014.04,47532.4,88.1592,88.272,89.1941,89.5202,88.7657,88.8256,0.72
309,Illinois,1,Canada,17459.7,15922.5,17695,17635.77,15629.95,13260.76,27.5526,26.6794,27.145,26.9598,26.1705,24.7809,-0.33
310,Illinois,2,Mexico,9111,9488.86,9875.64,10188,9303.98,7281.09,14.3778,15.8993,15.1497,15.5744,15.5784,13.6064,3.16
311,Illinois,3,China,4851.26,5094.73,5271.09,3438.33,2915.13,2996.6,7.6556,8.5366,8.0861,5.2562,4.881,5.5999,-34.77
312,Illinois,4,Germany,3129.08,2780.96,3439.06,3307.43,3308.95,3547.9,4.9379,4.6597,5.2757,5.0561,5.5404,6.6301,-3.83
313,Illinois,5,Australia,2640.97,2147.98,2613.72,3181.35,3467.52,3421.64,4.1676,3.5991,4.0096,4.8633,5.8059,6.3941,21.72
314,Illinois,6,Japan,2037.84,1973.2,2026.45,1980.34,1974.14,1532.43,3.2158,3.3062,3.1087,3.0273,3.3055,2.8637,-2.28
315,Illinois,7,United Kingdom,1746.34,1679.67,1739.57,1900.51,1631.9,1601.09,2.7558,2.8144,2.6686,2.9053,2.7324,2.992,9.25
316,Illinois,8,Brazil,1731.68,1288.83,1598.75,1806.14,1877.3,1802.81,2.7327,2.1595,2.4526,2.761,3.1433,3.369,12.97
317,Illinois,9,Netherlands,1919.28,1378.74,1711.24,1785.29,1199.48,1385.83,3.0288,2.3102,2.6251,2.7292,2.0084,2.5898,4.33
318,Illinois,10,Hong Kong,1158.6,1199.91,1416.24,1593.65,1593.61,1053.3,1.8284,2.0105,2.1726,2.4362,2.6683,1.9683,12.53
319,Illinois,11,Belgium,1610.39,1501.03,1665.15,1539.05,1103.92,1054.74,2.5413,2.5151,2.5544,2.3527,1.8484,1.971,-7.57
320,Illinois,12,Singapore,1174.57,1023.71,1168.13,1237.39,1182.39,1015.5,1.8535,1.7153,1.792,1.8916,1.9798,1.8977,5.93
321,Illinois,13,"Korea, South",1100.41,1219.02,1120.42,1199.33,1108.91,1094.72,1.7365,2.0426,1.7188,1.8334,1.8567,2.0458,7.04
322,Illinois,14,France,797.03,838.89,836.01,978.3,1006.49,766.07,1.2578,1.4056,1.2825,1.4955,1.6853,1.4316,17.02
323,Illinois,15,Taiwan,624.15,690.64,669.25,834.01,670.25,673.38,0.9849,1.1572,1.0267,1.2749,1.1222,1.2584,24.62
324,Illinois,16,Chile,693.37,502.4,712.15,821.53,705.91,701.13,1.0942,0.8418,1.0925,1.2559,1.182,1.3102,15.36
325,Illinois,17,India,701.61,724.61,855.16,816.05,694.66,683.79,1.1072,1.2141,1.3119,1.2475,1.1631,1.2778,-4.57
326,Illinois,18,South Africa,672.62,430.57,577.98,708.02,571.88,421.21,1.0614,0.7214,0.8867,1.0824,0.9575,0.7871,22.5
327,Illinois,19,Indonesia,354.88,460.84,541.83,567.29,567.87,478.34,0.56,0.7722,0.8312,0.8672,0.9508,0.8939,4.7
328,Illinois,20,Russia,340.89,318.88,611.9,554.2,423.6,464.96,0.538,0.5343,0.9387,0.8472,0.7093,0.8689,-9.43
329,Illinois,21,Thailand,294.81,326.21,371.22,554.18,445.98,378.76,0.4652,0.5466,0.5695,0.8472,0.7467,0.7078,49.28
330,Illinois,24,Malaysia,304.97,298.86,292.68,459.23,413.08,373.59,0.4813,0.5008,0.449,0.702,0.6916,0.6981,56.9
331,Indiana,0,World,33819.14,34650.96,37737.14,39338.64,39282.73,35282.79,2.2496,2.388,2.4405,2.364,2.3907,2.4645,4.24
332,Indiana,0,Top 25,31012.37,31967.25,34829.75,36450.26,36120.27,32403.77,91.7006,92.255,92.2957,92.6576,91.9495,91.8401,4.65
333,Indiana,1,Canada,10988.27,11511.94,13163.84,13337.75,13243.28,11079.86,32.4913,33.2226,34.883,33.905,33.7127,31.403,1.32
334,Indiana,2,Mexico,4916.77,4889.01,5064.42,5416.44,5670.67,4667.61,14.5384,14.1093,13.4203,13.7688,14.4355,13.2291,6.95
335,Indiana,3,Japan,1697.23,1656.38,1693.08,2066.35,2110.92,1818.91,5.0186,4.7802,4.4865,5.2527,5.3737,5.1552,22.05
336,Indiana,4,China,1265.29,1752.96,2067.56,2002.28,2021.8,2831.73,3.7414,5.0589,5.4788,5.0899,5.1468,8.0258,-3.16
337,Indiana,5,Germany,1435.64,1781.01,1546.16,1532.13,1406.34,1778.64,4.245,5.1399,4.0972,3.8947,3.58,5.0411,-0.91
338,Indiana,6,France,1478.16,1217.99,1557.44,1429.12,1387.26,1273.66,4.3708,3.515,4.1271,3.6329,3.5315,3.6099,-8.24
339,Indiana,7,Italy,1124.06,1191.98,1357.09,1380.59,1259.67,1087.26,3.3237,3.44,3.5962,3.5095,3.2067,3.0816,1.73
340,Indiana,8,United Kingdom,1237.57,1418.75,1158.36,1199.84,1063.18,938.25,3.6594,4.0944,3.0696,3.05,2.7065,2.6592,3.58
341,Indiana,9,Netherlands,958.41,923.85,1045.29,1008.78,1397.48,1302.14,2.8339,2.6662,2.7699,2.5643,3.5575,3.6906,-3.49
342,Indiana,10,Australia,512.41,767.46,951.27,988.75,1001.47,592.38,1.5152,2.2148,2.5208,2.5134,2.5494,1.6789,3.94
343,Indiana,11,Belgium,728.67,573.82,584.15,986.53,1128.72,612.84,2.1546,1.656,1.5479,2.5078,2.8733,1.7369,68.88
344,Indiana,12,Brazil,574.4,454.21,624.95,801.64,680.75,661.96,1.6984,1.3108,1.6561,2.0378,1.7329,1.8762,28.27
345,Indiana,13,"Korea, South",693.14,566.47,518.91,696.85,764.32,651.4,2.0496,1.6348,1.3751,1.7714,1.9457,1.8462,34.29
346,Indiana,14,Ireland,915.82,444.49,970.65,634.23,393.28,425.27,2.708,1.2828,2.5721,1.6122,1.0012,1.2053,-34.66
347,Indiana,16,India,283.37,267.42,302.23,399.27,419.69,420.45,0.8379,0.7718,0.8009,1.0149,1.0684,1.1917,32.11
348,Indiana,17,Spain,526.26,464.77,363.24,378.29,337.31,308.47,1.5561,1.3413,0.9626,0.9616,0.8587,0.8743,4.14
349,Indiana,18,Singapore,214.2,244.11,278.2,337.72,434.14,339.33,0.6334,0.7045,0.7372,0.8585,1.1052,0.9617,21.4
350,Indiana,19,Hong Kong,233.03,225.35,194.88,242.76,149.78,170.79,0.6891,0.6503,0.5164,0.6171,0.3813,0.4841,24.57
351,Indiana,20,United Arab Emirates,182.53,257.23,227.17,219.85,229.07,251.09,0.5397,0.7423,0.602,0.5589,0.5831,0.7116,-3.22
352,Indiana,21,Argentina,159.89,197.68,194.04,209.1,210.36,163.86,0.4728,0.5705,0.5142,0.5316,0.5355,0.4644,7.77
353,Indiana,23,Taiwan,172.55,181.02,195.07,176.37,198.58,207.31,0.5102,0.5224,0.5169,0.4483,0.5055,0.5876,-9.59
354,Indiana,24,Saudi Arabia,306.84,345.31,160.25,170.22,187.89,318.54,0.9073,0.9965,0.4247,0.4327,0.4783,0.9028,6.22
355,Iowa,0,World,13238.36,12122.36,13399,14323.74,13221.31,12635.15,0.8806,0.8354,0.8665,0.8608,0.8046,0.8826,6.9
356,Iowa,0,Top 25,11853.84,10757.38,11842.76,12843.48,11766.36,11311.53,89.5416,88.74,88.3854,89.6657,88.9954,89.5243,8.45
357,Iowa,1,Canada,3873.38,3369.67,4079.84,4238.2,3849.63,3459.86,29.2587,27.7971,30.4489,29.5887,29.1168,27.3828,3.88
358,Iowa,2,Mexico,2096.58,2273.56,2263.11,2336.38,2086.66,2010.69,15.8372,18.7551,16.8901,16.3112,15.7825,15.9134,3.24
359,Iowa,3,Japan,1130.7,1102.59,1007.69,964.46,942.7,1004.06,8.5411,9.0955,7.5206,6.7333,7.1302,7.9465,-4.29
360,Iowa,4,China,1204.07,499.48,587.48,625.6,759.67,1155.38,9.0953,4.1204,4.3845,4.3676,5.7458,9.1441,6.49
361,Iowa,5,Germany,493.65,431.75,470.81,456.19,513.13,590.69,3.7289,3.5616,3.5137,3.1848,3.8811,4.6749,-3.11
362,Iowa,6,Australia,338.63,294.45,379.76,412.16,364.9,373.41,2.558,2.429,2.8342,2.8775,2.7599,2.9553,8.53
363,Iowa,7,Brazil,257.31,252.03,271.37,411.87,543.68,352.18,1.9437,2.0791,2.0253,2.8755,4.1121,2.7873,51.78
364,Iowa,8,"Korea, South",347.51,267.94,298.27,388.57,337.7,273.93,2.625,2.2103,2.226,2.7127,2.5542,2.168,30.27
365,Iowa,10,United Kingdom,288.56,237.68,330.65,335.38,315.11,234.42,2.1797,1.9607,2.4677,2.3414,2.3833,1.8553,1.43
366,Iowa,11,France,330,275.81,320.19,313.97,284.16,216.45,2.4927,2.2752,2.3897,2.192,2.1492,1.713,-1.94
367,Iowa,12,Hong Kong,196.22,225.65,270.12,236.01,168.96,109.42,1.4822,1.8615,2.016,1.6477,1.2779,0.866,-12.63
368,Iowa,13,Taiwan,135.4,154.93,170.78,207.93,202.66,191.12,1.0228,1.278,1.2746,1.4516,1.5328,1.5126,21.75
369,Iowa,14,Netherlands,202.69,168.37,148.24,186.31,301.53,290.02,1.5311,1.3889,1.1063,1.3007,2.2806,2.2953,25.68
370,Iowa,15,Spain,90.49,94.15,127.23,181.14,88.25,74.8,0.6835,0.7767,0.9496,1.2646,0.6675,0.592,42.37
371,Iowa,16,Ireland,120.37,189.87,189.62,164.79,108.06,70.85,0.9092,1.5662,1.4152,1.1505,0.8174,0.5608,-13.09
372,Iowa,17,Colombia,147.96,146.83,80.84,160.15,103.25,84.51,1.1177,1.2112,0.6034,1.1181,0.781,0.6688,98.1
373,Iowa,18,Russia,38.93,95.54,115.95,128.25,93.2,81.79,0.294,0.7881,0.8653,0.8954,0.7049,0.6473,10.61
374,Iowa,19,Belgium,56.46,67.13,95.63,123.72,108.97,116.64,0.4265,0.5537,0.7137,0.8638,0.8242,0.9231,29.37
375,Iowa,21,India,74.75,80.68,87.5,107.86,80.09,90.22,0.5646,0.6656,0.6531,0.753,0.6058,0.7141,23.26
376,Iowa,23,Italy,102.42,98.88,97.74,96.17,126,130.27,0.7737,0.8157,0.7294,0.6714,0.953,1.031,-1.6
377,Iowa,24,Singapore,106.05,111.87,119.39,93.77,87.12,84.54,0.8011,0.9228,0.891,0.6547,0.659,0.6691,-21.45
