,statename,rank,countryd,val2015,val2016,val2017,val2018,val2019,val2020,share15,share16,share17,share18,share19,share20,change
49,Arizona,3,Canada,1512.07,1322.12,1450.73,1541.98,2632.29,2224.48,7.6554,6.7292,7.0607,6.8661,9.9132,8.6603,6.29
50,Arizona,4,Japan,749.11,675.29,1069.58,1178.4,2079.61,1189.22,3.7926,3.437,5.2056,5.2471,7.8318,4.6298,10.17
51,Arizona,5,Germany,778.47,875.3,814.73,870.96,871.09,980.76,3.9413,4.455,3.9653,3.8782,3.2805,3.8183,6.9
52,Arizona,6,Malaysia,750.73,677.81,504.63,728.04,685.58,710.58,3.8009,3.4498,2.456,3.2418,2.5819,2.7664,44.27
53,Arizona,7,United Kingdom,670.22,561.26,633.4,608.71,652.23,607.47,3.3932,2.8566,3.0827,2.7104,2.4563,2.365,-3.9
54,Arizona,8,Taiwan,489.75,468.31,533.84,547.03,756.68,1242.53,2.4795,2.3835,2.5982,2.4358,2.8497,4.8374,2.47
55,Arizona,9,Netherlands,443.2,593.72,289.3,516.45,1186.2,400.23,2.2439,3.0218,1.408,2.2996,4.4673,1.5582,78.52
56,Arizona,10,Italy,489.26,565.01,500.02,411.62,334.06,398.61,2.4771,2.8757,2.4336,1.8329,1.2581,1.5519,-17.68
57,Arizona,11,Thailand,219.96,245.43,269.67,314.13,358.64,502.78,1.1136,1.2491,1.3125,1.3987,1.3507,1.9574,16.49
58,Arizona,12,France,437.71,457.12,688.94,314.07,454.03,839.24,2.216,2.3266,3.353,1.3985,1.7099,3.2673,-54.41
59,Arizona,13,Peru,16.8,9.86,55.12,298.21,284.04,145.58,0.085,0.0502,0.2683,1.3278,1.0697,0.5668,440.99
60,Arizona,14,India,224.4,213.93,238.36,246.61,264.3,236.74,1.1361,1.0888,1.1601,1.0981,0.9954,0.9217,3.46
61,Arizona,15,Brazil,500.14,874.48,427.99,226.08,145.63,707.32,2.5321,4.4508,2.083,1.0067,0.5484,2.7537,-47.18
62,Arizona,16,"Korea, South",307.03,193.6,177.01,220.67,245.71,266.85,1.5544,0.9853,0.8615,0.9826,0.9254,1.0389,24.66
63,Arizona,17,Vietnam,117.77,131.73,172.41,214.38,363.3,428.21,0.5962,0.6705,0.8391,0.9546,1.3682,1.6671,24.35
64,Arizona,18,Singapore,211.16,200.32,239.82,194.28,409.75,320.28,1.0691,1.0195,1.1672,0.8651,1.5431,1.2469,-18.99
65,Arizona,19,Ireland,82.17,126.9,79.29,156.16,148.41,165.42,0.416,0.6459,0.3859,0.6953,0.5589,0.644,96.93
66,Arizona,20,Czech Republic,210.17,174.7,192.83,124.15,153.74,147.52,1.0641,0.8891,0.9385,0.5528,0.579,0.5743,-35.62
67,Arizona,21,Israel,77.75,114.16,118.98,117.74,309.12,165.53,0.3936,0.581,0.5791,0.5243,1.1642,0.6444,-1.05
68,Arizona,22,Philippines,91.37,90.13,88.87,109.42,239.92,211.31,0.4626,0.4587,0.4325,0.4872,0.9035,0.8227,23.13
69,Arizona,24,Spain,85.13,89.55,83.92,96.38,226.85,350.54,0.431,0.4558,0.4085,0.4291,0.8543,1.3647,14.84
70,Arizona,25,Australia,91.14,92.62,94.14,81.71,75.31,273.15,0.4614,0.4714,0.4582,0.3638,0.2836,1.0634,-13.21
71,Arkansas,0,World,7911.66,7828.88,9293.93,11523.54,9629.96,8639.39,0.3518,0.3579,0.3968,0.4532,0.3856,0.3697,23.99
72,Arkansas,0,Top 25,7458.11,7385.1,8829.76,10955.71,9132.09,8217.23,94.2673,94.3314,95.0056,95.0724,94.8299,95.1135,24.08
73,Arkansas,1,China,2576.05,3058.59,3833.35,5167.37,3357.78,3160.21,32.5602,39.068,41.2457,44.8419,34.868,36.579,34.8
74,Arkansas,2,France,1682.01,1414.81,1334.1,1318.3,1394.51,820.73,21.2599,18.0717,14.3545,11.44,14.481,9.4998,-1.18
75,Arkansas,3,Mexico,637.77,597.34,661.27,904.18,1037.21,776.86,8.0612,7.6299,7.1151,7.8464,10.7706,8.992,36.73
76,Arkansas,4,Canada,799.57,752.73,791.34,898.64,758.97,757.25,10.1063,9.6148,8.5146,7.7983,7.8814,8.765,13.56
77,Arkansas,5,Germany,419.98,308.54,251.5,321.15,369.49,309.28,5.3084,3.9411,2.7061,2.7869,3.8368,3.5799,27.7
78,Arkansas,6,Vietnam,92.24,105.91,180.31,295.9,329.42,497.24,1.1659,1.3528,1.9401,2.5678,3.4208,5.7555,64.11
79,Arkansas,7,India,236.63,183.06,490.93,251.76,210.76,204.08,2.9909,2.3382,5.2822,2.1847,2.1885,2.3622,-48.72
80,Arkansas,8,Japan,100.84,131.87,203.41,236.41,189.49,161.03,1.2745,1.6844,2.1886,2.0516,1.9677,1.8639,16.23
81,Arkansas,9,Indonesia,32.35,27.78,96.95,179.96,184.3,192.96,0.4089,0.3548,1.0431,1.5617,1.9139,2.2335,85.63
82,Arkansas,10,Taiwan,141.75,143.54,151.23,153.22,142.85,160.17,1.7917,1.8334,1.6272,1.3296,1.4834,1.854,1.32
83,Arkansas,11,United Kingdom,92.57,58.69,94.34,136.91,145.15,122.6,1.1701,0.7497,1.0151,1.188,1.5072,1.4191,45.11
84,Arkansas,12,Italy,117.13,96.78,134.54,132.77,129.26,126.93,1.4805,1.2362,1.4476,1.1522,1.3423,1.4693,-1.31
85,Arkansas,13,Bangladesh,40.62,49.61,47.65,129.19,37.1,39.37,0.5135,0.6336,0.5127,1.1211,0.3852,0.4557,171.1
86,Arkansas,14,Cambodia,14.59,21.6,58.32,120.68,155.11,214.38,0.1844,0.2759,0.6276,1.0472,1.6107,2.4815,106.9
87,Arkansas,15,Thailand,38.2,46.92,86.52,106.88,117.24,114.74,0.4829,0.5993,0.9309,0.9275,1.2174,1.3281,23.53
88,Arkansas,16,Singapore,5.83,13.15,26.59,90.16,152.86,87.8,0.0736,0.1679,0.2861,0.7824,1.5874,1.0162,239.02
89,Arkansas,17,Malaysia,67.05,60.57,81.39,85.22,88.26,79.45,0.8475,0.7737,0.8757,0.7395,0.9165,0.9196,4.71
90,Arkansas,19,"Korea, South",129.36,91.64,39.89,58.76,73.79,59.65,1.6351,1.1706,0.4292,0.5099,0.7663,0.6904,47.3
91,Arkansas,23,Brazil,53.45,52.88,56.74,50.07,44.39,72.87,0.6755,0.6755,0.6105,0.4345,0.461,0.8435,-11.75
92,California,0,World,408337.16,410172.8,440576.22,441166.09,408280.7,396022.27,18.1579,18.7499,18.8123,17.3497,16.3474,16.9488,0.13
93,California,0,Top 25,381877.85,383333.06,409125.94,408585.62,373763.24,368813.09,93.5202,93.4565,92.8616,92.6149,91.5457,93.1294,-0.13
94,California,1,China,143635.67,144023.33,159142.19,161186.71,129271.79,130291.29,35.1758,35.1128,36.1214,36.5365,31.6625,32.9,1.28
95,California,2,Mexico,45086.46,46345.06,46392.71,44053.81,46678.42,47912.57,11.0415,11.2989,10.53,9.9858,11.4329,12.0985,-5.04
96,California,3,Japan,38499.11,41327.12,40480.04,33633.15,25093.15,20362.52,9.4283,10.0755,9.188,7.6237,6.1461,5.1418,-16.91
97,California,4,Canada,27865.38,27784.25,28690.23,27098.03,26920.42,26506.22,6.8241,6.7738,6.512,6.1424,6.5936,6.6931,-5.55
98,California,5,"Korea, South",15393.1,14020.9,15787.73,16639.98,18013.91,21104.98,3.7697,3.4183,3.5834,3.7718,4.4121,5.3292,5.4
99,California,6,Malaysia,16816.53,16471.84,16387.54,14801.3,12073.5,10602.8,4.1183,4.0158,3.7196,3.355,2.9572,2.6773,-9.68
100,California,7,Taiwan,12526.53,12327.03,13401.31,14487.28,18823.13,19966.61,3.0677,3.0053,3.0418,3.2839,4.6103,5.0418,8.1
101,California,8,Vietnam,8833.96,10924.68,12459.45,13581.49,16221.5,20186.26,2.1634,2.6634,2.828,3.0785,3.9731,5.0973,9.01
102,California,9,Germany,12706.73,11204.48,11501.91,12411.64,11309.11,9586.59,3.1118,2.7316,2.6107,2.8134,2.7699,2.4207,7.91
103,California,10,Thailand,10046.44,10077.78,10361.17,10300.64,10853.69,12202.16,2.4603,2.457,2.3517,2.3349,2.6584,3.0812,-0.58
104,California,11,Saudi Arabia,6160.84,4251.41,5307.65,9071.37,5221.93,2516.44,1.5088,1.0365,1.2047,2.0562,1.279,0.6354,70.91
105,California,12,United Kingdom,4564.58,5502.05,5555.16,5493.46,6259.24,3733.09,1.1178,1.3414,1.2609,1.2452,1.5331,0.9426,-1.11
106,California,13,Indonesia,4687.63,4678.51,4772.8,4872.29,5348.81,5446.69,1.148,1.1406,1.0833,1.1044,1.3101,1.3753,2.08
107,California,14,Philippines,3305.71,3410.49,4253.56,4714.49,4273.42,3845.98,0.8096,0.8315,0.9655,1.0686,1.0467,0.9712,10.84
108,California,15,Singapore,4185.03,4185.71,4691.22,4483.1,4350.24,4310.51,1.0249,1.0205,1.0648,1.0162,1.0655,1.0885,-4.44
109,California,16,Italy,3666.15,4011.67,4290.67,4379.1,4155.38,3688.99,0.8978,0.978,0.9739,0.9926,1.0178,0.9315,2.06
110,California,17,India,3850.85,3632.63,3948.78,4022.18,4701.42,4358,0.9431,0.8856,0.8963,0.9117,1.1515,1.1004,1.86
111,California,18,Ecuador,3733.81,3504.69,4050.05,3992.84,4255.43,3075.28,0.9144,0.8544,0.9193,0.9051,1.0423,0.7765,-1.41
112,California,19,France,3637.49,3870.99,3695.49,3604.64,4818.57,5930.01,0.8908,0.9437,0.8388,0.8171,1.1802,1.4974,-2.46
113,California,20,Brazil,2120.72,1519.79,2065.74,3480.13,3471.77,2219.73,0.5194,0.3705,0.4689,0.7888,0.8503,0.5605,68.47
114,California,22,Switzerland,2476.07,2708.03,2860.18,2680.83,2505.73,2708.98,0.6064,0.6602,0.6492,0.6077,0.6137,0.684,-6.27
115,California,23,Ireland,2384.05,2152.57,2245.74,2286.17,1843.91,1902.82,0.5838,0.5248,0.5097,0.5182,0.4516,0.4805,1.8
116,California,24,Australia,1875.77,1814.74,2220.17,1999.55,2125.99,2205.5,0.4594,0.4424,0.5039,0.4532,0.5207,0.5569,-9.94
117,Colorado,0,World,13507.25,12223.24,12953.98,13526.21,13113.61,12027.85,0.6006,0.5588,0.5531,0.5319,0.5251,0.5148,4.42
118,Colorado,0,Top 25,12852.45,11539.3,12395.35,12898.59,12347.64,11196.94,95.1522,94.4046,95.6876,95.36,94.1589,93.0918,4.06
119,Colorado,1,Canada,3210.54,2764.77,3636.87,3927.88,3735.25,2928.12,23.769,22.619,28.0753,29.0391,28.4838,24.3445,8
120,Colorado,2,China,2426.61,2259.85,2168.21,2007.47,1754.16,1679.56,17.9652,18.4882,16.7378,14.8414,13.3766,13.9639,-7.41
121,Colorado,3,Mexico,1719.25,1572.81,1571.03,1529.23,1519.73,1241.21,12.7283,12.8673,12.1278,11.3057,11.589,10.3194,-2.66
122,Colorado,4,Switzerland,702.01,652.02,724.19,811.73,924.11,843.67,5.1973,5.3342,5.5905,6.0011,7.047,7.0143,12.09
123,Colorado,5,Germany,1083.91,699.36,661.68,633.09,609.22,552.48,8.0247,5.7215,5.1079,4.6805,4.6457,4.5933,-4.32
124,Colorado,6,Taiwan,218.15,415.33,416.1,589.5,568.35,616.44,1.6151,3.3979,3.2121,4.3582,4.334,5.1251,41.67
125,Colorado,7,"Korea, South",332.98,417.09,409.2,555.37,242.8,289.97,2.4652,3.4123,3.1588,4.1059,1.8515,2.4108,35.72
126,Colorado,8,Australia,558.21,406,311.35,308.38,316.42,273.05,4.1326,3.3215,2.4035,2.2798,2.4129,2.2701,-0.95
127,Colorado,9,Italy,244.78,224.69,236.74,250.25,230.51,209.09,1.8122,1.8382,1.8276,1.8501,1.7578,1.7383,5.7
128,Colorado,10,France,300.26,232.9,222.91,244.54,226.69,223.08,2.2229,1.9054,1.7208,1.8079,1.7287,1.8547,9.7
129,Colorado,11,Denmark,181.6,152.77,262.61,227.5,165.29,121.66,1.3445,1.2498,2.0273,1.6819,1.2604,1.0115,-13.37
130,Colorado,12,India,214.31,209.3,171.64,214.28,216.11,170.44,1.5866,1.7123,1.325,1.5842,1.648,1.417,24.84
131,Colorado,13,United Kingdom,260.46,215.89,203.06,209,255.89,190.03,1.9283,1.7662,1.5675,1.5451,1.9513,1.5799,2.93
132,Colorado,14,Malaysia,100.74,160.16,176.77,194.5,221.46,287.12,0.7458,1.3103,1.3646,1.4379,1.6887,2.3871,10.03
133,Colorado,15,Vietnam,197.13,145.84,166.71,179.94,293.05,443.1,1.4595,1.1932,1.2869,1.3303,2.2347,3.6839,7.94
134,Colorado,16,Sweden,89.78,117.19,155.89,177.68,212.03,139.26,0.6647,0.9587,1.2034,1.3136,1.6169,1.1578,13.98
135,Colorado,17,Thailand,79.83,121.89,133.4,145.27,146.53,249.33,0.591,0.9972,1.0298,1.074,1.1174,2.0729,8.9
136,Colorado,18,Japan,153.89,185.75,130.89,144.33,131.15,121.16,1.1393,1.5196,1.0104,1.0671,1.0001,1.0074,10.27
137,Colorado,19,Austria,168.53,108.96,99.17,118.57,120.69,58.09,1.2477,0.8914,0.7655,0.8766,0.9204,0.483,19.57
138,Colorado,20,Spain,146.5,109.54,229.62,91.17,103.26,60.3,1.0846,0.8962,1.7726,0.674,0.7874,0.5013,-60.29
139,Colorado,21,Philippines,56.32,80.07,86.5,86.86,87.08,103.81,0.4169,0.6551,0.6677,0.6422,0.6641,0.863,0.42
140,Colorado,22,Netherlands,198.74,101.12,58.78,75.48,70.32,64.94,1.4713,0.8272,0.4537,0.558,0.5362,0.5399,28.42
141,Connecticut,0,World,25977.89,21342.23,18673.75,19874.43,20072.94,17973.11,1.1552,0.9756,0.7974,0.7816,0.8037,0.7692,6.43
142,Connecticut,0,Top 25,23740.69,19232.33,16392.14,17973.64,18016.88,16424.85,91.3881,90.114,87.7817,90.436,89.7571,91.3857,9.65
